species_slug,record_type,latitude,longitude,state,county,locality,elevation_ft,year,month,day,collector,collection,notes,district_id,record_id
xestia-oblata,specimen,47.099,-122.482,WA,Pierce,"McChord AFB, Approach Zone, 2km S Spanaway",328,2011,7,9,D. Grosboll,WSU,,US:53053,38372
adelphagrotis-stellaris,specimen,47.104,-122.472,WA,Pierce,"McChord AFB, Approach Zone, 2km S Spanaway",328,2011,8,21,D. Grosboll,WSU,,US:53053,38373
adelphagrotis-indeterminata,specimen,47.136,-122.467,WA,Pierce,"McChord AFB, Airfield, 4km S Lakeview",322,2011,8,21,D. Grosboll,WSU,,US:53053,38374
adelphagrotis-indeterminata,specimen,47.099,-122.482,WA,Pierce,"McChord AFB, Approach Zone, 2km S Spanaway",328,2011,8,21,D. Grosboll,WSU,,US:53053,38375
parabagrotis-sulinaris,specimen,47.136,-122.467,WA,Pierce,"McChord AFB, Airfield, 4km S Lakeview",322,2011,7,9,D. Grosboll,WSU,,US:53053,38376
parabagrotis-sulinaris,specimen,47.099,-122.482,WA,Pierce,"McChord AFB, Approach Zone, 2km S Spanaway",328,2011,8,21,D. Grosboll,WSU,,US:53053,38377
abagrotis-erratica,specimen,47.099,-122.482,WA,Pierce,"McChord AFB, Approach Zone, 2km S Spanaway",328,2011,8,21,D. Grosboll,WSU,,US:53053,38378
malacosoma-californicum,specimen,47.136,-122.467,WA,Pierce,"McChord AFB, Airfield, 4km S Lakeview",322,2011,7,9,D. Grosboll,WSU,,US:53053,38379
malacosoma-californicum,specimen,47.136,-122.467,WA,Pierce,"McChord AFB, Airfield, 4km S Lakeview",322,2011,8,3,D. Grosboll,WSU,,US:53053,38380
malacosoma-californicum,specimen,47.136,-122.467,WA,Pierce,"McChord AFB, Airfield, 4km S Lakeview",322,2011,8,21,D. Grosboll,WSU,,US:53053,38381
malacosoma-californicum,specimen,47.117,-122.492,WA,Pierce,"McChord AFB, Barnes Gate, 2km S Lakeview",322,2011,7,9,D. Grosboll,WSU,,US:53053,38382
malacosoma-californicum,specimen,47.117,-122.492,WA,Pierce,"McChord AFB, Barnes Gate, 2km S Lakeview",322,2011,8,21,D. Grosboll,WSU,,US:53053,38383
malacosoma-californicum,specimen,47.104,-122.472,WA,Pierce,"McChord AFB, Approach Zone, 2km S Spanaway",328,2011,7,9,D. Grosboll,WSU,,US:53053,38384
malacosoma-californicum,specimen,47.104,-122.472,WA,Pierce,"McChord AFB, Approach Zone, 2km S Spanaway",328,2011,8,3,D. Grosboll,WSU,,US:53053,38385
malacosoma-californicum,specimen,47.099,-122.482,WA,Pierce,"McChord AFB, Approach Zone, 2km S Spanaway",328,2011,7,9,D. Grosboll,WSU,,US:53053,38386
habrosyne-scripta,specimen,47.099,-122.482,WA,Pierce,"McChord AFB, Approach Zone, 2km S Spanaway",328,2011,8,3,D. Grosboll,WSU,,US:53053,38387
protodeltote-albidula,specimen,44.593,-123.404,OR,Benton,Blakesley Cr.,984,2000,5,31,A. V. Z. Brower,OSAC,,US:41003,38388
protodeltote-albidula,specimen,44.593,-123.404,OR,Benton,Blakesley Cr.,984,2000,6,3,A. V. Z. Brower,OSAC,,US:41003,38389
protodeltote-albidula,specimen,44.593,-123.404,OR,Benton,Blakesley Cr.,984,2000,6,7,A. V. Z. Brower,OSAC,,US:41003,38390
protodeltote-albidula,specimen,44.593,-123.404,OR,Benton,Blakesley Cr.,984,2001,5,22,A. V. Z. Brower,OSAC,,US:41003,38391
protodeltote-albidula,specimen,44.593,-123.404,OR,Benton,Blakesley Cr.,984,2001,6,16,A. V. Z. Brower,OSAC,,US:41003,38392
protodeltote-albidula,specimen,44.593,-123.404,OR,Benton,Blakesley Cr.,984,2001,7,1,A. V. Z. Brower,OSAC,,US:41003,38393
protodeltote-albidula,specimen,44.593,-123.404,OR,Benton,Blakesley Cr.,984,2001,7,11,A. V. Z. Brower,OSAC,,US:41003,38394
protodeltote-albidula,specimen,44.593,-123.404,OR,Benton,Blakesley Cr.,984,2002,6,5,A. V. Z. Brower,OSAC,,US:41003,38395
protodeltote-albidula,specimen,44.593,-123.404,OR,Benton,Blakesley Cr.,984,2002,6,13,A. V. Z. Brower,OSAC,,US:41003,38396
protodeltote-albidula,specimen,44.615,-123.316,OR,Benton,Oak Cr. Gate,500,1962,6,28,Noel McFarland,OSAC,,US:41003,38397
protodeltote-albidula,specimen,44.583,-123.417,OR,Benton,Woods Cr.,328,1998,5,20,A. V. Z. Brower,OSAC,,US:41003,38398
protodeltote-albidula,specimen,44.583,-123.417,OR,Benton,Woods Cr.,328,1998,5,29,A. V. Z. Brower,OSAC,,US:41003,38399
protodeltote-albidula,specimen,44.583,-123.417,OR,Benton,Woods Cr.,328,1998,6,4,A. V. Z. Brower,OSAC,,US:41003,38400
protodeltote-albidula,specimen,44.583,-123.417,OR,Benton,Woods Cr.,328,1998,6,18,A. V. Z. Brower,OSAC,,US:41003,38401
protodeltote-albidula,specimen,44.583,-123.417,OR,Benton,Woods Cr.,328,1999,6,8,A. V. Z. Brower,OSAC,,US:41003,38402
protodeltote-albidula,specimen,44.583,-123.417,OR,Benton,Woods Cr.,328,1999,6,10,A. V. Z. Brower,OSAC,,US:41003,38403
protodeltote-albidula,specimen,44.583,-123.417,OR,Benton,Woods Cr.,328,1999,6,12,A. V. Z. Brower,OSAC,,US:41003,38404
protodeltote-albidula,specimen,44.583,-123.417,OR,Benton,Woods Cr.,328,1999,6,21,A. V. Z. Brower,OSAC,,US:41003,38405
protodeltote-albidula,specimen,44.583,-123.417,OR,Benton,Woods Cr.,328,1999,6,24,A. V. Z. Brower,OSAC,,US:41003,38406
protodeltote-albidula,specimen,45.322,-122.287,OR,Clackamas,Eagle Fern Park,535,1975,6,9,"S. Jewett, Jr.",OSAC,,US:41005,38407
protodeltote-albidula,specimen,45.35,-122.683,OR,Clackamas,"Oregon City, 4mW; Bosky Dell Lane",400,1982,6,18,"S. Jewett, Jr.",OSAC,,US:41005,38408
protodeltote-albidula,specimen,45.35,-122.683,OR,Clackamas,"Oregon City, 4mW; Bosky Dell Lane",400,1982,7,6,"S. Jewett, Jr.",OSAC,,US:41005,38409
protodeltote-albidula,specimen,45.35,-122.683,OR,Clackamas,"Oregon City, 4mW; Firwood Rd.",400,1973,6,25,"S. Jewett, Jr.",OSAC,,US:41005,38410
protodeltote-albidula,specimen,45.35,-122.683,OR,Clackamas,"Oregon City, 4mW; Firwood Rd.",400,1974,6,18,"S. Jewett, Jr.",OSAC,,US:41005,38411
protodeltote-albidula,specimen,45.35,-122.683,OR,Clackamas,"Oregon City, 4mW; Firwood Rd.",400,1974,6,30,"S. Jewett, Jr.",OSAC,,US:41005,38412
protodeltote-albidula,specimen,45.35,-122.683,OR,Clackamas,"Oregon City, 4mW; Firwood Rd.",400,1974,7,14,"S. Jewett, Jr.",OSAC,,US:41005,38413
protodeltote-albidula,specimen,45.35,-122.683,OR,Clackamas,"Oregon City, 4mW; Firwood Rd.",400,1974,7,21,"S. Jewett, Jr.",OSAC,,US:41005,38414
protodeltote-albidula,specimen,45.35,-122.683,OR,Clackamas,"Oregon City, 4mW; Firwood Rd.",400,1975,6,12,"S. Jewett, Jr.",OSAC,,US:41005,38415
protodeltote-albidula,specimen,45.35,-122.683,OR,Clackamas,"Oregon City, 4mW; Firwood Rd.",400,1975,7,5,"S. Jewett, Jr.",OSAC,,US:41005,38416
protodeltote-albidula,specimen,45.35,-122.683,OR,Clackamas,"Oregon City, 4mW; Firwood Rd.",400,1975,7,6,"S. Jewett, Jr.",OSAC,,US:41005,38417
protodeltote-albidula,specimen,45.35,-122.683,OR,Clackamas,"Oregon City, 4mW; Firwood Rd.",400,1976,7,6,"S. Jewett, Jr.",OSAC,,US:41005,38418
protodeltote-albidula,specimen,45.35,-122.683,OR,Clackamas,"Oregon City, 4mW; Firwood Rd.",400,1977,6,22,"S. Jewett, Jr.",OSAC,,US:41005,38419
protodeltote-albidula,specimen,45.35,-122.683,OR,Clackamas,"Oregon City, 4mW; Firwood Rd.",400,1977,6,25,"S. Jewett, Jr.",OSAC,,US:41005,38420
protodeltote-albidula,specimen,45.866,-123.594,OR,Clatsop,Elsie,430,1966,7,31,E. L. Griepentrog,OSAC,,US:41007,38421
protodeltote-albidula,specimen,45.866,-123.594,OR,Clatsop,Elsie,430,1967,9,4,E. L. Griepentrog,OSAC,,US:41007,38422
protodeltote-albidula,specimen,45.866,-123.594,OR,Clatsop,Elsie,430,1968,7,16,E. L. Griepentrog,OSAC,,US:41007,38423
protodeltote-albidula,specimen,45.866,-123.594,OR,Clatsop,Elsie,430,1969,5,21,E. L. Griepentrog,OSAC,,US:41007,38424
protodeltote-albidula,specimen,45.866,-123.594,OR,Clatsop,Elsie,430,1969,6,1,E. L. Griepentrog,OSAC,,US:41007,38425
protodeltote-albidula,specimen,45.866,-123.594,OR,Clatsop,Elsie,430,1969,6,3,E. L. Griepentrog,OSAC,,US:41007,38426
protodeltote-albidula,specimen,45.866,-123.594,OR,Clatsop,Elsie,430,1969,6,9,E. L. Griepentrog,OSAC,,US:41007,38427
protodeltote-albidula,specimen,45.866,-123.594,OR,Clatsop,Elsie,430,1969,6,11,E. L. Griepentrog,OSAC,,US:41007,38428
protodeltote-albidula,specimen,45.866,-123.594,OR,Clatsop,Elsie,430,1969,6,12,E. L. Griepentrog,OSAC,,US:41007,38429
protodeltote-albidula,specimen,45.866,-123.594,OR,Clatsop,Elsie,430,1969,6,13,E. L. Griepentrog,OSAC,,US:41007,38430
protodeltote-albidula,specimen,45.866,-123.594,OR,Clatsop,Elsie,430,1970,6,6,E. L. Griepentrog,OSAC,,US:41007,38431
protodeltote-albidula,specimen,45.866,-123.594,OR,Clatsop,Elsie,430,1970,6,13,E. L. Griepentrog,OSAC,,US:41007,38432
protodeltote-albidula,specimen,45.866,-123.594,OR,Clatsop,Elsie,430,1970,7,9,E. L. Griepentrog,OSAC,,US:41007,38433
protodeltote-albidula,specimen,45.866,-123.594,OR,Clatsop,Elsie,430,1970,7,16,E. L. Griepentrog,OSAC,,US:41007,38434
protodeltote-albidula,specimen,45.866,-123.594,OR,Clatsop,Elsie,430,1971,7,21,E. L. Griepentrog,OSAC,,US:41007,38435
protodeltote-albidula,specimen,45.866,-123.594,OR,Clatsop,Elsie,430,1982,6,16,E. L. Griepentrog,OSAC,,US:41007,38436
protodeltote-albidula,specimen,45.866,-123.594,OR,Clatsop,Elsie,430,1983,6,16,E. L. Griepentrog,OSAC,,US:41007,38437
protodeltote-albidula,specimen,45.866,-123.594,OR,Clatsop,Elsie,430,1987,6,25,E. L. Griepentrog,OSAC,,US:41007,38438
protodeltote-albidula,specimen,45.866,-123.594,OR,Clatsop,Elsie,430,1987,6,26,E. L. Griepentrog,OSAC,,US:41007,38439
protodeltote-albidula,specimen,45.866,-123.594,OR,Clatsop,Elsie,430,1987,6,28,E. L. Griepentrog,OSAC,,US:41007,38440
protodeltote-albidula,specimen,45.866,-123.594,OR,Clatsop,Elsie,430,1987,7,17,E. L. Griepentrog,OSAC,,US:41007,38441
protodeltote-albidula,specimen,45.866,-123.594,OR,Clatsop,Elsie,430,1987,7,18,E. L. Griepentrog,OSAC,,US:41007,38442
protodeltote-albidula,specimen,45.866,-123.594,OR,Clatsop,Elsie,430,1988,6,15,E. L. Griepentrog,OSAC,,US:41007,38443
protodeltote-albidula,specimen,45.866,-123.594,OR,Clatsop,Elsie,430,1988,6,20,E. L. Griepentrog,OSAC,,US:41007,38444
protodeltote-albidula,specimen,45.866,-123.594,OR,Clatsop,Elsie,430,1988,6,27,E. L. Griepentrog,OSAC,,US:41007,38445
protodeltote-albidula,specimen,45.866,-123.594,OR,Clatsop,Elsie,430,1988,7,2,E. L. Griepentrog,OSAC,,US:41007,38446
protodeltote-albidula,specimen,45.866,-123.594,OR,Clatsop,Elsie,430,1988,7,24,E. L. Griepentrog,OSAC,,US:41007,38447
protodeltote-albidula,specimen,45.866,-123.594,OR,Clatsop,Elsie,430,1989,6,29,E. L. Griepentrog,OSAC,,US:41007,38448
protodeltote-albidula,specimen,45.866,-123.594,OR,Clatsop,Elsie,430,1989,7,1,E. L. Griepentrog,OSAC,,US:41007,38449
protodeltote-albidula,specimen,45.866,-123.594,OR,Clatsop,Elsie,430,1989,7,2,E. L. Griepentrog,OSAC,,US:41007,38450
protodeltote-albidula,specimen,45.866,-123.594,OR,Clatsop,Elsie,430,1989,7,13,E. L. Griepentrog,OSAC,,US:41007,38451
protodeltote-albidula,specimen,45.866,-123.594,OR,Clatsop,Elsie,430,1990,6,21,E. L. Griepentrog,OSAC,,US:41007,38452
protodeltote-albidula,specimen,45.866,-123.594,OR,Clatsop,Elsie,430,1990,7,1,E. L. Griepentrog,OSAC,,US:41007,38453
protodeltote-albidula,specimen,45.866,-123.594,OR,Clatsop,Elsie,430,1990,7,2,E. L. Griepentrog,OSAC,,US:41007,38454
protodeltote-albidula,specimen,45.866,-123.594,OR,Clatsop,Elsie,430,1990,7,12,E. L. Griepentrog,OSAC,,US:41007,38455
protodeltote-albidula,specimen,45.866,-123.594,OR,Clatsop,Elsie,430,1990,7,27,E. L. Griepentrog,OSAC,,US:41007,38456
protodeltote-albidula,specimen,45.867,-123.583,OR,Clatsop,"Elsie, 2mE",400,1968,7,13,"S. Jewett, Jr.",OSAC,,US:41007,38457
protodeltote-albidula,specimen,45.867,-123.583,OR,Clatsop,"Elsie, 2mE",400,1969,6,20,"S. Jewett, Jr.",OSAC,,US:41007,38458
protodeltote-albidula,specimen,45.867,-123.583,OR,Clatsop,"Elsie, 2mE",400,1969,6,21,"S. Jewett, Jr.",OSAC,,US:41007,38459
protodeltote-albidula,specimen,45.867,-123.583,OR,Clatsop,"Elsie, 2mE",400,1970,7,3,"S. Jewett, Jr.",OSAC,,US:41007,38460
protodeltote-albidula,specimen,44.461,-121.64,OR,Jefferson,Camp Sherman,3000,1975,7,2,"S. Jewett, Jr.",OSAC,,US:41031,38461
protodeltote-albidula,specimen,44.217,-122.233,OR,Lane,H. J. Andrews Exp. For.,1500,1995,6,28,D. N. Ross,OSAC,,US:41039,38462
protodeltote-albidula,specimen,44.217,-122.233,OR,Lane,H. J. Andrews Exp. For.,1500,1995,7,4,D. N. Ross,OSAC,,US:41039,38463
protodeltote-albidula,specimen,44.217,-122.233,OR,Lane,H. J. Andrews Exp. For.,1500,1995,7,12,D. N. Ross,OSAC,,US:41039,38464
protodeltote-albidula,specimen,44.217,-122.233,OR,Lane,H. J. Andrews Exp. For.,1500,1996,7,9,D. N. Ross,OSAC,,US:41039,38465
protodeltote-albidula,specimen,45.253,-122.902,OR,Marion,Champoeg SP,102,2000,6,29,S. S. Schooler,OSAC,,US:41047,38466
protodeltote-albidula,specimen,44.771,-122.564,OR,Marion,"Mill City, 5mW",650,1962,6,30,C. W. Nelson,OSAC,,US:41047,38467
caradrina-montana,specimen,45.986,-120.673,WA,Klickitat,Brooks Mem. SP,3880,2014,10,6,J. & S. Shepard,JHS,,US:53039,38468
protodeltote-albidula,specimen,44.771,-122.564,OR,Marion,"Mill City, 5mW",650,1963,6,15,,OSAC,,US:41047,38469
protodeltote-albidula,specimen,44.771,-122.564,OR,Marion,"Mill City, 5mW",650,1964,7,4,C. W. Nelson,OSAC,,US:41047,38470
protodeltote-albidula,specimen,44.857,-122.621,OR,Marion,Silver Falls SP,2000,1957,6,22,"S. Jewett, Jr.",OSAC,,US:41047,38471
protodeltote-albidula,specimen,45.524,-122.675,OR,Multnomah,Portland,50,1931,,,J. E. Davis,OSAC,,US:41051,38472
protodeltote-albidula,specimen,45.633,-122.762,OR,Multnomah,Ramsey L.,13,2000,6,30,S. S. Schooler,OSAC,,US:41051,38473
protodeltote-albidula,specimen,45.117,-117.7,OR,Union,OSU Hall Cr. Ranch,3800,1997,6,8,,OSAC,,US:41061,38474
protodeltote-albidula,specimen,45.469,-122.789,OR,Washington,Fanno Cr. Park,183,2000,6,29,S. S. Schooler,OSAC,,US:41067,38475
protodeltote-albidula,specimen,45.469,-122.789,OR,Washington,Fanno Cr. Park,183,2000,7,1,S. S. Schooler,OSAC,,US:41067,38476
protodeltote-albidula,specimen,45.505,-122.99,OR,Washington,Jackson Bottom,131,2000,6,30,S. S. Schooler,OSAC,,US:41067,38477
protodeltote-albidula,specimen,47.482,-122.217,WA,King,Renton,39,1949,5,24,J. Muller,OSAC,,US:53033,38478
protodeltote-albidula,specimen,47.606,-122.331,WA,King,Seattle,50,1949,6,2,,OSAC,,US:53033,38479
ponometia-semiflava,specimen,45.61,-116.832,OR,Wallowa,"Cow Cr., Lower Imnaha Cyn.",1200,1996,6,21,D. N. Ross,OSAC,,US:41063,38480
ponometia-candefacta,specimen,45.61,-116.832,OR,Wallowa,"Cow Cr., Lower Imnaha Cyn.",1200,1996,6,21,D. N. Ross,OSAC,,US:41063,38481
ponometia-tortricina,specimen,43.967,-120.465,OR,Crook,"Brothers, N",4639,2007,7,12,Erica Ersch,OSAC,,US:41013,38482
ponometia-tortricina,specimen,43.877,-116.995,OR,Malheur,Nyssa,2178,1964,8,13,Kenneth Goeden,OSAC,,US:41045,38483
ponometia-tortricina,specimen,44.027,-116.963,OR,Malheur,Ontario,2152,1964,8,13,K. J. Goeden,OSAC,,US:41045,38484
ponometia-elegantula,specimen,42.264,-118.674,OR,Harney,Fields,4243,1973,5,31,"S. Jewett, Jr.",OSAC,,US:41025,38485
ponometia-elegantula,specimen,42.421,-118.411,OR,Harney,T36S R35E s.8 ,4000,1979,7,23,Smith/Cobb,OSAC,,US:41025,38486
ponometia-elegantula,specimen,42.033,-118.283,OR,Harney,T41S R35E s.22,7676,1979,7,15,Smith/Cobb,OSAC,,US:41025,38487
ponometia-elegantula,specimen,42.189,-120.346,OR,Lake,Lakeview,4792,1961,8,3,Kenneth Goeden,OSAC,,US:41037,38488
ponometia-elegantula,specimen,43.877,-116.995,OR,Malheur,Nyssa,2178,1964,8,13,Kenneth Goeden,OSAC,,US:41045,38489
ponometia-elegantula,specimen,45.61,-116.832,OR,Wallowa,"Cow Cr., Lower Imnaha Cyn.",1200,1996,6,21,D. N. Ross,OSAC,,US:41063,38490
ponometia-elegantula,specimen,48.854,-119.946,WA,Okanogan,Long Swamp,5443,1963,8,11,Wm. Nelson,OSAC,,US:53047,38491
ponometia-sutrix,specimen,42.61,-118.383,OR,Harney,T34S R35E s.10NE,4000,1979,6,21,Lightfoot/Cobb,OSAC,,US:41025,38492
ponometia-sutrix,specimen,42.61,-118.383,OR,Harney,T34S R35E s.10NE,4000,1979,7,10,Smith/Cobb,OSAC,,US:41025,38493
ponometia-sutrix,specimen,42.61,-118.383,OR,Harney,T34S R35E s.10NE,4000,1979,8,27,Smith/Cobb,OSAC,,US:41025,38494
ponometia-sutrix,specimen,42.421,-118.411,OR,Harney,T36S R35E s.8 ,4000,1979,6,26,Smith/Cobb,OSAC,,US:41025,38495
ponometia-sutrix,specimen,42.421,-118.411,OR,Harney,T36S R35E s.8 ,4000,1979,6,27,Smith/Cobb,OSAC,,US:41025,38496
ponometia-sutrix,specimen,42.421,-118.411,OR,Harney,T36S R35E s.8 ,4000,1979,7,2,Smith/Cobb,OSAC,,US:41025,38497
ponometia-sutrix,specimen,42.421,-118.411,OR,Harney,T36S R35E s.8 ,4000,1979,7,23,Smith/Cobb,OSAC,,US:41025,38498
ponometia-sutrix,specimen,42.421,-118.411,OR,Harney,T36S R35E s.8 ,4000,1979,8,7,Neil Cobb,OSAC,,US:41025,38499
ponometia-sutrix,specimen,42.421,-118.411,OR,Harney,T36S R35E s.8 ,4000,1979,8,24,Smith/Cobb,OSAC,,US:41025,38500
ponometia-sutrix,specimen,42.033,-118.283,OR,Harney,T41S R35E s.22,7676,1979,8,22,Smith/Cobb,OSAC,,US:41025,38501
tarache-knowltoni,specimen,44.588,-123.428,OR,Benton,Wren,499,1937,5,23,"S. Jewett, Jr.",OSAC,,US:41003,38502
tarache-knowltoni,specimen,44.357,-120.196,OR,Crook,Big Summit Prairie,4580,1961,5,27,"S. Jewett, Jr.",OSAC,,US:41013,38503
tarache-knowltoni,specimen,44.334,-120.577,OR,Crook,Marks Cr.,3382,1963,7,27,"S. Jewett, Jr.",OSAC,,US:41013,38504
tarache-knowltoni,specimen,43.697,-119.022,OR,Harney,"Devine Cyn., 10mN Burns",5300,1964,6,14,,OSAC,,US:41025,38505
tarache-knowltoni,specimen,43.766,-118.97,OR,Harney,Devine Cyn.; rd to Thimer Cr.,5400,1964,6,8,C. R. Croww,OSAC,,US:41025,38506
tarache-flavipennis,specimen,42.081,-122.717,OR,Jackson,Mt. Ashland,6000,1978,7,13,"S. Jewett, Jr.",OSAC,,US:41029,38507
tarache-knowltoni,specimen,44.461,-121.64,OR,Jefferson,Camp Sherman,3000,1973,7,5,"S. Jewett, Jr.",OSAC,,US:41031,38508
tarache-knowltoni,specimen,44.461,-121.64,OR,Jefferson,Camp Sherman,3000,1974,6,14,"S. Jewett, Jr.",OSAC,,US:41031,38509
tarache-knowltoni,specimen,44.461,-121.64,OR,Jefferson,Camp Sherman,3000,1975,7,11,"S. Jewett, Jr.",OSAC,,US:41031,38510
tarache-knowltoni,specimen,44.461,-121.64,OR,Jefferson,Camp Sherman,3000,1975,7,12,"S. Jewett, Jr.",OSAC,,US:41031,38511
tarache-flavipennis,specimen,42.352,-123.403,OR,Josephine,Jackson CG,988,1973,5,12,"S. Jewett, Jr.",OSAC,,US:41033,38512
tarache-flavipennis,specimen,42.172,-121.631,OR,Klamath,Olene,4160,1937,7,7,Bolinger/Jewett,OSAC,,US:41035,38513
tarache-flavipennis,specimen,42.058,-120.174,OR,Lake,Deep Cr.,4475,1973,7,8,"S. Jewett, Jr.",OSAC,,US:41037,38514
tarache-knowltoni,specimen,45.267,-118.567,OR,Union,Meadow Cr.,4383,1992,6,8,USFS,OSAC,Starkey Exp. For. 1A,US:41061,38515
tarache-knowltoni,specimen,45.488,-117.429,OR,Wallowa,Lostine,3363,1972,6,2,K. J. Goeden,OSAC,,US:41063,38516
tarache-knowltoni,specimen,44.414,-120.497,OR,Crook,Little Hay Cr.; nr. Prinville,4042,1982,7,16,,OSAC,,US:41013,38517
tarache-knowltoni,specimen,44.414,-120.497,OR,Crook,Little Hay Cr.; nr. Prinville,4042,1983,5,26,,OSAC,,US:41013,38518
tarache-knowltoni,specimen,44.414,-120.497,OR,Crook,Little Hay Cr.; nr. Prinville,4042,1983,7,5,,OSAC,,US:41013,38519
tarache-toddi,specimen,44.582,-117.465,OR,Baker,Durkee,2650,1967,7,13,Kenneth Goeden,OSAC,,US:41001,38520
tarache-toddi,specimen,42.033,-118.283,OR,Harney,T41S R35E s.22,7676,1979,7,15,Smith/Cobb,OSAC,,US:41025,38521
tarache-arida,specimen,42.088,-118.558,OR,Harney,"Cottonwood Cr., Pueblo Mts.",4143,1960,5,28,"S. Jewett, Jr.",OSAC,,US:41025,38522
tarache-arida,specimen,42.088,-118.558,OR,Harney,"Cottonwood Cr., Pueblo Mts.",4143,1965,5,29,"S. Jewett, Jr.",OSAC,,US:41025,38523
tarache-arida,specimen,42.088,-118.558,OR,Harney,"Cottonwood Cr., Pueblo Mts.",4143,1976,5,27,"S. Jewett, Jr.",OSAC,,US:41025,38524
tarache-arida,specimen,42.264,-118.674,OR,Harney,Fields,4243,1973,5,31,"S. Jewett, Jr.",OSAC,,US:41025,38525
tarache-major,specimen,43.967,-120.465,OR,Crook,"Brothers, N",4639,2006,8,23,Erica Ersch,OSAC,,US:41013,38526
tarache-major,specimen,45.448,-116.666,OR,Wallowa,"Hat Point, nr.; Summit Ridge",6700,2006,7,22,D. N. Ross,OSAC,,US:41063,38527
panthea-gigantea,specimen,44.539,-118.588,OR,Grant,"Prairie City, 8mNE",5192,1964,8,14,Kenneth Goeden,OSAC,,US:41023,38528
panthea-gigantea,specimen,44.461,-121.64,OR,Jefferson,Camp Sherman,3000,1976,6,21,Victor McHenry,OSAC,,US:41031,38529
panthea-gigantea,specimen,44.461,-121.64,OR,Jefferson,Camp Sherman,3000,1976,7,23,Victor McHenry,OSAC,,US:41031,38530
panthea-gigantea,specimen,42.439,-123.328,OR,Josephine,Grants Pass,945,1968,9,10,Goeden/Simmons,OSAC,,US:41033,38531
panthea-gigantea,specimen,42.439,-123.328,OR,Josephine,Grants Pass,945,1969,8,,,OSAC,,US:41033,38532
panthea-gigantea,specimen,42.2,-123.263,OR,Josephine,Panther Gulch @ Applegate R.,1558,1996,4,21,,OSAC,,US:41033,38533
panthea-gigantea,specimen,42.2,-123.263,OR,Josephine,Panther Gulch @ Applegate R.,1558,1996,5,15,,OSAC,,US:41033,38534
panthea-gigantea,specimen,42.2,-123.263,OR,Josephine,Panther Gulch @ Applegate R.,1558,1996,6,8,,OSAC,,US:41033,38535
panthea-gigantea,specimen,45.117,-117.7,OR,Union,OSU Hall Cr. Ranch,3800,1997,6,8,,OSAC,,US:41061,38536
panthea-gigantea,specimen,45.117,-117.7,OR,Union,OSU Hall Cr. Ranch,3800,1997,9,1,,OSAC,,US:41061,38537
panthea-virginarius,specimen,44.775,-117.834,OR,Baker,Baker,3448,,,,V. M. Carolin,OSAC,"em. ex. Pinus ponderosa; WFIC; July 10, 1959",US:41001,38538
panthea-virginarius,specimen,44.775,-117.834,OR,Baker,Baker,3448,,,,V. M. Carolin,OSAC,"em. ex. Pinus ponderosa; WFIC; July 15, 1959",US:41001,38539
panthea-virginarius,specimen,44.775,-117.834,OR,Baker,Baker,3448,,,,V. M. Carolin,OSAC,"em. ex. Pinus ponderosa; WFIC; July 20, 1959",US:41001,38540
panthea-virginarius,specimen,45.15,-122.15,OR,Clackamas,Fish Cr.,1670,,,,,OSAC,"em. WFIC; August 2, 1967",US:41005,38541
panthea-virginarius,specimen,44.217,-122.233,OR,Lane,H. J. Andrews Exp. For.,1500,1977,7,16,D. Voegtlin,OSAC,,US:41039,38542
panthea-virginarius,specimen,44.217,-122.233,OR,Lane,H. J. Andrews Exp. For.,1500,1977,7,25,D. Voegtlin,OSAC,,US:41039,38543
panthea-virginarius,specimen,44.217,-122.233,OR,Lane,H. J. Andrews Exp. For.,1500,1994,6,9,D. N. Ross,OSAC,,US:41039,38544
panthea-virginarius,specimen,44.217,-122.233,OR,Lane,H. J. Andrews Exp. For.,1500,1994,6,19,D. N. Ross,OSAC,,US:41039,38545
panthea-virginarius,specimen,44.4,-123.583,OR,Linn,"Sweet Home, 12kmE",770,1981,,,J. K. McPike,OSAC,WFIC,US:41043,38546
panthea-virginarius,specimen,45.395,-118.724,OR,Umatilla,Pearson Cr.,2507,1992,6,3,USFS,OSAC,Starkey Exp. For. 3B,US:41059,38547
panthea-virginarius,specimen,45.267,-118.567,OR,Union,Meadow Cr.,4383,1992,6,3,USFS,OSAC,Starkey Exp. For. 1A,US:41061,38548
panthea-virginarius,specimen,45.267,-118.567,OR,Union,Meadow Cr.,4383,1992,6,4,USFS,OSAC,Starkey Exp. For. 1B,US:41061,38549
panthea-virginarius,specimen,44.504,-123.551,OR,Benton,"Beaver Flat, nr. Mary's Pk.",3975,1995,5,31,,OSAC,,US:41003,38550
panthea-virginarius,specimen,44.593,-123.404,OR,Benton,Blakesley Cr.,984,2000,4,27,A. V. Z. Brower,OSAC,,US:41003,38551
panthea-virginarius,specimen,44.593,-123.404,OR,Benton,Blakesley Cr.,984,2000,5,12,A. V. Z. Brower,OSAC,,US:41003,38552
panthea-virginarius,specimen,44.593,-123.404,OR,Benton,Blakesley Cr.,984,2000,5,18,A. V. Z. Brower,OSAC,,US:41003,38553
panthea-virginarius,specimen,44.593,-123.404,OR,Benton,Blakesley Cr.,984,2001,5,11,A. V. Z. Brower,OSAC,,US:41003,38554
panthea-virginarius,specimen,44.593,-123.404,OR,Benton,Blakesley Cr.,984,2001,5,25,A. V. Z. Brower,OSAC,,US:41003,38555
