species_slug,record_type,latitude,longitude,state,county,locality,elevation_ft,year,month,day,collector,collection,notes,district_id,record_id
feltia-jaculifera,specimen,47.499,-119.917,WA,Douglas,Douglas Cr.,1600,2000,8,31,D. A. Rolfs,JHS,,US:53017,193
protogygia-enalaga,specimen,46.378,-120.308,WA,Yakima,Toppenish,760,1963,5,23,R. E. Miller,JHS,,US:53077,194
feltia-jaculifera,specimen,48.482,-118.728,WA,Ferry,13 Mile Trailhead,2090,2014,9,4,J. & S. Shepard,JHS,,US:53019,195
protogygia-lagena,specimen,42.033,-118.283,OR,Harney,Trout Cr.,4100,1992,6,2,J. & S. Shepard,JHS,,US:41025,196
feltia-herilis,specimen,49.317,-123.066,BC,Greater Vancouver,North Vancouver,,,,,,RBCM,,CA:5915,197
feltia-herilis,specimen,48.655,-123.556,BC,Cowichan Valley,Shawnigan Dist.,,,,,J. R. L. Jones,RBCM,,CA:5919,198
peridroma-saucia,specimen,49.317,-123.066,BC,Greater Vancouver,North Vancouver,,,,,,RBCM,,CA:5915,199
feltia-herilis,specimen,48.816,-123.613,BC,Cowichan Valley,Maple Bay,,,,,,RBCM,,CA:5919,200
actebia-fennica,specimen,49.317,-123.066,BC,Greater Vancouver,North Vancouver,,,,,,RBCM,,CA:5915,201
feltia-herilis,specimen,48.8,-123.667,BC,Cowichan Valley,Quamichan L.,,,,,A. W. Hanham,RBCM,,CA:5919,202
peridroma-saucia,specimen,48.8,-123.667,BC,Cowichan Valley,Quamichan L.,,,,,A. W. Hanham,RBCM,,CA:5919,203
feltia-herilis,specimen,49.117,-116.163,BC,Central Kootenay,Goatfell,2600,1993,8,21,D. W. Knight,JHS,,CA:5903,204
protogygia-album,specimen,47.499,-119.917,WA,Douglas,Douglas Cr.,1600,2000,7,27,J. & S. Shepard,JHS,,US:53017,205
feltia-herilis,specimen,49.117,-116.163,BC,Central Kootenay,Goatfell,2600,1993,8,18,D. W. Knight,JHS,,CA:5903,206
protogygia-milleri,specimen,44.15,-121.33,OR,Deschutes,"Tumalo-Bend, nr.",3182,1996,6,6,,JHS,,US:41017,207
feltia-herilis,specimen,49.233,-122.85,BC,Greater Vancouver,Fraser Mills,,,,,,RBCM,,CA:5915,208
dichagyris-variabilis,specimen,48.6,-123.416,BC,Capital,Saanichton,,,,,,RBCM,,CA:5917,209
feltia-herilis,specimen,49.775,-115.733,BC,East Kootenay,Wasa L. PP,2700,1997,7,12,D. W. Knight,WASA,50 46 30; Shepard notes,CA:5901,210
peridroma-saucia,specimen,48.655,-123.556,BC,Cowichan Valley,Shawnigan Dist.,,,,,J. R. L. Jones,RBCM,,CA:5919,211
protogygia-postera,specimen,42.599,-114.759,ID,Twin Falls,Buhl,3500,1955,8,18,R. E. Miller,JHS,,US:16083,212
feltia-jaculifera,specimen,46.731,-117.179,WA,Whitman,Pullman,2400,,,,,AMNH,"holotype of edentata Smith, 1902; Shepard notes",US:53075,213
peridroma-saucia,specimen,48.501,-123.393,BC,Capital,Royal Oak,,,,,G. A. Hardy,RBCM,,CA:5917,214
feltia-herilis,specimen,49.917,-116.916,BC,Central Kootenay,Kaslo,,1903,8,6,H. G. Dyar,USNM,"Dyar, 1904; Shepard notes",CA:5903,215
dichagyris-variabilis,specimen,48.501,-123.393,BC,Capital,Royal Oak,,,,,G. A. Hardy,RBCM,,CA:5917,216
feltia-herilis,specimen,49.917,-116.916,BC,Central Kootenay,Kaslo,,1903,8,17,H. G. Dyar,USNM,"Dyar, 1904; Shepard notes",CA:5903,217
peridroma-saucia,specimen,48.431,-123.378,BC,Capital,Victoria,,,,,,RBCM,,CA:5917,218
feltia-herilis,specimen,49.917,-116.916,BC,Central Kootenay,Kaslo,,1903,8,18,H. G. Dyar,USNM,"Dyar, 1904; Shepard notes",CA:5903,219
dichagyris-variabilis,specimen,48.431,-123.378,BC,Capital,Victoria,,,,,,RBCM,,CA:5917,220
feltia-herilis,specimen,49.5,-117.283,BC,Central Kootenay,Nelson,1774,1966,7,18,J. Shepard,JHS,,CA:5903,221
peridroma-saucia,specimen,51.649,-120.033,BC,Thompson-Nicola,Clearwater,,,,,Hettie Miller,RBCM,,CA:5933,222
feltia-herilis,specimen,49.333,-117.682,BC,Central Kootenay,Robson,1410,1903,8,20,,USNM,"Dyar, 1904; Shepard notes",CA:5903,223
actebia-fennica,specimen,48.783,-123.7,BC,Cowichan Valley,Duncan,,,,,,RBCM,,CA:5919,224
feltia-herilis,specimen,49.233,-122.883,BC,Greater Vancouver,Maillardville,,,,,,RBCM,,CA:5915,225
actebia-fennica,specimen,51.583,-119.716,BC,Thompson-Nicola,Vavenby,,,,,,RBCM,,CA:5933,226
dichagyris-variabilis,specimen,48.8,-123.667,BC,Cowichan Valley,Quamichan L.,,,,,A. W. Hanham,RBCM,,CA:5919,227
feltia-herilis,specimen,50.125,-115.533,BC,East Kootenay,Alces L.,,1990,7,23,J. & S. Shepard,JHS,,CA:5901,228
feltia-herilis,specimen,48.783,-123.7,BC,Cowichan Valley,Duncan,,,,,,RBCM,,CA:5919,229
feltia-herilis,specimen,49.917,-116.916,BC,Central Kootenay,Kaslo,,1903,7,30,H. G. Dyar,USNM,"Dyar, 1904; Shepard notes",CA:5903,230
peridroma-saucia,specimen,48.467,-123.55,BC,Capital,Goldstream,,,,,,RBCM,,CA:5917,231
feltia-herilis,specimen,49.533,-117.417,BC,Central Kootenay,Sproule Cr.,2400,1987,8,4,J. Shepard,JHS,,CA:5903,232
peridroma-saucia,specimen,49.283,-124.366,BC,Nanaimo,Errington,,,,,,RBCM,,CA:5921,233
feltia-herilis,specimen,49.533,-117.417,BC,Central Kootenay,Sproule Cr.,2400,1987,8,21,J. Shepard,JHS,,CA:5903,234
protogygia-lagena,specimen,46.378,-120.308,WA,Yakima,Toppenish,760,1963,5,23,R. E. Miller,JHS,,US:53077,235
peridroma-saucia,specimen,49.331,-123.163,BC,Greater Vancouver,West Vancouver,,,,,,RBCM,,CA:5915,236
feltia-herilis,specimen,49.217,-122.6,BC,Greater Vancouver,Haney,,,,,,RBCM,,CA:5915,237
copablepharon-viridisparsa,specimen,45.32,-121.705,OR,Clackamas,Alpine CG,5367,1988,7,23,J. & S. Shepard,JHS,,US:41005,238
copablepharon-atrinotum,specimen,43,-120,OR,Lake,Alkali L.,3900,1998,8,1,J. Troubridge,UA,,US:41037,239
peridroma-saucia,specimen,48.472,-123.346,BC,Capital,Braefoot,,,,,G. A. Hardy,RBCM,,CA:5917,240
feltia-herilis,specimen,49.917,-116.916,BC,Central Kootenay,Kaslo,,1903,7,14,H. G. Dyar,USNM,"Dyar, 1904; Shepard notes",CA:5903,241
actebia-fennica,specimen,48.472,-123.346,BC,Capital,Braefoot,,,,,G. A. Hardy,RBCM,,CA:5917,242
feltia-herilis,specimen,49.917,-116.916,BC,Central Kootenay,Kaslo,,1903,7,19,H. G. Dyar,USNM,"Dyar, 1904; Shepard notes",CA:5903,243
dichagyris-variabilis,specimen,48.472,-123.346,BC,Capital,Braefoot,,,,,G. A. Hardy,RBCM,,CA:5917,244
feltia-herilis,specimen,49.917,-116.916,BC,Central Kootenay,Kaslo,,1903,7,25,H. G. Dyar,USNM,"Dyar, 1904; Shepard notes",CA:5903,245
dichagyris-variabilis,specimen,48.486,-123.61,BC,Capital,Francis Park,,,,,,RBCM,,CA:5917,246
feltia-jaculifera,specimen,46.324,-117.971,WA,Columbia,Dayton,1620,1956,8,12,R. E. Miller,JHS,,US:53013,247
copablepharon-viridisparsa,specimen,44.732,-116.081,ID,Valley,Donnelly,4864,1968,8,11,R. E. Miller,JHS,,US:16085,248
feltia-jaculifera,specimen,46.324,-117.971,WA,Columbia,Dayton,1620,1956,8,6,R. E. Miller,JHS,,US:53013,249
copablepharon-viridisparsa,specimen,42.738,-118.643,OR,Harney,Fish L.,7400,1988,7,19,J. & S. Shepard,JHS,,US:41025,250
copablepharon-atrinotum,specimen,43,-120.017,OR,Lake,"Alkali L., dunes",4100,2001,5,24,J. Troubridge,UA,,US:41037,251
copablepharon-viridisparsa,specimen,47.564,-120.783,WA,Chelan,Bridge Cr. CG,2070,1990,7,29,J. & S. Shepard,JHS,,US:53007,252
feltia-herilis,specimen,49.117,-116.163,BC,Central Kootenay,Goatfell,2600,1992,8,15,D. W. Knight,JHS,,CA:5903,253
dichagyris-variabilis,specimen,48.484,-123.36,BC,Capital,Lost Lake,,,,,,RBCM,,CA:5917,254
protogygia-album,specimen,47.499,-119.917,WA,Douglas,Douglas Cr.,1600,2000,6,6,J. & S. Shepard,JHS,,US:53017,255
copablepharon-spiritum,specimen,49.033,-119.45,BC,Okanagan-Similkameen,"Osoyoos L., N end",,1988,9,3,C. S. Guppy,JHS,,CA:5907,256
copablepharon-spiritum,specimen,46.89,-119.95,WA,Grant,"Vantage, 2.7kmS",600,1991,9,16,Jon H. Shepard,JHS,,US:53025,257
copablepharon-mutans,specimen,46.89,-119.95,WA,Grant,"Vantage, 2.7kmS",600,1991,9,16,Jon H. Shepard,JHS,,US:53025,258
dichagyris-variabilis,specimen,46.731,-117.179,WA,Whitman,Pullman,2400,2004,9,13,J. & S. Shepard,JHS,,US:53075,259
dichagyris-variabilis,specimen,46.731,-117.179,WA,Whitman,Pullman,2400,2002,9,5,J. & S. Shepard,JHS,,US:53075,260
dichagyris-variabilis,specimen,46.731,-117.179,WA,Whitman,Pullman,2400,2001,9,9,J. & S. Shepard,JHS,,US:53075,261
dichagyris-variabilis,specimen,46.731,-117.179,WA,Whitman,Pullman,2400,2002,8,27,J. & S. Shepard,JHS,,US:53075,262
dichagyris-variabilis,specimen,45.899,-120.713,WA,Klickitat,"Hwy. 97, 1.8kmS Jenkins Cr. Rd.",2480,2014,9,3,J. & S. Shepard,JHS,,US:53039,263
feltia-jaculifera,specimen,49.2,-124.033,BC,Nanaimo,Wellington,,,,,,RBCM,,CA:5921,264
dichagyris-variabilis,specimen,48.612,-118.207,WA,Ferry,Trout Cr. Rd. #22,3285,2014,8,26,Loggers/Shepard,JHS,,US:53019,265
dichagyris-variabilis,specimen,48.61,-118.212,WA,Ferry,Trout Cr. Rd. #33,3155,2014,8,26,Loggers/Shepard,JHS,,US:53019,266
apantesis-behrii,specimen,42.258,-123.097,OR,Josephine,Panther Gulch near Applegate R,1995,1996,9,19,,OSAC,,US:41033,267
dichagyris-variabilis,specimen,47.499,-119.917,WA,Douglas,Douglas Cr.,1600,2000,8,31,D. A. Rolfs,JHS,,US:53017,268
feltia-jaculifera,specimen,49.775,-115.733,BC,East Kootenay,Wasa L. PP,2700,1997,8,12,D. W. Knight,JHS,,CA:5901,269
dichagyris-variabilis,specimen,49.533,-117.417,BC,Central Kootenay,Sproule Cr.,2400,2009,8,2,J. & S. Shepard,JHS,,CA:5903,270
feltia-jaculifera,specimen,49.783,-115.733,BC,East Kootenay,Wasa L. PP,2700,1997,8,12,D. W. Knight,WASA,50 47; Shepard notes,CA:5901,271
dichagyris-variabilis,specimen,49.533,-117.417,BC,Central Kootenay,Sproule Cr.,2400,2006,8,27,J. & S. Shepard,JHS,,CA:5903,272
feltia-jaculifera,specimen,49.783,-115.733,BC,East Kootenay,Wasa L. PP,2700,1997,8,12,D. W. Knight,JHS,,CA:5901,273
dichagyris-variabilis,specimen,49.533,-117.417,BC,Central Kootenay,Sproule Cr.,2400,1994,8,22,Jon Shepard,JHS,,CA:5903,274
dichagyris-variabilis,specimen,49.533,-117.417,BC,Central Kootenay,Sproule Cr.,2400,1987,8,23,J. Shepard,JHS,,CA:5903,275
dichagyris-variabilis,specimen,49.533,-117.417,BC,Central Kootenay,Sproule Cr.,2400,1987,8,13,J. Shepard,JHS,,CA:5903,276
dichagyris-variabilis,specimen,49.5,-117.283,BC,Central Kootenay,Nelson,1774,1966,8,25,J. Shepard,JHS,,CA:5903,277
dichagyris-variabilis,specimen,50.5,-119.833,BC,Thompson-Nicola,Monte L. ,,1989,8,7,J. Shepard,JHS,,CA:5933,278
dichagyris-variabilis,specimen,49.1,-116.45,BC,Central Kootenay,Erickson,2650,1986,8,30,D. W. Knight,JHS,,CA:5903,279
dichagyris-variabilis,specimen,49.1,-116.45,BC,Central Kootenay,Erickson,2650,1980,8,25,D. W. Knight,JHS,,CA:5903,280
dichagyris-variabilis,specimen,49.1,-116.45,BC,Central Kootenay,Erickson,2650,1984,8,12,D. W. Knight,JHS,,CA:5903,281
dichagyris-variabilis,specimen,49.1,-116.45,BC,Central Kootenay,Erickson,2650,1980,8,15,D. W. Knight,JHS,,CA:5903,282
dichagyris-variabilis,specimen,49.5,-115.766,BC,East Kootenay,Cranbrook,,1991,8,31,L. Janz,JHS,,CA:5901,283
dichagyris-variabilis,specimen,51.927,-122.337,BC,Cariboo,Doc English Gulch,,1996,8,13,A. I. Fischer,JHS,,CA:5941,284
dichagyris-variabilis,specimen,51.927,-122.337,BC,Cariboo,Doc English Gulch,,1996,8,17,A. I. Fischer,JHS,,CA:5941,285
feltia-jaculifera,specimen,49.1,-116.45,BC,Central Kootenay,Erickson,2650,1980,8,24,D. W. Knight,JHS,,CA:5903,286
actebia-balanitis,specimen,47.073,-121.078,WA,Kittitas,Quartz Mtn.,6232,1998,7,20,K. Romain,JHS,,US:53037,287
feltia-jaculifera,specimen,49.1,-116.45,BC,Central Kootenay,Erickson,2650,1981,8,15,D. W. Knight,JHS,,CA:5903,288
actebia-balanitis,specimen,42.776,-114.703,ID,Gooding,Wendell,3435,1963,7,8,R. E. Miller,JHS,,US:16047,289
actebia-balanitis,specimen,42.776,-114.703,ID,Gooding,Wendell,3435,1962,7,12,R. E. Miller,JHS,,US:16047,290
actebia-balanitis,specimen,42.776,-114.703,ID,Gooding,Wendell,3435,1962,6,20,R. E. Miller,JHS,,US:16047,291
actebia-balanitis,specimen,49.159,-114.225,BC,East Kootenay,Sage Cr. headwaters,5100,1990,7,20,J. & S. Shepard,JHS,,CA:5901,292
actebia-balanitis,specimen,49.1,-116.45,BC,Central Kootenay,Erickson,2650,1986,7,28,D. W. Knight,JHS,,CA:5903,293
actebia-balanitis,specimen,49.533,-117.417,BC,Central Kootenay,Sproule Cr.,2400,1998,8,29,J. & S. Shepard,JHS,,CA:5903,294
actebia-balanitis,specimen,49.1,-116.45,BC,Central Kootenay,Erickson,2650,1986,8,11,D. W. Knight,JHS,,CA:5903,295
actebia-balanitis,specimen,51.05,-114.083,AB,,Calgary,,1973,6,23,E. McMackin,JHS,,,296
actebia-balanitis,specimen,51.05,-114.083,AB,,Calgary,,1972,7,9,E. McMackin,JHS,,,297
anicla-exuberans,specimen,49.783,-115.733,BC,East Kootenay,Wasa L. PP,2700,1997,8,12,D. W. Knight,JHS,50 47; ,CA:5901,298
anicla-exuberans,specimen,49.775,-115.733,BC,East Kootenay,Wasa L. PP,2700,1997,6,29,D. W. Knight,JHS,50 46 30; ,CA:5901,299
feltia-mollis,specimen,50.533,-121.717,BC,,Kirby Flats Rd.,,2000,7,18,J. Troubridge,CNC,Mona fasc.; Shepard notes,CA:5933,300
anicla-exuberans,specimen,49.775,-115.733,BC,East Kootenay,Wasa L. PP,2700,1997,7,12,D. W. Knight,JHS,50 46 30; ,CA:5901,301
feltia-nigrita,specimen,51.167,-115.566,AB,,Banff,,,,,,AMNH,"holotype of acarnea Smith, 1905; Shepard notes",,302
anicla-exuberans,specimen,49.167,-120.2,BC,Okanagan-Similkameen,"Ashnola R., 5mi. above mouth",,1990,7,9,J. & S. Shepard,JHS,,CA:5907,303
striacosta-albicosta,specimen,42.563,-114.46,ID,Twin Falls,Twin Falls,3700,1953,7,31,J. R. Douglas,JHS,,US:16083,304
feltia-jaculifera,specimen,48.472,-123.346,BC,Capital,Braefoot,,,,,G. A. Hardy,RBCM,,CA:5917,305
striacosta-albicosta,specimen,42.599,-114.759,ID,Twin Falls,Buhl,3500,1960,7,26,R. E. Miller,JHS,,US:16083,306
peridroma-saucia,specimen,48.824,-122.541,WA,Whatcom,Bellingham,75,2015,10,10,J. & S. Shepard,JHS,,US:53073,307
peridroma-saucia,specimen,47.381,-122.235,WA,King,Kent,43,1985,5,18,Jon Shepard,JHS,,US:53033,308
peridroma-saucia,specimen,45.899,-120.713,WA,Klickitat,"Hwy. 97, 1.8kmS Jenkins Cr. Rd.",2480,2014,9,3,J. & S. Shepard,JHS,,US:53039,309
peridroma-saucia,specimen,46.324,-117.971,WA,Columbia,Dayton,1620,1960,5,20,R. E. Miller,JHS,,US:53013,310
peridroma-saucia,specimen,46.324,-117.971,WA,Columbia,Dayton,1620,1956,7,15,R. E. Miller,JHS,,US:53013,311
peridroma-saucia,specimen,46.324,-117.971,WA,Columbia,Dayton,1620,1956,6,19,R. E. Miller,JHS,,US:53013,312
peridroma-saucia,specimen,46.324,-117.971,WA,Columbia,Dayton,1620,1956,8,13,R. E. Miller,JHS,,US:53013,313
peridroma-saucia,specimen,45.6,-122.057,OR,Multnomah,Ainsworth SP,323,2015,6,18,J. & S. Shepard,JHS,,US:41051,314
peridroma-saucia,specimen,42.113,-124.189,OR,Curry,Loeb SP,65,1992,5,19,J. & S. Shepard,JHS,,US:41015,315
peridroma-saucia,specimen,42.836,-124.542,OR,Curry,Cape Blanco SP,200,1992,5,18,J. & S. Shepard,JHS,,US:41015,316
peridroma-saucia,specimen,46.099,-123.939,OR,Coos,Sunset Beach SP,23,1992,5,17,J. & S. Shepard,JHS,,US:41011,317
peridroma-saucia,specimen,42.599,-114.759,ID,Twin Falls,Buhl,3500,1961,6,29,R. E. Miller,JHS,,US:16083,318
peridroma-saucia,specimen,43.666,-124.183,OR,Douglas,Oregon Dunes NRA,,2000,6,27,J. & S. Shepard,JHS,,US:41019,319
peridroma-saucia,specimen,46.733,-116.999,ID,Latah,Moscow,2560,2004,8,7,Matt McAdoo,JHS,,US:16057,320
peridroma-saucia,specimen,42.776,-114.703,ID,Gooding,Wendell,3435,1962,7,28,R. E. Miller,JHS,,US:16047,321
peridroma-saucia,specimen,49.917,-116.916,BC,Central Kootenay,Kaslo,,1903,6,11,H. G. Dyar,USNM,"Dyar, 1904; Shepard notes",CA:5903,322
peridroma-saucia,specimen,49.317,-123.066,BC,Greater Vancouver,North Vancouver,,1969,9,12,C. S. Guppy,JHS,,CA:5915,323
peridroma-saucia,specimen,49.1,-116.45,BC,Central Kootenay,Erickson,2650,1986,6,20,D. W. Knight,JHS,,CA:5903,324
actebia-fennica,specimen,50.7,-119.217,BC,Columbia-Shuswap,South Canoe,,,8,28,W. R. Buckell,UBC,"Buckell, 1947; Shepard notes",CA:5939,325
peridroma-saucia,specimen,49.1,-116.45,BC,Central Kootenay,Erickson,2650,1986,5,28,D. W. Knight,JHS,,CA:5903,326
peridroma-saucia,specimen,49.1,-116.45,BC,Central Kootenay,Erickson,2650,1986,5,3,D. W. Knight,JHS,,CA:5903,327
mniotype-ducta,specimen,47.074,-121.081,WA,Kittitas,Quartz Mtn,1900,2005,7,14,LG Crabo & C Coughlin,LGCC,,US:53037,328
mniotype-tenera,specimen,46.172,-117.534,WA,Garfield,FR 40 at Sunset Point,5750,2005,7,11,LG Crabo & C Coughlin,LGCC,,US:53023,329
peridroma-saucia,specimen,49.1,-116.45,BC,Central Kootenay,Erickson,2650,1984,9,22,D. W. Knight,JHS,,CA:5903,330
dichagyris-variabilis,specimen,49.333,-117.682,BC,Central Kootenay,Robson,1410,,10,,H. R. Foxlee,UBC,"Foxlee, 1945; det. McDunnough",CA:5903,331
protogygia-album,specimen,47.499,-119.917,WA,Douglas,Douglas Cr.,1600,2000,6,27,D. A. Rolfs,DAR,,US:53017,332
peridroma-saucia,specimen,49.5,-117.283,BC,Central Kootenay,Nelson,1774,,,,Harry Cane,UBC,"Foxlee, 1945; Shepard notes",CA:5903,333
dichagyris-variabilis,specimen,47.499,-119.917,WA,Douglas,Douglas Cr.,1600,2000,8,31,D. A. Rolfs,DAR,Shepard notes; ,US:53017,334
copablepharon-viridisparsa,specimen,47.073,-121.078,WA,Kittitas,Quartz Mtn.,6232,1998,7,20,K. Romain,DAR,from report; det. Lars Carbo,US:53037,335
copablepharon-spiritum,specimen,44.027,-116.963,OR,Malheur,Ontario,2152,1998,9,27,J. Troubridge,UA,,US:41045,336
actebia-balanitis,specimen,47.073,-121.078,WA,Kittitas,Quartz Mtn.,6232,1998,7,28,K. Romain,DAR,from report; det. L. G. Crabo,US:53037,337
copablepharon-spiritum,specimen,43.767,-117.733,OR,Malheur,"Namorf, Mahheur R.",2700,1998,9,13,J. Troubridge,UA,,US:41045,338
peridroma-saucia,specimen,47.073,-121.078,WA,Kittitas,Quartz Mtn.,6232,1998,7,28,K. Romain,DAR,from report; det. L. G. Crabo,US:53037,339
copablepharon-spiritum,specimen,43.767,-117.733,OR,Malheur,"Namorf, Mahheur R.",2700,1998,9,6,J. Troubridge,UA,,US:41045,340
copablepharon-atrinotum,specimen,43,-120.017,OR,Lake,"Alkali L., dunes",4100,2001,7,19,Lafontaine/Troubridge/Crabo,CNC,paratypes; Shepard notes,US:41037,341
protogygia-milleri,specimen,42.081,-122.717,OR,Jackson,Mt. Ashland,6400,1998,8,2,J. Troubridge,CNC,MONA fasc.; Shepard notes,US:41029,342
protogygia-arena,specimen,43,-120.017,OR,Lake,Alkali L.,3900,2002,6,2,Troubridge/Crabo,CNC,"holotype, paratypes; Shepard notes",US:41037,343
protogygia-postera,specimen,46.065,-118.352,WA,Walla Walla,Walla Walla,941,1959,7,12,W. C. Cook,CNC,MONA fasc.; Shepard notes,US:53071,344
protogygia-postera,specimen,43,-120,OR,Lake,Alkali L.,3900,1998,8,1,J. Troubridge,CNC,"holotype, paratypes; Shepard notes",US:41037,345
peridroma-saucia,specimen,50.267,-119.266,BC,North Okanagan,Vernon,,,,,,RBCM,,CA:5937,346
protogygia-arena,specimen,43,-120.017,OR,Lake,Alkali L.,3900,2001,5,20,J. Troubridge,UA,,US:41037,347
protogygia-lagena,specimen,46.9,-119.933,WA,Grant,Vantage,,1998,5,16,J. Troubridge,CNC,MONA fasc.; Shepard notes,US:53025,348
copablepharon-viridisparsa,specimen,47.995,-120.401,WA,Chelan,Junior Point CG,6900,1997,8,6,J. Troubridge,CNC,Mona fasc.; Shepard notes,US:53007,349
dichagyris-variabilis,specimen,49.331,-123.163,BC,Greater Vancouver,West Vancouver,,,,,,RBCM,,CA:5915,350
protogygia-lagena,specimen,46.89,-119.95,WA,Grant,"Vantage, 5kmSE",,1994,6,2,Troubridge/Crabo,CNC,MONA fasc.; Shepard notes,US:53025,351
copablepharon-viridisparsa,specimen,48.033,-119.667,WA,Okanogan,"Bridgeport, 1mNE",,1996,6,15,J. Troubridge,CNC,Mona fasc.; Shepard notes,US:53047,352
copablepharon-viridisparsa,specimen,49.694,-112.842,AB,,Lethbridge,,1921,8,9,W. Carter,CNC,lectotype; Shepard notes,,353
copablepharon-viridisparsa,specimen,51.05,-114.083,AB,,Calgary,,,,,F. H. W. Dod,CNC,syntype; Shepard notes,,354
copablepharon-viridisparsa,specimen,49.694,-112.842,AB,,Lethbridge,,1915,7,20,E. H. Strickland,CNC,lectotype; Shepard notes,,355
copablepharon-atrinotum,specimen,43,-120.017,OR,Lake,"Alkali L., dunes",4100,2001,5,20,J. Troubridge,CNC,"holotype, paratype; Shepard notes",US:41037,356
copablepharon-fuscum,specimen,48.38,-122.66,WA,Island,Deception Pass SP,20,1995,7,29,Troubridge/Crabo,CNC,holotype; Shepard notes,US:53029,357
copablepharon-absidum,specimen,46.383,-119.067,WA,Franklin,"Pasco, 12mN",600,1959,10,9,W. C. Cook,CNC,Mona fasc.; Shepard notes,US:53021,358
copablepharon-absidum,specimen,46.986,-119.472,WA,Grant,Potholes,1142,1999,8,14,J. Troubridge,CNC,Mona fasc.; Shepard notes,US:53025,359
copablepharon-absidum,specimen,46.086,-118.904,WA,Walla Walla,Wallula,400,1949,5,7,W. C. Cook,CNC,Mona fasc.; Shepard notes,US:53071,360
copablepharon-absidum,specimen,46.086,-118.904,WA,Walla Walla,Wallula,400,1949,5,23,W. C. Cook,CNC,Mona fasc.; Shepard notes,US:53071,361
copablepharon-spiritum,specimen,43,-120,OR,Lake,Alkali L.,3900,1998,8,1,,CNC,"holotype, paratypes; Shepard notes",US:41037,362
copablepharon-spiritum,specimen,45.917,-119.17,OR,Umatilla,"Umatilla, 9mE",500,1970,9,6,D. F. Hardwick,CNC,paratypes; Shepard notes,US:41059,363
copablepharon-mutans,specimen,46.523,-119.353,WA,Benton,"Columbia R., W sand dunes",,1997,9,3,Crabo/Zack,CNC,"holotype, paratypes; Shepard notes",US:53005,364
eucoptocnemis-canescens,specimen,43.049,-118.204,OR,Malheur,"Follyfarm, 5mSE",4250,1991,9,14,W. C. Cook,CNC,paratypes; Shepard notes,US:41045,365
eucoptocnemis-canescens,specimen,42.889,-118.899,OR,Harney,"Frenchglen, 5mN",4300,1961,9,13,D. F. Hardwick,CNC,paratypes; Shepard notes,US:41025,366
actebia-balanitis,specimen,51.817,-121.466,BC,Cariboo,Lac la Hache,,,,,,CNC,Shepard notes,CA:5941,367
actebia-balanitis,specimen,50.209,-114.458,AB,,Hailstone Butte,,1993,7,19,J. Troubridge,CNC,MONA fasc.; Shepard notes,,368
actebia-fennica,specimen,49.694,-112.842,AB,,Lethbridge,,,,,J. R. Byers,CNC,MONA fasc.; Shepard notes,,369
anicla-tepperi,specimen,49.1,-110.567,AB,,Lost R.,3000,1999,7,14,J. Troubridge,CNC,MONA fasc.; Shepard notes,,370
anicla-exuberans,specimen,50.533,-121.717,BC,Thompson-Nicola,Kirby Flats Rd.,,1998,6,12,J. Troubridge,CNC,MONA fasc.; Shepard notes,CA:5933,371
peridroma-saucia,specimen,47.146,-122.466,WA,Pierce,Clover Cr.,285,1992,4,30,R. L. Crawford,Burke,; ,US:53053,372
anicla-exuberans,specimen,50.58,-113.874,AB,,High River,,,,,,AMNH,"Holotype of bairdii Smith, 1908; Shepard notes",,373
actebia-balanitis,specimen,49.917,-116.916,BC,Central Kootenay,Kaslo,,,,,,?,"Jones, 1951; Shepard notes",CA:5903,374
copablepharon-viridisparsa,specimen,46.567,-121.2,WA,Yakima,Blue Slide LO,6870,1959,8,5,Jon H. Shepard,JHS,,US:53077,375
peridroma-saucia,specimen,46.664,-121.124,WA,Yakima,Rimrock L.,2926,1958,6,28,Jon H. Shepard,?,Miller manuscript; Shepard notes,US:53077,376
copablepharon-canariana,specimen,42.599,-114.759,ID,Twin Falls,Buhl,3500,1957,7,21,R. E. Miller,JHS,,US:16083,377
pseudanarta-sp,specimen,43.417,-113.517,ID,Butte,Craters of the Moon National Monument,5702,1967,7,1,DS Horning Jr,WFBM,Attracted by black light,US:16023,378
pyrrhia-cilisca,specimen,43.838,-123.239,OR,Lane,"Lorane, nr.",472,1995,6,8,,OSAC,site confirmed by Hammond & Miller,US:41039,379
dichagyris-variabilis,specimen,49.283,-124.116,BC,Nanaimo,"Nanoose, CDN",,1995,8,2,Jon H. Shepard,JHS,,CA:5921,380
actebia-balanitis,specimen,42.776,-114.703,ID,Gooding,Wendell,3435,1962,7,28,R. E. Miller,JHS,,US:16047,381
dichagyris-variabilis,specimen,49.1,-116.45,BC,Central Kootenay,Erickson,2650,1985,7,31,D. W. Knight,JHS,,CA:5903,382
striacosta-albicosta,specimen,42.599,-114.759,ID,Twin Falls,Buhl,3500,1969,7,7,R. E. Miller,JHS,,US:16083,383
actebia-balanitis,specimen,42.776,-114.703,ID,Gooding,Wendell,3435,1962,7,14,R. E. Miller,JHS,,US:16047,384
