row_index,species_slug,latitude,longitude,state,county,outcome,district_id,distance_km,notes
306,feltia-jaculifera,49.117,-116.163,BC,Central Kootenay,assigned-contained,CA:5903,,
307,feltia-jaculifera,49.1,-116.45,BC,Central Kootenay,assigned-contained,CA:5903,,
308,feltia-jaculifera,49.1,-116.45,BC,Central Kootenay,assigned-contained,CA:5903,,
309,feltia-jaculifera,49.1,-116.45,BC,Central Kootenay,assigned-contained,CA:5903,,
310,feltia-jaculifera,49.1,-116.45,BC,Central Kootenay,assigned-contained,CA:5903,,
311,actebia-balanitis,47.073,-121.078,WA,Kittitas,assigned-contained,US:53037,,
312,feltia-jaculifera,49.1,-116.45,BC,Central Kootenay,assigned-contained,CA:5903,,
313,actebia-balanitis,42.776,-114.703,ID,Gooding,assigned-contained,US:16047,,
314,actebia-balanitis,42.776,-114.703,ID,Gooding,assigned-contained,US:16047,,
315,actebia-balanitis,42.776,-114.703,ID,Gooding,assigned-contained,US:16047,,
316,actebia-balanitis,49.159,-114.225,BC,East Kootenay,assigned-contained,CA:5901,,
317,feltia-jaculifera,52.167,-122.25,BC,Cariboo,assigned-contained,CA:5941,,
318,actebia-balanitis,49.1,-116.45,BC,Central Kootenay,assigned-contained,CA:5903,,
319,feltia-jaculifera,51.953,-122.402,BC,Cariboo,assigned-contained,CA:5941,,
320,actebia-balanitis,49.533,-117.417,BC,Central Kootenay,assigned-contained,CA:5903,,
321,actebia-balanitis,49.1,-116.45,BC,Central Kootenay,assigned-contained,CA:5903,,
322,feltia-jaculifera,51.988,-122.539,BC,Cariboo,assigned-contained,CA:5941,,
323,feltia-jaculifera,51.984,-122.428,BC,Cariboo,assigned-contained,CA:5941,,
324,feltia-jaculifera,48.431,-123.378,BC,Capital,assigned-contained,CA:5917,,
325,actebia-balanitis,51.05,-114.083,AB,,unassigned,,,
326,actebia-balanitis,51.05,-114.083,AB,,unassigned,,,
327,feltia-jaculifera,48.55,-123.367,BC,Capital,assigned-contained,CA:5917,,
328,anicla-exuberans,49.783,-115.733,BC,East Kootenay,assigned-contained,CA:5901,,
329,feltia-mollis,49.783,-115.733,BC,East Kootenay,assigned-contained,CA:5901,,
330,anicla-exuberans,49.775,-115.733,BC,East Kootenay,assigned-contained,CA:5901,,
331,feltia-mollis,50.533,-121.717,BC,,assigned-contained,CA:5933,,
332,anicla-exuberans,49.775,-115.733,BC,East Kootenay,assigned-contained,CA:5901,,
333,feltia-nigrita,51.167,-115.566,AB,,unassigned,,,
334,anicla-exuberans,49.167,-120.2,BC,Okanagan-Similkameen,assigned-contained,CA:5907,,
335,feltia-nigrita,52.517,-116.1,AB,,unassigned,,,
336,feltia-jaculifera,48.501,-123.393,BC,Capital,assigned-contained,CA:5917,,
337,striacosta-albicosta,42.563,-114.46,ID,Twin Falls,assigned-contained,US:16083,,
338,feltia-jaculifera,48.472,-123.346,BC,Capital,assigned-contained,CA:5917,,
339,striacosta-albicosta,42.599,-114.759,ID,Twin Falls,assigned-contained,US:16083,,
340,feltia-jaculifera,51.05,-114.083,AB,,unassigned,,,
341,peridroma-saucia,48.824,-122.541,WA,Whatcom,assigned-contained,US:53073,,
342,peridroma-saucia,47.381,-122.235,WA,King,assigned-contained,US:53033,,
343,feltia-mollis,49.775,-115.733,BC,East Kootenay,assigned-contained,CA:5901,,
344,feltia-mollis,49.775,-115.733,BC,East Kootenay,assigned-contained,CA:5901,,
345,peridroma-saucia,45.899,-120.713,WA,Klickitat,assigned-contained,US:53039,,
346,peridroma-saucia,46.324,-117.971,WA,Columbia,assigned-contained,US:53013,,
347,feltia-mollis,52.118,-122.278,BC,Cariboo,assigned-contained,CA:5941,,
348,feltia-mollis,52.152,-122.292,BC,Cariboo,assigned-contained,CA:5941,,
349,peridroma-saucia,46.324,-117.971,WA,Columbia,assigned-contained,US:53013,,
350,feltia-mollis,52.197,-122.275,BC,Cariboo,assigned-contained,CA:5941,,
351,peridroma-saucia,46.324,-117.971,WA,Columbia,assigned-contained,US:53013,,
352,feltia-mollis,51.981,-122.466,BC,Cariboo,assigned-contained,CA:5941,,
353,peridroma-saucia,46.324,-117.971,WA,Columbia,assigned-contained,US:53013,,
354,peridroma-saucia,45.6,-122.057,OR,Multnomah,assigned-contained,US:41051,,
355,peridroma-saucia,42.113,-124.189,OR,Curry,assigned-contained,US:41015,,
356,actebia-fennica,49.917,-116.916,BC,Central Kootenay,assigned-contained,CA:5903,,
357,peridroma-saucia,42.836,-124.542,OR,Curry,assigned-contained,US:41015,,
358,peridroma-saucia,49.917,-116.916,BC,Central Kootenay,assigned-contained,CA:5903,,
359,peridroma-saucia,46.099,-123.939,OR,Coos,assigned-contained,US:41007,,
360,peridroma-saucia,49.917,-116.916,BC,Central Kootenay,assigned-contained,CA:5903,,
361,peridroma-saucia,42.599,-114.759,ID,Twin Falls,assigned-contained,US:16083,,
362,peridroma-saucia,43.666,-124.183,OR,Douglas,assigned-contained,US:41019,,
363,peridroma-saucia,49.917,-116.916,BC,Central Kootenay,assigned-contained,CA:5903,,
364,peridroma-saucia,49.917,-116.916,BC,Central Kootenay,assigned-contained,CA:5903,,
365,peridroma-saucia,46.733,-116.999,ID,Latah,assigned-contained,US:16057,,
366,peridroma-saucia,49.917,-116.916,BC,Central Kootenay,assigned-contained,CA:5903,,
367,peridroma-saucia,42.776,-114.703,ID,Gooding,assigned-contained,US:16047,,
368,peridroma-saucia,49.917,-116.916,BC,Central Kootenay,assigned-contained,CA:5903,,
369,peridroma-saucia,49.917,-116.916,BC,Central Kootenay,assigned-contained,CA:5903,,
370,peridroma-saucia,49.917,-116.916,BC,Central Kootenay,assigned-contained,CA:5903,,
371,peridroma-saucia,49.917,-116.916,BC,Central Kootenay,assigned-contained,CA:5903,,
372,peridroma-saucia,49.917,-116.916,BC,Central Kootenay,assigned-contained,CA:5903,,
373,anicla-tepperi,51.05,-114.083,AB,,unassigned,,,
374,peridroma-saucia,49.317,-123.066,BC,Greater Vancouver,assigned-contained,CA:5915,,
375,dichagyris-variabilis,50.7,-119.217,BC,Columbia-Shuswap,assigned-contained,CA:5939,,
376,peridroma-saucia,49.1,-116.45,BC,Central Kootenay,assigned-contained,CA:5903,,
377,actebia-fennica,50.7,-119.217,BC,Columbia-Shuswap,assigned-contained,CA:5939,,
378,peridroma-saucia,49.1,-116.45,BC,Central Kootenay,assigned-contained,CA:5903,,
379,actebia-fennica,50.7,-119.217,BC,Columbia-Shuswap,assigned-contained,CA:5939,,
380,peridroma-saucia,49.1,-116.45,BC,Central Kootenay,assigned-contained,CA:5903,,
381,mniotype-ducta,47.074,-121.081,WA,Kittitas,assigned-contained,US:53037,,
382,mniotype-tenera,46.172,-117.534,WA,Garfield,assigned-contained,US:53023,,
383,peridroma-saucia,49.1,-116.45,BC,Central Kootenay,assigned-contained,CA:5903,,
384,peridroma-saucia,50.7,-119.217,BC,Columbia-Shuswap,assigned-contained,CA:5939,,
385,peridroma-saucia,50.7,-119.217,BC,Columbia-Shuswap,assigned-contained,CA:5939,,
386,dichagyris-variabilis,49.333,-117.682,BC,Central Kootenay,assigned-contained,CA:5903,,
387,protogygia-album,47.499,-119.917,WA,Douglas,assigned-contained,US:53017,,
388,peridroma-saucia,49.5,-117.283,BC,Central Kootenay,assigned-contained,CA:5903,,
389,copablepharon-viridisparsa,49.317,-117.65,BC,Central Kootenay,assigned-contained,CA:5903,,
390,dichagyris-variabilis,47.499,-119.917,WA,Douglas,assigned-contained,US:53017,,
391,copablepharon-mutans,46.917,-119.9,WA,Grant,assigned-contained,US:53025,,
392,copablepharon-viridisparsa,47.073,-121.078,WA,Kittitas,assigned-contained,US:53037,,
393,copablepharon-spiritum,48.202,-119.71,WA,Okanogan,assigned-contained,US:53047,,
394,copablepharon-spiritum,44.027,-116.963,OR,Malheur,assigned-contained,US:41045,,
395,actebia-balanitis,47.073,-121.078,WA,Kittitas,assigned-contained,US:53037,,
396,copablepharon-spiritum,43.767,-117.733,OR,Malheur,assigned-contained,US:41045,,
397,peridroma-saucia,47.073,-121.078,WA,Kittitas,assigned-contained,US:53037,,
398,copablepharon-spiritum,43.767,-117.733,OR,Malheur,assigned-contained,US:41045,,
399,copablepharon-atrinotum,43,-120.017,OR,Lake,assigned-contained,US:41037,,
400,protogygia-milleri,42.081,-122.717,OR,Jackson,assigned-contained,US:41029,,
401,copablepharon-spiritum,42.15,-118.6,OR,Harney,assigned-contained,US:41025,,
402,protogygia-arena,43,-120.017,OR,Lake,assigned-contained,US:41037,,
403,copablepharon-atrinotum,42.563,-119.058,OR,Harney,assigned-contained,US:41025,,
404,copablepharon-spiritum,42.467,-118.9,OR,Harney,assigned-contained,US:41025,,
405,protogygia-postera,46.065,-118.352,WA,Walla Walla,assigned-contained,US:53071,,
406,copablepharon-atrinotum,43,-120.017,OR,Lake,assigned-contained,US:41037,,
407,protogygia-postera,43,-120,OR,Lake,assigned-contained,US:41037,,
408,protogygia-arena,43,-120.017,OR,Lake,assigned-contained,US:41037,,
409,actebia-fennica,51.583,-119.716,BC,Thompson-Nicola,assigned-contained,CA:5933,,
410,peridroma-saucia,50.267,-119.266,BC,North Okanagan,assigned-contained,CA:5937,,
411,protogygia-arena,43,-120.017,OR,Lake,assigned-contained,US:41037,,
412,protogygia-lagena,46.9,-119.933,WA,Grant,assigned-contained,US:53025,,
413,copablepharon-atrinotum,43,-120,OR,Lake,assigned-contained,US:41037,,
414,peridroma-saucia,49.2,-124.033,BC,Nanaimo,assigned-contained,CA:5921,,
415,peridroma-saucia,49.331,-123.163,BC,Greater Vancouver,assigned-contained,CA:5915,,
416,copablepharon-viridisparsa,47.995,-120.401,WA,Chelan,assigned-contained,US:53007,,
417,dichagyris-variabilis,49.331,-123.163,BC,Greater Vancouver,assigned-contained,CA:5915,,
418,protogygia-lagena,46.89,-119.95,WA,Grant,assigned-contained,US:53025,,
419,copablepharon-viridisparsa,48.033,-119.667,WA,Okanogan,assigned-contained,US:53047,,
420,copablepharon-viridisparsa,49.694,-112.842,AB,,unassigned,,,
421,peridroma-saucia,48.655,-123.556,BC,Cowichan Valley,assigned-contained,CA:5919,,
422,copablepharon-viridisparsa,51.05,-114.083,AB,,unassigned,,,
423,dichagyris-variabilis,48.6,-123.416,BC,Capital,assigned-contained,CA:5917,,
424,copablepharon-viridisparsa,49.694,-112.842,AB,,unassigned,,,
425,dichagyris-variabilis,48.8,-123.667,BC,Cowichan Valley,assigned-contained,CA:5919,,
426,copablepharon-atrinotum,43,-120.017,OR,Lake,assigned-contained,US:41037,,
427,peridroma-saucia,48.8,-123.667,BC,Cowichan Valley,assigned-contained,CA:5919,,
428,actebia-fennica,49.317,-123.066,BC,Greater Vancouver,assigned-contained,CA:5915,,
429,copablepharon-fuscum,48.38,-122.66,WA,Island,assigned-contained,US:53029,,
430,copablepharon-absidum,46.383,-119.067,WA,Franklin,assigned-contained,US:53021,,
431,peridroma-saucia,49.283,-124.366,BC,Nanaimo,assigned-contained,CA:5921,,
432,copablepharon-absidum,46.986,-119.472,WA,Grant,assigned-contained,US:53025,,
433,dichagyris-variabilis,48.484,-123.36,BC,Capital,assigned-contained,CA:5917,,
434,copablepharon-absidum,46.086,-118.904,WA,Walla Walla,assigned-contained,US:53071,,
435,peridroma-saucia,48.816,-123.613,BC,,assigned-contained,CA:5919,,
436,copablepharon-absidum,46.086,-118.904,WA,Walla Walla,assigned-contained,US:53071,,
437,peridroma-saucia,51.649,-120.033,BC,Thompson-Nicola,assigned-contained,CA:5933,,
438,dichagyris-variabilis,48.431,-123.378,BC,Capital,assigned-contained,CA:5917,,
439,copablepharon-spiritum,43,-120,OR,Lake,assigned-contained,US:41037,,
440,dichagyris-variabilis,48.501,-123.393,BC,Capital,assigned-contained,CA:5917,,
441,copablepharon-spiritum,45.917,-119.17,OR,Umatilla,assigned-contained,US:41059,,
442,peridroma-saucia,48.501,-123.393,BC,Capital,assigned-contained,CA:5917,,
443,peridroma-saucia,48.467,-123.55,BC,Capital,assigned-contained,CA:5917,,
444,copablepharon-mutans,46.523,-119.353,WA,Benton,assigned-contained,US:53005,,
445,eucoptocnemis-canescens,43.049,-118.204,OR,Malheur,assigned-contained,US:41045,,
446,peridroma-saucia,48.472,-123.346,BC,Capital,assigned-contained,CA:5917,,
447,eucoptocnemis-canescens,42.889,-118.899,OR,Harney,assigned-contained,US:41025,,
448,actebia-fennica,48.472,-123.346,BC,Capital,assigned-contained,CA:5917,,
449,protogygia-album,47.499,-119.917,WA,Douglas,assigned-contained,US:53017,,
450,protogygia-album,47.499,-119.917,WA,Douglas,assigned-contained,US:53017,,
451,protogygia-postera,43.246,-118.897,OR,Harney,assigned-contained,US:41025,,
452,actebia-balanitis,51.817,-121.466,BC,Cariboo,assigned-contained,CA:5941,,
453,actebia-balanitis,50.209,-114.458,AB,,unassigned,,,
454,actebia-fennica,49.694,-112.842,AB,,unassigned,,,
455,anicla-tepperi,49.1,-110.567,AB,,unassigned,,,
456,protogygia-postera,42.599,-114.759,ID,Twin Falls,assigned-contained,US:16083,,
457,anicla-exuberans,50.533,-121.717,BC,Thompson-Nicola,assigned-contained,CA:5933,,
458,protogygia-lagena,42.033,-118.283,OR,Harney,assigned-contained,US:41025,,
459,protogygia-enalaga,46.378,-120.308,WA,Yakima,assigned-contained,US:53077,,
460,peridroma-saucia,47.146,-122.466,WA,Pierce,assigned-contained,US:53053,,
461,protogygia-enalaga,42.599,-114.759,ID,Twin Falls,assigned-contained,US:16083,,
462,protogygia-enalaga,42.033,-118.283,OR,Harney,assigned-contained,US:41025,,
463,anicla-exuberans,50.58,-113.874,AB,,unassigned,,,
464,protogygia-enalaga,42.599,-114.759,ID,Twin Falls,assigned-contained,US:16083,,
465,copablepharon-viridisparsa,42.738,-118.643,OR,Harney,assigned-contained,US:41025,,
466,actebia-balanitis,49.917,-116.916,BC,Central Kootenay,assigned-contained,CA:5903,,
467,copablepharon-viridisparsa,44.732,-116.081,ID,Valley,assigned-contained,US:16085,,
468,copablepharon-viridisparsa,46.567,-121.2,WA,Yakima,assigned-contained,US:53077,,
469,peridroma-saucia,46.664,-121.124,WA,Yakima,assigned-contained,US:53077,,
470,copablepharon-viridisparsa,45.32,-121.705,OR,Clackamas,assigned-contained,US:41005,,
471,copablepharon-viridisparsa,47.564,-120.783,WA,Chelan,assigned-contained,US:53007,,
472,copablepharon-viridisparsa,47.905,-118.308,WA,Lincoln,assigned-contained,US:53043,,
473,copablepharon-absidum,46.378,-120.308,WA,Yakima,assigned-contained,US:53077,,
474,copablepharon-absidum,46.89,-119.95,WA,Grant,assigned-contained,US:53025,,
475,copablepharon-absidum,46.24,-119.099,WA,Franklin,assigned-contained,US:53021,,
476,copablepharon-absidum,46.555,-118.173,WA,Columbia,assigned-contained,US:53013,,
477,copablepharon-absidum,42.679,-112.987,ID,Power,assigned-contained,US:16077,,
478,copablepharon-absidum,49.033,-119.45,BC,Okanagan-Similkameen,assigned-contained,CA:5907,,
479,copablepharon-absidum,42.776,-114.703,ID,Gooding,assigned-contained,US:16047,,
480,copablepharon-canariana,42.599,-114.759,ID,Twin Falls,assigned-contained,US:16083,,
481,copablepharon-grandis,43.246,-118.897,OR,Harney,assigned-contained,US:41025,,
482,copablepharon-spiritum,46.89,-119.95,WA,Grant,assigned-contained,US:53025,,
483,copablepharon-spiritum,49.033,-119.45,BC,Okanagan-Similkameen,assigned-contained,CA:5907,,
484,dichagyris-variabilis,46.731,-117.179,WA,Whitman,assigned-contained,US:53075,,
485,dichagyris-variabilis,46.731,-117.179,WA,Whitman,assigned-contained,US:53075,,
486,copablepharon-mutans,46.89,-119.95,WA,Grant,assigned-contained,US:53025,,
487,pseudanarta-sp,43.417,-113.517,ID,Butte,assigned-contained,US:16023,,
488,dichagyris-variabilis,46.731,-117.179,WA,Whitman,assigned-contained,US:53075,,
489,dichagyris-variabilis,46.731,-117.179,WA,Whitman,assigned-contained,US:53075,,
490,dichagyris-variabilis,45.899,-120.713,WA,Klickitat,assigned-contained,US:53039,,
491,dichagyris-variabilis,48.61,-118.212,WA,Ferry,assigned-contained,US:53019,,
492,dichagyris-variabilis,48.612,-118.207,WA,Ferry,assigned-contained,US:53019,,
493,pyrrhia-cilisca,43.838,-123.239,OR,Lane,assigned-contained,US:41039,,
494,dichagyris-variabilis,47.499,-119.917,WA,Douglas,assigned-contained,US:53017,,
495,dichagyris-variabilis,49.5,-117.283,BC,Central Kootenay,assigned-contained,CA:5903,,
496,dichagyris-variabilis,49.533,-117.417,BC,Central Kootenay,assigned-contained,CA:5903,,
497,dichagyris-variabilis,49.533,-117.417,BC,Central Kootenay,assigned-contained,CA:5903,,
498,dichagyris-variabilis,49.533,-117.417,BC,Central Kootenay,assigned-contained,CA:5903,,
499,dichagyris-variabilis,49.533,-117.417,BC,Central Kootenay,assigned-contained,CA:5903,,
500,dichagyris-variabilis,49.533,-117.417,BC,Central Kootenay,assigned-contained,CA:5903,,
501,dichagyris-variabilis,50.5,-119.833,BC,Thompson-Nicola,assigned-contained,CA:5933,,
502,dichagyris-variabilis,49.283,-124.116,BC,Nanaimo,unassigned,,,
503,dichagyris-variabilis,49.1,-116.45,BC,Central Kootenay,assigned-contained,CA:5903,,
504,actebia-balanitis,49.159,-114.225,BC,East Kootenay,assigned-contained,CA:5901,,
505,anicla-exuberans,49.783,-115.733,BC,East Kootenay,assigned-contained,CA:5901,,
506,actebia-balanitis,42.776,-114.703,ID,Gooding,assigned-contained,US:16047,,
507,dichagyris-variabilis,49.1,-116.45,BC,Central Kootenay,assigned-contained,CA:5903,,
508,anicla-exuberans,49.167,-120.2,BC,Okanagan-Similkameen,assigned-contained,CA:5907,,
509,actebia-balanitis,49.533,-117.417,BC,Central Kootenay,assigned-contained,CA:5903,,
510,dichagyris-variabilis,49.1,-116.45,BC,Central Kootenay,assigned-contained,CA:5903,,
511,dichagyris-variabilis,51.927,-122.337,BC,Cariboo,assigned-contained,CA:5941,,
512,striacosta-albicosta,42.599,-114.759,ID,Twin Falls,assigned-contained,US:16083,,
513,striacosta-albicosta,42.563,-114.46,ID,Twin Falls,assigned-contained,US:16083,,
514,striacosta-albicosta,42.599,-114.759,ID,Twin Falls,assigned-contained,US:16083,,
515,dichagyris-variabilis,51.927,-122.337,BC,Cariboo,assigned-contained,CA:5941,,
516,dichagyris-variabilis,49.5,-115.766,BC,East Kootenay,assigned-contained,CA:5901,,
517,actebia-balanitis,42.776,-114.703,ID,Gooding,assigned-contained,US:16047,,
518,actebia-balanitis,42.776,-114.703,ID,Gooding,assigned-contained,US:16047,,
519,anicla-exuberans,49.775,-115.733,BC,East Kootenay,assigned-contained,CA:5901,,
520,anicla-exuberans,49.775,-115.733,BC,East Kootenay,assigned-contained,CA:5901,,
521,peridroma-saucia,48.824,-122.541,WA,Whatcom,assigned-contained,US:53073,,
522,peridroma-saucia,45.899,-120.713,WA,Klickitat,assigned-contained,US:53039,,
523,peridroma-saucia,45.986,-120.673,WA,Klickitat,assigned-contained,US:53039,,
524,peridroma-saucia,47.381,-122.235,WA,King,assigned-contained,US:53033,,
525,peridroma-saucia,46.324,-117.971,WA,Columbia,assigned-contained,US:53013,,
526,peridroma-saucia,46.324,-117.971,WA,Columbia,assigned-contained,US:53013,,
527,peridroma-saucia,46.324,-117.971,WA,Columbia,assigned-contained,US:53013,,
528,peridroma-saucia,45.6,-122.057,OR,Multnomah,assigned-contained,US:41051,,
529,peridroma-saucia,43.666,-124.183,OR,Douglas,assigned-contained,US:41019,,
530,peridroma-saucia,42.113,-124.189,OR,Curry,assigned-contained,US:41015,,
531,peridroma-saucia,46.733,-116.999,ID,Latah,assigned-contained,US:16057,,
532,peridroma-saucia,42.776,-114.703,ID,Gooding,assigned-contained,US:16047,,
533,peridroma-saucia,49.1,-116.45,BC,Central Kootenay,assigned-contained,CA:5903,,
534,peridroma-saucia,49.317,-123.066,BC,Greater Vancouver,assigned-contained,CA:5915,,
535,peridroma-saucia,49.1,-116.45,BC,Central Kootenay,assigned-contained,CA:5903,,
536,peridroma-saucia,49.1,-116.45,BC,Central Kootenay,assigned-contained,CA:5903,,
537,peridroma-saucia,49.1,-116.45,BC,Central Kootenay,assigned-contained,CA:5903,,
538,peridroma-saucia,49.1,-116.45,BC,Central Kootenay,assigned-contained,CA:5903,,
539,protogygia-album,47.499,-119.917,WA,Douglas,assigned-contained,US:53017,,
540,dichagyris-variabilis,47.499,-119.917,WA,Douglas,assigned-contained,US:53017,,
541,actebia-balanitis,47.073,-121.078,WA,Kittitas,assigned-contained,US:53037,,
542,stretchia-pictipennis,42.03,-123.18,OR,Josephine,assigned-contained,US:41029,,
543,copablepharon-viridisparsa,47.073,-121.078,WA,Kittitas,assigned-contained,US:53037,,
544,stretchia-prima,44.86,-117.1,OR,Baker,assigned-contained,US:41001,,
545,copablepharon-atrinotum,43,-120.017,OR,Lake,assigned-contained,US:41037,,
546,copablepharon-absidum,46.383,-119.067,WA,Franklin,assigned-contained,US:53021,,
547,copablepharon-spiritum,43,-120,OR,Lake,assigned-contained,US:41037,,
548,copablepharon-spiritum,45.917,-119.17,OR,Umatilla,assigned-contained,US:41059,,
549,protogygia-arena,43,-120.017,OR,Lake,assigned-contained,US:41037,,
550,protogygia-enalaga,50.833,-110.033,AB,,assigned-contained,CA:4804,,
551,copablepharon-fuscum,48.38,-122.66,WA,Island,assigned-contained,US:53029,,
552,protogygia-postera,43,-120,OR,Lake,assigned-contained,US:41037,,
553,copablepharon-absidum,46.986,-119.472,WA,Grant,assigned-contained,US:53025,,
554,copablepharon-absidum,46.086,-118.904,WA,Walla Walla,assigned-contained,US:53071,,
