species_slug,latitude,longitude,year,outcome,county_before,county_after,district_id_after,notes
lophocampa-argentata,47.558515,-123.025696,,filled,Mason,Mason,US:53045,
lophocampa-maculata,46.67389,-121.58778,,filled,Lewis,Lewis,US:53041,
lophocampa-maculata,46.777111,-116.296935,1985,filled,Clearwater,Clearwater,US:16035,
lophocampa-maculata,48.084905,-121.536724,,filled,Snohomish,Snohomish,US:53061,
cisseps-fulvicollis,46.546111,-122.526483,1986,filled,Lewis,Lewis,US:53041,
apantesis-nevadensis,48.542815,-119.758825,2012,filled,Okanogan,Okanogan,US:53047,
estigmene-acrea,46.686837,-120.774679,,filled,Yakima,Yakima,US:53077,
estigmene-acrea,46.686837,-120.774679,,filled,Yakima,Yakima,US:53077,
estigmene-acrea,46.686837,-120.774679,,filled,Yakima,Yakima,US:53077,
estigmene-acrea,46.686837,-120.774679,,filled,Yakima,Yakima,US:53077,
leptarctia-californiae,46.709044,-120.905871,1990,filled,Yakima,Yakima,US:53077,
hemeroplanis-historialis,48.542815,-119.758825,2012,filled,Okanogan,Okanogan,US:53047,
leucoma-salicis,49.500535,-117.282797,1984,filled,Central Kootenay,Central Kootenay,CA:5903,
leucoma-salicis,47.758245,-122.222992,,filled,King,King,US:53033,
spilosoma-virginica,46.52,-122.82,2001,filled,Lewis,Lewis,US:53041,
idia-americalis,47.758245,-122.222992,1997,filled,King,King,US:53033,
spilosoma-pteridis,48.308131,-121.648607,1991,filled,Skagit,Skagit,US:53057,
phragmatobia-fuliginosa,46.956377,-119.233096,1983,filled,Grant,Grant,US:53025,
pyrrharctia-isabella,46.67389,-121.58778,,filled,Lewis,Lewis,US:53041,
pyrrharctia-isabella,46.66682,-117.445473,,filled,Whitman,Whitman,US:53075,
pyrrharctia-isabella,47.427028,-121.774119,,filled,King,King,US:53033,
dasychira-vagans,46.874355,-116.420156,,filled,Latah,Latah,US:16057,
arctia-virginalis,46.78315,-116.752675,,filled,Latah,Latah,US:16057,
androloma-maccullochii,48.288147,-121.238165,1980,filled,Snohomish,Snohomish,US:53061,
androloma-maccullochii,47.25599,-121.204712,1985,filled,Kittitas,Kittitas,US:53037,
alypia-ridingsii,46.879444,-120.772222,1983,filled,Yakima,Yakima,US:53077,
noctua-pronuba,47.758245,-122.222992,2007,filled,King,King,US:53033,
noctua-comes,47.758245,-122.222992,1998,filled,King,King,US:53033,
panthea-virginarius,48.220664,-121.572345,1980,filled,Snohomish,Snohomish,US:53061,
panthea-virginarius,48.040283,-123.028843,1980,filled,Clallam,Clallam,US:53009,
panthea-virginarius,47.244888,-121.188083,1993,filled,Kittitas,Kittitas,US:53037,
plusia-nichollae,47.758245,-122.222992,1996,filled,King,King,US:53033,
plusia-nichollae,47.758245,-122.222992,1991,filled,King,King,US:53033,
plusia-nichollae,47.80276,-122.174304,1989,filled,Snohomish,Snohomish,US:53061,
anagrapha-falcifera,46.686837,-120.774679,1979,filled,Yakima,Yakima,US:53077,
plusia-nichollae,46.627278,-120.674,1979,filled,Yakima,Yakima,US:53077,
anagrapha-falcifera,46.686837,-120.774679,1985,filled,Yakima,Yakima,US:53077,
xylena-cineritia,46.686837,-120.774679,1979,filled,Yakima,Yakima,US:53077,
xylena-cineritia,46.686837,-120.774679,1983,filled,Yakima,Yakima,US:53077,
xylena-cineritia,46.686837,-120.774679,1985,filled,Yakima,Yakima,US:53077,
autographa-ampla,54.475736,-122.669864,1977,filled,Fraser-Fort George,Fraser-Fort George,CA:5953,
autographa-californica,46.686837,-120.774679,1986,filled,Yakima,Yakima,US:53077,
autographa-californica,46.686837,-120.774679,1982,filled,Yakima,Yakima,US:53077,
dargida-procinctus,46.686837,-120.774679,1978,filled,Yakima,Yakima,US:53077,
autographa-californica,46.686837,-120.774679,1982,filled,Yakima,Yakima,US:53077,
autographa-californica,47.616983,-119.29028,1983,filled,Lincoln,Lincoln,US:53043,
autographa-californica,46.686837,-120.774679,1978,filled,Yakima,Yakima,US:53077,
xestia-c-nigrum,46.686837,-120.774679,1978,filled,Yakima,Yakima,US:53077,
euxoa-obeliscoides,46.686837,-120.774679,1979,filled,Yakima,Yakima,US:53077,
papaipema-insulidens,46.869522,-117.15344,1977,filled,Whitman,Whitman,US:53075,
autographa-californica,47.758245,-122.222992,1988,filled,King,King,US:53033,
heliothis-phloxiphaga,46.85532,-120.485258,,filled,Yakima,Yakima,US:53077,
heliothis-phloxiphaga,46.704409,-120.753007,1979,filled,Yakima,Yakima,US:53077,
heliothis-phloxiphaga,46.686837,-120.774679,1981,filled,Yakima,Yakima,US:53077,
heliothis-phloxiphaga,46.686837,-120.774679,1979,filled,Yakima,Yakima,US:53077,
heliothis-phloxiphaga,46.577802,-117.288301,1984,filled,Whitman,Whitman,US:53075,
mythimna-oxygala,47.758245,-122.222992,1988,filled,King,King,US:53033,
autographa-californica,47.758245,-122.222992,1988,filled,King,King,US:53033,
admetovis-similaris,46.686837,-120.774679,1985,filled,Yakima,Yakima,US:53077,
stretchia-muricina,47.25398,-121.197481,1987,filled,Kittitas,Kittitas,US:53037,
noctua-pronuba,46.590838,-120.529416,2008,filled,Yakima,Yakima,US:53077,
noctua-comes,47.758245,-122.222992,1991,filled,King,King,US:53033,
noctua-comes,47.758245,-122.222992,1991,filled,King,King,US:53033,
noctua-comes,47.758245,-122.222992,1991,filled,King,King,US:53033,
feralia-deceptiva,47.758245,-122.222992,2012,filled,King,King,US:53033,
apamea-antennata,47.301111,-120.574722,,filled,Kittitas,Kittitas,US:53037,
diarsia-esurialis,46.546111,-122.526483,1986,filled,Lewis,Lewis,US:53041,
autographa-metallica,48.542815,-119.758825,2012,filled,Okanogan,Okanogan,US:53047,
feltia-jaculifera,48.542815,-119.758825,2012,filled,Okanogan,Okanogan,US:53047,
hyppa-brunneicrista,46.854586,-121.304727,1978,filled,Yakima,Yakima,US:53077,
egira-curialis,46.686837,-120.774679,1985,filled,Yakima,Yakima,US:53077,
mamestra-configurata,48.542815,-119.758825,2012,filled,Okanogan,Okanogan,US:53047,
lacinipolia-stricta,48.542815,-119.758825,2012,filled,Okanogan,Okanogan,US:53047,
amphipyra-pyramidoides,47.758245,-122.222992,1996,filled,King,King,US:53033,
autographa-californica,47.758245,-122.222992,1998,filled,King,King,US:53033,
melanchra-adjuncta,47.758245,-122.222992,1998,filled,King,King,US:53033,
autographa-mappa,47.80276,-122.174304,1994,filled,Snohomish,Snohomish,US:53061,
xestia-xanthographa,47.758245,-122.222992,1988,filled,King,King,US:53033,
xestia-xanthographa,47.67098,-122.387073,1987,filled,King,King,US:53033,
xestia-xanthographa,46.686837,-120.774679,1979,filled,Yakima,Yakima,US:53077,
adelphagrotis-stellaris,47.758245,-122.222992,1996,filled,King,King,US:53033,
annaphila-decia,46.686837,-120.774679,1985,filled,Yakima,Yakima,US:53077,
pseudanarta-flava,46.686837,-120.774679,1979,filled,Yakima,Yakima,US:53077,
pseudanarta-flava,46.686837,-120.774679,1979,filled,Yakima,Yakima,US:53077,
pseudanarta-caeca,47.8589,-119.123855,1994,filled,Grant,Grant,US:53025,
caradrina-morpheus,47.758245,-122.222992,1997,filled,King,King,US:53033,
xylena-nupera,46.686837,-120.774679,1980,filled,Yakima,Yakima,US:53077,
xylena-nupera,46.733758,-120.710135,1984,filled,Yakima,Yakima,US:53077,
xylena-nupera,47.758245,-122.222992,1989,filled,Yakima,Yakima,US:53077,
stretchia-muricina,47.569345,-117.646065,1985,filled,Spokane,Spokane,US:53063,
melanchra-picta,46.686837,-120.774679,,filled,Yakima,Yakima,US:53077,
mamestra-configurata,46.686837,-120.774679,1983,filled,Yakima,Yakima,US:53077,
mamestra-configurata,46.686,-120.774679,1984,filled,Yakima,Yakima,US:53077,
autographa-ampla,47.758245,-122.222992,1991,filled,King,King,US:53033,
zale-lunata,46.681527,-117.447141,1984,filled,Whitman,Whitman,US:53075,
agrotis-vancouverensis,47.758245,-122.222992,2007,filled,King,King,US:53033,
paraseptis-adnixa,47.758245,-122.222992,2007,filled,King,King,US:53033,
euxoa-bochus,48.542815,-119.758825,2012,filled,Okanogan,Okanogan,US:53047,
euxoa-bochus,46.686,-120.774679,1979,filled,Yakima,Yakima,US:53077,
hydraecia-medialis,46.686,-120.774679,1981,filled,Yakima,Yakima,US:53077,
hydraecia-medialis,46.686,-120.774679,1980,filled,Yakima,Yakima,US:53077,
egira-rubrica,46.686,-120.774679,1985,filled,Yakima,Yakima,US:53077,
acronicta-cyanescens,46.874355,-116.420156,,filled,Latah,Latah,US:16057,
noctua-pronuba,47.758245,-122.222992,2012,filled,King,King,US:53033,
xestia-c-nigrum,47.758245,-122.222992,2012,filled,King,King,US:53033,
lateroligia-ophiogramma,47.758245,-122.222992,1998,filled,King,King,US:53033,
lateroligia-ophiogramma,47.758245,-122.222992,1998,filled,King,King,US:53033,
anarta-nigrolunata,47.9825,-121.445556,1989,filled,Snohomish,Snohomish,US:53061,
agrochola-purpurea,47.758245,-122.222992,1989,filled,King,King,US:53033,
hyles-euphorbiae,50.499,-116.038,2005,filled,East Kootenay,East Kootenay,CA:5901,
furcula-furcula,50.333,-115.833,2005,filled,East Kootenay,East Kootenay,CA:5901,
furcula-furcula,49.63,-115.948,2010,filled,East Kootenay,East Kootenay,CA:5901,
furcula-scolopendrina,51.283,-116.95,2007,filled,East Kootenay,East Kootenay,CA:5901,
furcula-modesta,50.333,-115.833,2001,filled,East Kootenay,East Kootenay,CA:5901,
furcula-modesta,49.63,-115.948,2009,filled,East Kootenay,East Kootenay,CA:5901,
furcula-modesta,49.63,-115.948,2010,filled,East Kootenay,East Kootenay,CA:5901,
bruceia-pulverina,49.546,-115.645,2009,filled,East Kootenay,East Kootenay,CA:5901,
chelis-beanii,49.556,-114.586,2011,filled,East Kootenay,East Kootenay,CA:5901,
apantesis-doris,49.546,-115.645,2009,filled,East Kootenay,East Kootenay,CA:5901,
apantesis-virguncula,49.646,-115.641,2010,filled,East Kootenay,East Kootenay,CA:5901,
apantesis-virguncula,49.546,-115.645,2006,filled,East Kootenay,East Kootenay,CA:5901,
apantesis-ornata,49.711,-115.651,2011,filled,East Kootenay,East Kootenay,CA:5901,
apantesis-ornata,49.457,-115.407,2009,filled,East Kootenay,East Kootenay,CA:5901,
acronicta-cyanescens,50.76,-122.16,2010,no_match,,,,no reference DB row matched the core key
virbia-ferruginosa,49.653,-115.236,2011,filled,East Kootenay,East Kootenay,CA:5901,
pyrrharctia-isabella,49.711,-115.651,2011,filled,East Kootenay,East Kootenay,CA:5901,
cycnia-tenera,49.711,-115.651,2011,filled,East Kootenay,East Kootenay,CA:5901,
cycnia-oregonensis,49.711,-115.651,2011,filled,East Kootenay,East Kootenay,CA:5901,
idia-americalis,49.507,-115.764,2010,filled,East Kootenay,East Kootenay,CA:5901,
idia-americalis,49.546,-115.645,2000,filled,East Kootenay,East Kootenay,CA:5901,
idia-americalis,49.546,-115.645,2001,filled,East Kootenay,East Kootenay,CA:5901,
idia-americalis,49.546,-115.645,2009,filled,East Kootenay,East Kootenay,CA:5901,
idia-aemula,49.507,-115.764,2001,filled,East Kootenay,East Kootenay,CA:5901,
idia-aemula,49.507,-115.764,2002,filled,East Kootenay,East Kootenay,CA:5901,
idia-aemula,49.507,-115.764,2007,filled,East Kootenay,East Kootenay,CA:5901,
idia-aemula,49.507,-115.764,2009,filled,East Kootenay,East Kootenay,CA:5901,
hypena-humuli,49.507,-115.764,2000,filled,East Kootenay,East Kootenay,CA:5901,
hypena-humuli,49.507,-115.764,2005,filled,East Kootenay,East Kootenay,CA:5901,
hypena-humuli,49.507,-115.764,2007,filled,East Kootenay,East Kootenay,CA:5901,
hypena-humuli,49.507,-115.764,2009,filled,East Kootenay,East Kootenay,CA:5901,
scoliopteryx-libatrix,49.507,-115.764,2003,filled,East Kootenay,East Kootenay,CA:5901,
scoliopteryx-libatrix,49.507,-115.764,2010,filled,East Kootenay,East Kootenay,CA:5901,
scoliopteryx-libatrix,49.546,-115.645,2002,filled,East Kootenay,East Kootenay,CA:5901,
mycterophora-inexplicata,50.337,-115.855,2007,filled,East Kootenay,East Kootenay,CA:5901,
mycterophora-longipalpata,49.546,-115.645,2001,filled,East Kootenay,East Kootenay,CA:5901,
mycterophora-longipalpata,49.546,-115.645,2002,filled,East Kootenay,East Kootenay,CA:5901,
mycterophora-longipalpata,49.546,-115.645,2002,filled,East Kootenay,East Kootenay,CA:5901,
lygephila-victoria,49.507,-115.764,2003,filled,East Kootenay,East Kootenay,CA:5901,
lygephila-victoria,49.507,-115.764,2009,filled,East Kootenay,East Kootenay,CA:5901,
lygephila-victoria,49.507,-115.764,2009,filled,East Kootenay,East Kootenay,CA:5901,
lygephila-victoria,50.337,-115.855,2005,filled,East Kootenay,East Kootenay,CA:5901,
catocala-relicta,49.5,-115.766,1997,filled,East Kootenay,East Kootenay,CA:5901,
catocala-relicta,50.337,-115.855,2006,filled,East Kootenay,East Kootenay,CA:5901,
catocala-unijuga,49.005,-114.101,2002,filled,East Kootenay,East Kootenay,CA:5901,
catocala-californica,49.507,-115.764,2002,filled,East Kootenay,East Kootenay,CA:5901,
catocala-californica,49.507,-115.764,2008,filled,East Kootenay,East Kootenay,CA:5901,
catocala-californica,50.494,-116.027,2000,filled,East Kootenay,East Kootenay,CA:5901,
catocala-californica,50.111,-115.986,2005,filled,East Kootenay,East Kootenay,CA:5901,
catocala-briseis,49.507,-115.764,2002,filled,East Kootenay,East Kootenay,CA:5901,
catocala-briseis,49.507,-115.764,2004,filled,East Kootenay,East Kootenay,CA:5901,
catocala-briseis,49.507,-115.791,2007,filled,East Kootenay,East Kootenay,CA:5901,
catocala-semirelicta,49.507,-115.764,2000,filled,East Kootenay,East Kootenay,CA:5901,
catocala-semirelicta,49.507,-115.764,2002,filled,East Kootenay,East Kootenay,CA:5901,
catocala-semirelicta,49.507,-115.764,2003,filled,East Kootenay,East Kootenay,CA:5901,
catocala-semirelicta,49.507,-115.764,2005,filled,East Kootenay,East Kootenay,CA:5901,
catocala-semirelicta,49.507,-115.764,2005,filled,East Kootenay,East Kootenay,CA:5901,
catocala-semirelicta,49.244,-115.255,2006,filled,East Kootenay,East Kootenay,CA:5901,
drasteria-sabulosa,49.546,-115.645,2001,filled,East Kootenay,East Kootenay,CA:5901,
drasteria-sabulosa,49.546,-115.645,2002,filled,East Kootenay,East Kootenay,CA:5901,
drasteria-sabulosa,49.546,-115.645,2007,filled,East Kootenay,East Kootenay,CA:5901,
drasteria-petricola,49.77,-115.477,2010,filled,East Kootenay,East Kootenay,CA:5901,
drasteria-petricola,49.77,-115.475,2010,filled,East Kootenay,East Kootenay,CA:5901,
drasteria-petricola,50.551,-115.071,2003,filled,East Kootenay,East Kootenay,CA:5901,
drasteria-petricola,49.011,-114.568,2010,filled,East Kootenay,East Kootenay,CA:5901,
drasteria-petricola,50.904,-115.635,2004,filled,East Kootenay,East Kootenay,CA:5901,
drasteria-petricola,49.027,-114.948,2001,filled,East Kootenay,East Kootenay,CA:5901,
drasteria-hudsonica,49.555,-115.673,2001,filled,East Kootenay,East Kootenay,CA:5901,
drasteria-hudsonica,49.555,-115.673,2001,filled,East Kootenay,East Kootenay,CA:5901,
drasteria-hudsonica,49.011,-114.568,2010,filled,East Kootenay,East Kootenay,CA:5901,
drasteria-hudsonica,51.351,-116.974,2007,filled,East Kootenay,East Kootenay,CA:5901,
drasteria-hudsonica,50.734,-116.277,2002,filled,East Kootenay,East Kootenay,CA:5901,
drasteria-hudsonica,50.734,-116.277,2002,filled,East Kootenay,East Kootenay,CA:5901,
drasteria-hudsonica,50.734,-116.277,2002,filled,East Kootenay,East Kootenay,CA:5901,
drasteria-hudsonica,49.675,-116.013,2001,filled,East Kootenay,East Kootenay,CA:5901,
drasteria-hudsonica,50.899,-115.606,2004,filled,East Kootenay,East Kootenay,CA:5901,
drasteria-hudsonica,49.068,-115.245,2001,filled,East Kootenay,East Kootenay,CA:5901,
drasteria-adumbrata,49.657,-115.596,2000,filled,East Kootenay,East Kootenay,CA:5901,
drasteria-adumbrata,49.555,-115.673,2001,filled,East Kootenay,East Kootenay,CA:5901,
drasteria-adumbrata,49.546,-115.645,2009,filled,East Kootenay,East Kootenay,CA:5901,
drasteria-adumbrata,49.635,-115.989,2002,filled,East Kootenay,East Kootenay,CA:5901,
drasteria-adumbrata,50.111,-115.986,2001,filled,East Kootenay,East Kootenay,CA:5901,
drasteria-adumbrata,49.915,-115.649,2001,filled,East Kootenay,East Kootenay,CA:5901,
caenurgina-annexa,50.098,-114.783,2008,filled,East Kootenay,East Kootenay,CA:5901,
caenurgina-annexa,49.64,-115.995,2010,filled,East Kootenay,East Kootenay,CA:5901,
caenurgina-annexa,50.111,-115.986,2007,filled,East Kootenay,East Kootenay,CA:5901,
caenurgina-annexa,50.628,-116.114,2001,filled,East Kootenay,East Kootenay,CA:5901,
caenurgina-annexa,50.088,-115.701,2000,filled,East Kootenay,East Kootenay,CA:5901,
caenurgina-annexa,50.541,-116.078,2001,filled,East Kootenay,East Kootenay,CA:5901,
caenurgina-crassiuscula,49.446,-114.604,2011,filled,East Kootenay,East Kootenay,CA:5901,
caenurgina-crassiuscula,49.546,-115.645,2001,filled,East Kootenay,East Kootenay,CA:5901,
caenurgina-crassiuscula,49.546,-115.645,2008,filled,East Kootenay,East Kootenay,CA:5901,
caenurgina-crassiuscula,50.734,-116.277,2002,filled,East Kootenay,East Kootenay,CA:5901,
caenurgina-crassiuscula,50.111,-115.986,2001,filled,East Kootenay,East Kootenay,CA:5901,
caenurgina-crassiuscula,50.111,-115.986,2006,filled,East Kootenay,East Kootenay,CA:5901,
caenurgina-crassiuscula,50.111,-115.986,2007,filled,East Kootenay,East Kootenay,CA:5901,
caenurgina-erechtea,49.546,-115.645,2006,filled,East Kootenay,East Kootenay,CA:5901,
caenurgina-erechtea,49.38,-115.365,2000,filled,East Kootenay,East Kootenay,CA:5901,
caenurgina-erechtea,49.255,-115.241,2005,filled,East Kootenay,East Kootenay,CA:5901,
caenurgina-erechtea,50.111,-115.986,2001,filled,East Kootenay,East Kootenay,CA:5901,
euclidia-cuspidea,49.657,-115.596,2000,filled,East Kootenay,East Kootenay,CA:5901,
euclidia-cuspidea,49.555,-115.673,2001,filled,East Kootenay,East Kootenay,CA:5901,
euclidia-cuspidea,49.17,-116.002,2000,filled,East Kootenay,East Kootenay,CA:5901,
euclidia-ardita,49.367,-114.179,2002,no_match,,,,no reference DB row matched the core key
euclidia-ardita,49.62,-115.567,2004,filled,East Kootenay,East Kootenay,CA:5901,
euclidia-ardita,49.38,-115.365,2000,filled,East Kootenay,East Kootenay,CA:5901,
euclidia-ardita,49.38,-115.365,2000,filled,East Kootenay,East Kootenay,CA:5901,
euclidia-ardita,49.59,-116.018,2001,filled,East Kootenay,East Kootenay,CA:5901,
zale-lunata,49.507,-115.764,2004,filled,East Kootenay,East Kootenay,CA:5901,
zale-lunata,49.507,-115.764,2005,filled,East Kootenay,East Kootenay,CA:5901,
zale-lunata,49.546,-115.645,2006,filled,East Kootenay,East Kootenay,CA:5901,
zale-minerea,49.507,-115.763,2007,filled,East Kootenay,East Kootenay,CA:5901,
zale-minerea,49.5,-115.766,1992,filled,East Kootenay,East Kootenay,CA:5901,
zale-minerea,49.162,-116.266,2000,filled,Central Kootenay,Central Kootenay,CA:5903,
zale-duplicata,49.43,-115.893,2007,filled,East Kootenay,East Kootenay,CA:5901,
zale-duplicata,49.505,-115.068,2006,filled,East Kootenay,East Kootenay,CA:5901,
trichoplusia-ni,49.546,-115.645,2004,filled,East Kootenay,East Kootenay,CA:5901,
autographa-californica,49.507,-115.764,2001,filled,East Kootenay,East Kootenay,CA:5901,
autographa-californica,49.507,-115.764,2002,filled,East Kootenay,East Kootenay,CA:5901,
autographa-californica,49.507,-115.764,2005,filled,East Kootenay,East Kootenay,CA:5901,
autographa-californica,49.546,-115.645,2001,filled,East Kootenay,East Kootenay,CA:5901,
autographa-californica,49.546,-115.645,2001,filled,East Kootenay,East Kootenay,CA:5901,
autographa-californica,49.546,-115.645,2002,filled,East Kootenay,East Kootenay,CA:5901,
autographa-californica,49.546,-115.645,2005,filled,East Kootenay,East Kootenay,CA:5901,
autographa-californica,49.611,-115.444,2000,filled,East Kootenay,East Kootenay,CA:5901,
autographa-californica,49.38,-115.365,2002,filled,East Kootenay,East Kootenay,CA:5901,
autographa-californica,49.291,-114.745,2001,filled,East Kootenay,East Kootenay,CA:5901,
autographa-californica,50.899,-115.585,2005,filled,East Kootenay,East Kootenay,CA:5901,
autographa-mappa,49.5,-115.766,1995,filled,East Kootenay,East Kootenay,CA:5901,
autographa-mappa,50.337,-115.855,2005,filled,East Kootenay,East Kootenay,CA:5901,
autographa-mappa,51.351,-116.974,2007,filled,East Kootenay,East Kootenay,CA:5901,
autographa-bimaculata,49.5,-115.766,1994,filled,East Kootenay,East Kootenay,CA:5901,
autographa-metallica,49.5,-115.766,1995,filled,East Kootenay,East Kootenay,CA:5901,
autographa-metallica,49.546,-115.645,2002,filled,East Kootenay,East Kootenay,CA:5901,
autographa-metallica,49.546,-115.645,2002,filled,East Kootenay,East Kootenay,CA:5901,
autographa-metallica,49.546,-115.645,2002,filled,East Kootenay,East Kootenay,CA:5901,
autographa-metallica,49.546,-115.645,2005,filled,East Kootenay,East Kootenay,CA:5901,
autographa-metallica,49.546,-115.645,2009,filled,East Kootenay,East Kootenay,CA:5901,
autographa-ampla,49.5,-115.766,1992,filled,East Kootenay,East Kootenay,CA:5901,
autographa-ampla,49.546,-115.645,2005,filled,East Kootenay,East Kootenay,CA:5901,
autographa-ampla,49.546,-115.645,2007,filled,East Kootenay,East Kootenay,CA:5901,
syngrapha-octoscripta,49.546,-115.645,2009,filled,East Kootenay,East Kootenay,CA:5901,
syngrapha-viridisigma,49.507,-115.764,2007,filled,East Kootenay,East Kootenay,CA:5901,
syngrapha-viridisigma,49.546,-115.645,2005,filled,East Kootenay,East Kootenay,CA:5901,
syngrapha-viridisigma,49.546,-115.645,2008,filled,East Kootenay,East Kootenay,CA:5901,
syngrapha-viridisigma,49.244,-115.255,2007,filled,East Kootenay,East Kootenay,CA:5901,
syngrapha-viridisigma,50.111,-115.986,2002,filled,East Kootenay,East Kootenay,CA:5901,
syngrapha-epigaea,49.546,-115.645,2010,filled,East Kootenay,East Kootenay,CA:5901,
syngrapha-epigaea,49.5,-115.766,1995,filled,East Kootenay,East Kootenay,CA:5901,
syngrapha-epigaea,49.546,-115.645,2001,filled,East Kootenay,East Kootenay,CA:5901,
syngrapha-epigaea,49.546,-115.645,2005,filled,East Kootenay,East Kootenay,CA:5901,
syngrapha-epigaea,49.546,-115.645,2005,filled,East Kootenay,East Kootenay,CA:5901,
syngrapha-borea,50.55,-115.079,2006,filled,East Kootenay,East Kootenay,CA:5901,
syngrapha-borea,50.414,-115.191,2003,filled,East Kootenay,East Kootenay,CA:5901,
syngrapha-orophila,49.5,-115.766,1995,filled,East Kootenay,East Kootenay,CA:5901,
syngrapha-orophila,49.546,-115.645,2005,filled,East Kootenay,East Kootenay,CA:5901,
syngrapha-orophila,50.55,-115.079,2003,filled,East Kootenay,East Kootenay,CA:5901,
syngrapha-orophila,50.337,-115.855,2005,filled,East Kootenay,East Kootenay,CA:5901,
syngrapha-orophila,49.256,-115.764,2009,filled,East Kootenay,East Kootenay,CA:5901,
syngrapha-ignea,50.551,-115.072,2005,filled,East Kootenay,East Kootenay,CA:5901,
syngrapha-ignea,50.414,-115.191,2002,filled,East Kootenay,East Kootenay,CA:5901,
syngrapha-ignea,50.414,-115.191,2003,filled,East Kootenay,East Kootenay,CA:5901,
syngrapha-ignea,50.91,-115.588,2006,filled,East Kootenay,East Kootenay,CA:5901,
syngrapha-ignea,50.542,-114.626,2002,filled,East Kootenay,East Kootenay,CA:5901,
syngrapha-abstrusa,49.5,-115.766,1995,filled,East Kootenay,East Kootenay,CA:5901,
syngrapha-alias,49.145,-114.751,2000,filled,East Kootenay,East Kootenay,CA:5901,
syngrapha-angulidens,49.012,-114.083,2006,filled,East Kootenay,East Kootenay,CA:5901,
syngrapha-angulidens,50.374,-116.212,2000,filled,East Kootenay,East Kootenay,CA:5901,
syngrapha-angulidens,49.61,-115.466,2004,filled,East Kootenay,East Kootenay,CA:5901,
syngrapha-angulidens,50.524,-115.021,2008,filled,East Kootenay,East Kootenay,CA:5901,
syngrapha-angulidens,50.543,-115.061,2008,filled,East Kootenay,East Kootenay,CA:5901,
syngrapha-alticola,49.4,-114.276,2002,no_match,,,,no reference DB row matched the core key
syngrapha-alticola,50.904,-115.635,2004,filled,East Kootenay,East Kootenay,CA:5901,
syngrapha-alticola,50.911,-115.623,2006,filled,East Kootenay,East Kootenay,CA:5901,
anagrapha-falcifera,49.482,-113.878,2003,no_match,,,,no reference DB row matched the core key
anagrapha-falcifera,49.252,-115.241,2000,filled,East Kootenay,East Kootenay,CA:5901,
plusia-putnami,49.5,-115.766,1995,filled,East Kootenay,East Kootenay,CA:5901,
plusia-putnami,49.546,-115.645,2006,filled,East Kootenay,East Kootenay,CA:5901,
ponometia-semiflava,49.546,-115.645,2010,filled,East Kootenay,East Kootenay,CA:5901,
ponometia-tortricina,49.546,-115.645,2007,filled,East Kootenay,East Kootenay,CA:5901,
tarache-augustipennis,49.482,-113.878,2003,no_match,,,,no reference DB row matched the core key
tarache-major,49.507,-115.764,2007,filled,East Kootenay,East Kootenay,CA:5901,
panthea-acronyctoides,49.507,-115.764,2000,filled,East Kootenay,East Kootenay,CA:5901,
panthea-acronyctoides,49.507,-115.764,2001,filled,East Kootenay,East Kootenay,CA:5901,
panthea-acronyctoides,49.507,-115.764,2010,filled,East Kootenay,East Kootenay,CA:5901,
panthea-acronyctoides,49.546,-115.645,2006,filled,East Kootenay,East Kootenay,CA:5901,
panthea-acronyctoides,50.337,-115.855,2005,filled,East Kootenay,East Kootenay,CA:5901,
panthea-virginarius,49.5,-115.766,1996,filled,East Kootenay,East Kootenay,CA:5901,
panthea-virginarius,49.546,-115.645,2002,filled,East Kootenay,East Kootenay,CA:5901,
panthea-virginarius,49.546,-115.645,2003,filled,East Kootenay,East Kootenay,CA:5901,
panthea-virginarius,50.337,-115.855,2005,filled,East Kootenay,East Kootenay,CA:5901,
raphia-frater,49.5,-115.766,1992,filled,East Kootenay,East Kootenay,CA:5901,
raphia-frater,49.546,-115.645,2002,filled,East Kootenay,East Kootenay,CA:5901,
acronicta-cyanescens,49.507,-115.764,2005,filled,East Kootenay,East Kootenay,CA:5901,
acronicta-vulpina,49.507,-115.764,2001,filled,East Kootenay,East Kootenay,CA:5901,
acronicta-vulpina,50.337,-115.855,2008,filled,East Kootenay,East Kootenay,CA:5901,
acronicta-innotata,49.5,-115.766,1994,filled,East Kootenay,East Kootenay,CA:5901,
acronicta-radcliffei,49.507,-115.791,2006,filled,East Kootenay,East Kootenay,CA:5901,
acronicta-grisea,49.507,-115.764,2005,filled,East Kootenay,East Kootenay,CA:5901,
acronicta-grisea,49.507,-115.791,2006,filled,East Kootenay,East Kootenay,CA:5901,
acronicta-grisea,49.5,-115.766,,filled,East Kootenay,East Kootenay,CA:5901,
acronicta-grisea,49.546,-115.645,2006,filled,East Kootenay,East Kootenay,CA:5901,
acronicta-funeralis,50.337,-115.855,2005,filled,East Kootenay,East Kootenay,CA:5901,
acronicta-fragilis,50.337,-115.855,2001,filled,East Kootenay,East Kootenay,CA:5901,
acronicta-oblinita,50.337,-115.855,2001,filled,East Kootenay,East Kootenay,CA:5901,
acronicta-lanceolaria,49.507,-115.764,2005,filled,East Kootenay,East Kootenay,CA:5901,
acronicta-lupini,49.596,-115.883,2001,filled,East Kootenay,East Kootenay,CA:5901,
cucullia-montanae,49.546,-115.645,2006,filled,East Kootenay,East Kootenay,CA:5901,
