P No,New P No,MONA,Genus_Species,Author with Year,Common Name,Superfamily,Family,Subfamily,Tribe,Subtribe,Genus,Species,MPG URL,Taxonomic Note,Synonymy,P No 2016
931418,,9663,Balsa tristrigella,"(Walker, 1866)",Three-lined Balsa,Noctuoidea,Noctuidae,Balsinae,,,Balsa,tristrigella,https://mothphotographersgroup.msstate.edu/species.php?hodges=9663,,"Gargaza tristrigella Walker, 1866
Asisyra zelleri Grote, 1873",931418
931419,,9664,Balsa labecula,"(Grote, 1880)",White-blotched Balsa,Noctuoidea,Noctuidae,Balsinae,,,Balsa,labecula,https://mothphotographersgroup.msstate.edu/species.php?hodges=9664,,"Nolaphana labecula Grote, 1880",931419
931419.31,,9285,Polygrammate hebraeicum,"Hübner, 1818",Hebrew Moth,Noctuoidea,Noctuidae,Acronictinae,,,Polygrammate,hebraeicum,https://mothphotographersgroup.msstate.edu/species.php?hodges=9285,,"Polygrammate hebraeicum Hübner, 1818
Grammophora hebraea Guenée, 1852",931497
931419.32,,8104,Polygrammate cadburyi,"(Franclemont, 1939)",Cadbury's Mystique,Noctuoidea,Noctuidae,Acronictinae,,,Polygrammate,cadburyi,https://mothphotographersgroup.msstate.edu/species.php?hodges=8104,"Polygrammate cadburyi (Franclemont, 1939), n. comb, is transferred from the genus Comachara in Schmidt & Anweiler (2020), MONA Fascicle 25.4: 101.","Comachara cadburyi Franclemont, 1939",931499
931419.4,,9286,Harrisimemna trisignata,"(Walker, 1856)",Harris's Three-spot,Noctuoidea,Noctuidae,Acronictinae,,,Harrisimemna,trisignata,https://mothphotographersgroup.msstate.edu/species.php?hodges=9286,,"Grammophora trisignata Walker, 1856
Notodonta sexguttata Harris, 1869",931498
931419.51,,9061,Cerma cora,"Hübner, 1818",The Agate,Noctuoidea,Noctuidae,Acronictinae,,,Cerma,cora,https://mothphotographersgroup.msstate.edu/species.php?hodges=9061,,"Cerma cora Hübner, 1818
Chariptera festa Guenée, 1852",931500
931419.52,,9062,Cerma cerintha,"(Treitschke, 1826)",Tufted Bird-dropping Moth,Noctuoidea,Noctuidae,Acronictinae,,,Cerma,cerintha,https://mothphotographersgroup.msstate.edu/species.php?hodges=9062,"Cerma cerintha (Treitschke, 1826) includes as a synonym 9063 Cerma sirius Barnes & McDunnough, 1918 in Schmidt & Anweiler (2020).","Acontia cerintha Treitschke, 1826
Chamyris obscura Dyar, 1923
Chamyris sirius Barnes & McDunnough, 1918",931501
931419.6,,9283,Chloronycta tybo,"(Barnes, 1904)",,Noctuoidea,Noctuidae,Acronictinae,,,Chloronycta,tybo,https://mothphotographersgroup.msstate.edu/species.php?hodges=9283,"Chloronycta tybo (Barnes, 1904) was formerly in the genus Agriopodes. This species was transferred to the genus Chloronycta, n. gen., in Schmidt et al. 2014, ZooKeys. 421: 115-137.","Moma tybo Barnes, 1904",931496
931419.71,,9221,Acronicta funeralis,"(Grote & Robinson, 1866)",Funerary Dagger,Noctuoidea,Noctuidae,Acronictinae,,,Acronicta,funeralis,https://mothphotographersgroup.msstate.edu/species.php?hodges=9221,,"Acronycta funeralis Grote & Robinson, 1866
Acronicta fuscalis Barnes & Benjamin, 1924",931438
931419.72,,9238.1,Acronicta perblanda,"Ferguson, [1989]",,Noctuoidea,Noctuidae,Acronictinae,,,Acronicta,perblanda,https://mothphotographersgroup.msstate.edu/species.php?hodges=9238.1,"Acronicta perblanda Ferguson, [1989], n. sp.: Journal of Research on the Lepidoptera, 26: 201-218.","Acronicta perblanda Ferguson, [1989]",931456
931419.73,,9251,Acronicta retardata,"(Walker, 1861)",Retarded Dagger,Noctuoidea,Noctuidae,Acronictinae,,,Acronicta,retardata,https://mothphotographersgroup.msstate.edu/species.php?hodges=9251,"Acronicta retardata (Walker, 1861) includes as a synonym Acronicta caesarea Smith, 1905 [9252] in Forbes (1954), overlooked syn. in Hodges et al. (1983) (Checklist), see Lafontaine & Schmidt (2010), ZooKeys, 40: 136.","Microcoelia retardata Walker, 1861
Acronicta caesarea Smith, 1905
Acronycta dissecta Grote & Robinson, 1870",931470
931419.74,,9232,Acronicta atristrigatus,"(Smith, 1900)",,Noctuoidea,Noctuidae,Acronictinae,,,Acronicta,atristrigatus,https://mothphotographersgroup.msstate.edu/species.php?hodges=9232,,"Anytus atristrigatus Smith, 1900
Anytus astrigatus of authors, [no date]",931449
931419.75,,9233,Acronicta nigrosuffusa,"Schmidt & Anweiler, 2020",,Noctuoidea,Noctuidae,Acronictinae,,,Acronicta,nigrosuffusa,https://mothphotographersgroup.msstate.edu/species.php?hodges=9233,"Acronicta nigrosuffusa Schmidt & Anweiler, 2020, n. sp., includes as a synonym 9233 Acronicta theodora of authors; not Schaus, 1894 in Schmidt & Anweiler (2020), MONA Fascicle 25.4: 127.","Acronicta nigrosuffusa Schmidt & Anweiler, 2020
Acronicta theodora of authors not Schaus, 1894",931450
931419.76,,9234,Acronicta beameri,"Todd, 1958",,Noctuoidea,Noctuidae,Acronictinae,,,Acronicta,beameri,https://mothphotographersgroup.msstate.edu/species.php?hodges=9234,,"Acronicta beameri Todd, 1958",931451
931419.77,,9254,Acronicta afflicta,"(Grote, 1864)",Afflicted Dagger,Noctuoidea,Noctuidae,Acronictinae,,,Acronicta,afflicta,https://mothphotographersgroup.msstate.edu/species.php?hodges=9254,,"Acronycta afflicta Grote, 1864
Acronicta schmalzriedi Lemmer, 1937",931471
931419.78,,9256,Acronicta marmorata,"(Smith, 1897)",Marbled Oak Dagger,Noctuoidea,Noctuidae,Acronictinae,,,Acronicta,marmorata,https://mothphotographersgroup.msstate.edu/species.php?hodges=9256,,"Acronycta marmorata Smith, 1897",931473
931419.79,,9255,Acronicta brumosa,"(Guenée, 1852)",Charred Dagger,Noctuoidea,Noctuidae,Acronictinae,,,Acronicta,brumosa,https://mothphotographersgroup.msstate.edu/species.php?hodges=9255,"Acronicta brumosa (Guenée, 1852) formerly included as a synonym 9255.1 Acronicta liturata (Smith, 1897), revised status, in Schmidt & Anweiler (2020), MONA Fascicle 25.4: 137.","Acronycta brumosa Guenée, 1852
Apatela persuasa Harvey, 1875",931472
931419.8,,9255.1,Acronicta liturata,"(Smith, 1897)",,Noctuoidea,Noctuidae,Acronictinae,,,Acronicta,liturata,https://mothphotographersgroup.msstate.edu/species.php?hodges=9255.1,"Acronicta liturata (Smith, 1897) is raised from subspecies of 9255 Acronicta brumosa (Guenée, 1852) to full species status in Schmidt & Anweiler (2020), MONA Fascicle 25.4: 137.","Acronycta liturata Smith, 1897",931472.1
931419.81,,9255.2,Acronicta wiklei,"Schmidt & Anweiler, 2020",,Noctuoidea,Noctuidae,Acronictinae,,,Acronicta,wiklei,https://mothphotographersgroup.msstate.edu/species.php?hodges=9255.2,"Acronicta wiklei Schmidt & Anweiler, 2020, n. sp., MONA Fascicle 25.4: 138.","Acronicta wiklei Schmidt & Anweiler, 2020",931472.2
931419.82,,9216,Acronicta albarufa,"(Grote, 1874)",Barrens Dagger,Noctuoidea,Noctuidae,Acronictinae,,,Acronicta,albarufa,https://mothphotographersgroup.msstate.edu/species.php?hodges=9216,"Acronicta albarufa (Grote, 1874) includes as a subspecies Acronicta exempta (Dyar, 1922) [9216] in Schmidt & Anweiler (2020), MONA Fascicle 25.4: 141.","Acronycta albarufa Grote, 1874
Acronycta walkeri Andrews, 1877",931462
931419.83,,9243,Acronicta ovata,"(Grote, 1873)",Epauleted Ovate Dagger,Noctuoidea,Noctuidae,Acronictinae,,,Acronicta,ovata,https://mothphotographersgroup.msstate.edu/species.php?hodges=9243,,"Acronycta ovata Grote, 1873",931463
931419.84,,9242,Acronicta exilis,"(Grote, 1874)",Lesser Oak Dagger,Noctuoidea,Noctuidae,Acronictinae,,,Acronicta,exilis,https://mothphotographersgroup.msstate.edu/species.php?hodges=9242,,"Acronycta exilis Grote, 1874",931464
931419.85,,9242.1,Acronicta immodica,"Schmidt & Anweiler, 2020",Medium Oak Dagger,Noctuoidea,Noctuidae,Acronictinae,,,Acronicta,immodica,https://mothphotographersgroup.msstate.edu/species.php?hodges=9242.1,"Acronicta immodica Schmidt & Anweiler, 2020, n. sp., includes as a synonym Acronicta modica of authors; (not Walker, 1856) in Schmidt & Anweiler (2020), MONA Fascicle 25.4: 145.","Acronicta immodica Schmidt & Anweiler, 2020
Acronicta modica of authors not Walker, 1856",931464.1
931419.86,,9244,Acronicta modica,"(Walker, 1856)",Hesitant Dagger,Noctuoidea,Noctuidae,Acronictinae,,,Acronicta,modica,https://mothphotographersgroup.msstate.edu/species.php?hodges=9244,"Acronicta modica (Walker, 1856) includes as synonym 9245 Acronicta haesitata (Grote, 1882) in Schmidt & Anweiler (2020), MONA Fascicle 25.4: 147.Specimens previously identified as this species refer to 9242.1 Acronicta immodica Schmidt & Anweiler, 2020, n. sp., MONA Fascicle 25.4: 145.","Acronycta modica Walker, 1856
Apatela haesitata Grote, 1882",931465
931419.87,,9249,Acronicta increta,"(Morrison, 1875)",Eclipsed Oak Dagger,Noctuoidea,Noctuidae,Acronictinae,,,Acronicta,increta,https://mothphotographersgroup.msstate.edu/species.php?hodges=9249,"Acronicta increta (Morrison, 1875) includes as a synonym [9250] Acronicta inclara (Smith, 1900) in Schmidt & Anweiler (2020), MONA Fascicle 25.4: 149.","Acronycta increta Morrison, 1875
Acronycta inclara Smith, 1900
Acronycta inconstans Smith, 1911",931467
931419.88,,9249.1,Acronicta cryptica,"Schmidt & Anweiler, 2020",Cryptic Oak Dagger,Noctuoidea,Noctuidae,Acronictinae,,,Acronicta,cryptica,https://mothphotographersgroup.msstate.edu/species.php?hodges=9249.1,"Acronicta cryptica Schmidt & Anweiler, 2020, n. sp., MONA Fascicle 25.4: 150.Some past records of 9249 A. increta and [9250] A. inclara, n. syn. of A. increta, refer to this species.","Acronicta cryptica Schmidt & Anweiler, 2020",931467.1
931419.89,,9247,Acronicta tristis,"(Smith, 1911)",Sad Dagger,Noctuoidea,Noctuidae,Acronictinae,,,Acronicta,tristis,https://mothphotographersgroup.msstate.edu/species.php?hodges=9247,,"Acronycta tristis Smith, 1911",931469
931420,,9199,Acronicta rubricoma,"(Guenée, 1852)",Hackberry Dagger,Noctuoidea,Noctuidae,Acronictinae,,,Acronicta,rubricoma,https://mothphotographersgroup.msstate.edu/species.php?hodges=9199,,"Acronycta rubricoma Guenée, 1852",931420
931421,,9200,Acronicta americana,"(Harris, 1841)",American Dagger,Noctuoidea,Noctuidae,Acronictinae,,,Acronicta,americana,https://mothphotographersgroup.msstate.edu/species.php?hodges=9200,,"Apatela americana Harris, 1841
Acronycta acericola Guenée, 1852
Acronycta eldora Smith, 1905
Apatela obscura Edwards, 1886",931421
931422,,9201,Acronicta hastulifera,"(Smith, 1797)",Frosted Dagger,Noctuoidea,Noctuidae,Acronictinae,,,Acronicta,hastulifera,https://mothphotographersgroup.msstate.edu/species.php?hodges=9201,,"Phalaena hastulifera Smith, 1797",931422
931423,,9202,Acronicta insita,"(Walker, 1856)",Large Gray Dagger,Noctuoidea,Noctuidae,Acronictinae,,,Acronicta,insita,https://mothphotographersgroup.msstate.edu/species.php?hodges=9202,"Acronicta insita (Walker, 1856) includes as synonyms Acronicta dactylina (Grote, 1874) [9203], n. syn., and Acronicta hesperida (Smith, 1897) [9204], rev. syn., in Schmidt & Anweiler (2020), MONA Fascicle 25.4: 160.","Acronycta insita Walker, 1856
Acronycta dactylina Grote, 1874
Acronycta denvera Smith, 1905
Acronycta hesperida Smith, 1897",931423
931423.1,,9210,Acronicta tota,"(Grote, 1879)",,Noctuoidea,Noctuidae,Acronictinae,,,Acronicta,tota,https://mothphotographersgroup.msstate.edu/species.php?hodges=9210,,"Apatela tota Grote, 1879",931431
931425,,9205,Acronicta lepusculina,"(Guenée, 1852)",Cottonwood Dagger,Noctuoidea,Noctuidae,Acronictinae,,,Acronicta,lepusculina,https://mothphotographersgroup.msstate.edu/species.php?hodges=9205,,"Acronycta lepusculina Guenée, 1852
Acronycta canadensis Smith & Dyar, 1898
Acronycta chionochroa Hampson, 1909
Acronycta cinderella Smith, 1897
Acronycta cretata Smith, 1897
Apatela felina Grote, 1879
Acronycta frigida Smith, 1897
Acronycta pacifica Smith, 1897
Acronycta populi Riley, 1870
Acronycta similana Smith, 1905
Acronycta tonitra Smith, 1908
Acronycta transversata Smith, 1897",931425
931426,,9205.1,Acronicta cyanescens,"(Hampson, 1909)",Blue-gray Dagger,Noctuoidea,Noctuidae,Acronictinae,,,Acronicta,cyanescens,https://mothphotographersgroup.msstate.edu/species.php?hodges=9205.1,Acronicta cyanescens was a subspecies of 9205 - Acronicta lepusculina,"Acronycta cyanescens Hampson, 1909
Acronycta amicora Smith, 1911
Acronycta metra Smith, 1911
Acronycta turpis Smith, 1911",931426
931427,,9206,Acronicta vulpina,"(Grote, 1883)",Miller Dagger,Noctuoidea,Noctuidae,Acronictinae,,,Acronicta,vulpina,https://mothphotographersgroup.msstate.edu/species.php?hodges=9206,"Acronicta vulpina (Grote, 1883), listed as a subspecies of Acronicta leporina (extralimital), in Hodges et al. (1983) (Checklist), is treated as a full species in Kononenko et al. (1989),
Mikkola et al. (1991) and Lafontaine & Schmidt (2010).","Apatela vulpina Grote, 1883
Apatela cassinoi Barnes & Benjamin, 1926
Apatela cretatoides Benjamin, 1935
Phalaena leporina of authors not Linnaeus, 1758
Apatela moesta Dyar, 1904
Apatela sancta Edwards, 1888",931427
931427.1,,9241,Acronicta fragilis,"(Guenée, 1852)",Fragile Dagger,Noctuoidea,Noctuidae,Acronictinae,,,Acronicta,fragilis,https://mothphotographersgroup.msstate.edu/species.php?hodges=9241,,"Microcoelia fragilis Guenée, 1852
Acronicta atrior Franclemont, 1938
Apatela fragiloides Barnes & Benjamin, 1924
Apatela minella Dyar, 1898
Bryophila spectans Walker, 1861",931458
931427.2,,9241.1,Acronicta heitzmani,"Covell & Metzler, 1992",Heitzman's Dagger,Noctuoidea,Noctuidae,Acronictinae,,,Acronicta,heitzmani,https://mothphotographersgroup.msstate.edu/species.php?hodges=9241.1,"Acronicta heitzmani Covell & Metzler, 1992, n. sp.: Journal of the Lepidopterists' Society, 46: 220-232.","Acronicta heitzmani Covell & Metzler, 1992",931459
931427.3,,9225,Acronicta vinnula,"(Grote, 1864)",Delightful Dagger,Noctuoidea,Noctuidae,Acronictinae,,,Acronicta,vinnula,https://mothphotographersgroup.msstate.edu/species.php?hodges=9225,"Acronicta vinnula (Grote, 1864) includes as a subspecies [9222] Acronicta paupercula (Grote, 1874) with [9223] Acronicta lepetita (Smith, 1908), n. syn., in Schmidt & Anweiler (2020), MONA Fascicle 25.4: 174.","Microcoelia vinnula Grote, 1864
Acronicta percolens Franclemont, 1938
Acronicta floridensis Schmidt & Anweiler, 2020
Acronycta paupercula Grote, 1874
Acronycta lepetita Smith, 1908",931442
931427.4,,9218,Acronicta mansueta,"(Smith, 1897)",Gentle Dagger,Noctuoidea,Noctuidae,Acronictinae,,,Acronicta,mansueta,https://mothphotographersgroup.msstate.edu/species.php?hodges=9218,"Acronicta mansueta (Smith, 1897), previously synonymized with 9214 Acronicta falcula in Lafontaine & Schmidt (2010), ZooKeys, 40: 136, is elevated back to full species status in Lafontaine & Schmidt (2011), Zookeys, 149: 153.","Acronycta mansueta Smith, 1897",931434.2
931427.5,,9215,Acronicta parallela,"(Grote, 1879)",,Noctuoidea,Noctuidae,Acronictinae,,,Acronicta,parallela,https://mothphotographersgroup.msstate.edu/species.php?hodges=9215,"Acronicta parallela (Grote, 1879), previously synonymized with 9214 Acronicta falcula in Lafontaine & Schmidt (2010), ZooKeys, 40: 136, is elevated back to full species status, Zookeys, 149: 153.","Apatela parallela Grote, 1879",931434.1
931432,,9211,Acronicta tritona,"(Hübner, 1818)",Triton Dagger,Noctuoidea,Noctuidae,Acronictinae,,,Acronicta,tritona,https://mothphotographersgroup.msstate.edu/species.php?hodges=9211,,"Triaena tritona Hübner, 1818",931432
931432.1,,9281,Acronicta fallax,"(Herrich-Schäffer, 1854)",Green Marvel,Noctuoidea,Noctuidae,Acronictinae,,,Acronicta,fallax,https://mothphotographersgroup.msstate.edu/species.php?hodges=9281,"Acronicta fallax (Herrich-Schäffer, 1854), formerly in the genus Agriopodes, n. syn., includes as a synonym 9282 Agriopodes geminata, ZooKeys 421: 125.","Diphthera fallax Herrich-Schäffer, 1854
Moma geminata Smith, 1903",931442.1
931433,,9212,Acronicta grisea,"(Walker, 1856)",Gray Dagger,Noctuoidea,Noctuidae,Acronictinae,,,Acronicta,grisea,https://mothphotographersgroup.msstate.edu/species.php?hodges=9212,"Acronicta grisea (Walker, 1856) includes as a synonym Acronicta tartarea [9213] in Pohl et al. (2010), ZooKeys, 38: 505.","Acronycta grisea Walker, 1856
Acronycta pudorata Morrison, 1875
Acronycta revellata Smith, 1897
Acronycta tartarea Smith, 1903",931433
931434,,9214,Acronicta falcula,"(Grote, 1877)",Hazel Dagger,Noctuoidea,Noctuidae,Acronictinae,,,Acronicta,falcula,https://mothphotographersgroup.msstate.edu/species.php?hodges=9214,"Acronicta falcula (Grote, 1877) formerly included as synonyms 9215 A. parallela and 9218 A. mansueta, Zookeys, 149: 153.","Apatela falcula Grote, 1877",931434
931434.1,,9239,Acronicta valliscola,"Blanchard, 1968",,Noctuoidea,Noctuidae,Acronictinae,,,Acronicta,valliscola,https://mothphotographersgroup.msstate.edu/species.php?hodges=9239,,"Acronicta valliscola Blanchard, 1968",931457
931434.2,,9246,Acronicta clarescens,"(Guenée, 1852)",Clear Dagger,Noctuoidea,Noctuidae,Acronictinae,,,Acronicta,clarescens,https://mothphotographersgroup.msstate.edu/species.php?hodges=9246,"Acronicta clarescens (Guenée, 1852) iAcronicta clarescens (Guenée, 1852) in Forbes (1954), overlooked syn. in Hodges et al. (1983) (Checklist), corrected by Rings et al. (1992).","Acronycta clarescens Guenée, 1852
Acronicta centriferruginea Strand, 1916
[unknown] prunata Barnes & Benjamin, 1924
Acronycta pruni Harris, 1869
Acronycta smithii Butler, 1893",931460
931434.3,,9230,Acronicta thoracica,"(Grote, 1880)",,Noctuoidea,Noctuidae,Acronictinae,,,Acronicta,thoracica,https://mothphotographersgroup.msstate.edu/species.php?hodges=9230,,"Apatela thoracica Grote, 1880",931446
931434.4,,9231,Acronicta strigulata,"(Smith, 1897)",Strigulose Dagger,Noctuoidea,Noctuidae,Acronictinae,,,Acronicta,strigulata,https://mothphotographersgroup.msstate.edu/species.php?hodges=9231,,"Acronycta strigulata Smith, 1897",931447
931434.5,,9248,Acronicta hamamelis,"(Guenée, 1852)",Witch Hazel Dagger,Noctuoidea,Noctuidae,Acronictinae,,,Acronicta,hamamelis,https://mothphotographersgroup.msstate.edu/species.php?hodges=9248,"Acronicta hamamelis (Guenée, 1852) includes as a synonym Acronicta subochrea (Grote, 1874) [9248] in Forbes (1954), overlooked syn. in Hodges et al. (1983) (Checklist), corrected by Rings et al. (1992).","Acronycta hamamelis Guenée, 1852
Apatela guyasuta Chermock & Chermock, 1940
Acronycta subochrea Grote, 1874",931461
931434.6,,9266,Acronicta lithospila,"(Grote, 1874)",Streaked Dagger,Noctuoidea,Noctuidae,Acronictinae,,,Acronicta,lithospila,https://mothphotographersgroup.msstate.edu/species.php?hodges=9266,,"Acronycta lithospila Grote, 1874",931480
931434.7,,9207,Acronicta innotata,"(Guenée, 1852)",Unmarked Dagger,Noctuoidea,Noctuidae,Acronictinae,,,Acronicta,innotata,https://mothphotographersgroup.msstate.edu/species.php?hodges=9207,,"Acronycta innotata Guenée, 1852
Diphthera graefii Grote, 1864
Apatela griseor Dyar, 1904",931428
931434.8,,9208,Acronicta betulae,"(Riley, 1884)",River Birch Dagger,Noctuoidea,Noctuidae,Acronictinae,,,Acronicta,betulae,https://mothphotographersgroup.msstate.edu/species.php?hodges=9208,,"Acronycta betulae Riley, 1884",931429
931441,,9224,Acronicta quadrata,"(Grote, 1874)",,Noctuoidea,Noctuidae,Acronictinae,,,Acronicta,quadrata,https://mothphotographersgroup.msstate.edu/species.php?hodges=9224,,"Acronycta quadrata Grote, 1874",931441
931441.1,,9209,Acronicta radcliffei,"(Harvey, 1875)",Radcliffe's Dagger,Noctuoidea,Noctuidae,Acronictinae,,,Acronicta,radcliffei,https://mothphotographersgroup.msstate.edu/species.php?hodges=9209,,"Apatela radcliffei Harvey, 1875
Acronicta vancouverensis Strand, 1916",931430
931441.2,,9229,Acronicta hasta,"(Guenée, 1852)",Cherry Dagger,Noctuoidea,Noctuidae,Acronictinae,,,Acronicta,hasta,https://mothphotographersgroup.msstate.edu/species.php?hodges=9229,"Acronicta hasta (Guenée, 1852) includes as a synonym Acronicta furcifera [9228] in Forbes (1954), overlooked syn. in Hodges et al. (1983) (Checklist), corrected by Rings et al. (1992).","Acronycta hasta Guenée, 1852
Acronycta furcifera Guenée, 1852
Acronycta manitoba Smith, 1897
Acronycta wanda Buchholz, 1917",931445
931441.3,,9237,Acronicta interrupta,"(Guenée, 1852)",Interrupted Dagger,Noctuoidea,Noctuidae,Acronictinae,,,Acronicta,interrupta,https://mothphotographersgroup.msstate.edu/species.php?hodges=9237,,"Acronycta interrupta Guenée, 1852
Acronycta elisabeta Smith, 1907
Acronicta elizabeta Barnes & McDunnough, 1917
Acronycta occidentalis Grote & Robinson, 1866
Acronycta sagittaria Harris, 1869",931454
931444,,9227,Acronicta laetifica,"(Smith, 1897)",Pleasant Dagger,Noctuoidea,Noctuidae,Acronictinae,,,Acronicta,laetifica,https://mothphotographersgroup.msstate.edu/species.php?hodges=9227,,"Acronycta laetifica Smith, 1897",931444
931444.1,,9235,Acronicta spinigera,"(Guenée, 1852)",Nondescript Dagger,Noctuoidea,Noctuidae,Acronictinae,,,Acronicta,spinigera,https://mothphotographersgroup.msstate.edu/species.php?hodges=9235,,"Acronycta spinigera Guenée, 1852
Apatela harveyana Grote, 1875",931452
931444.2,,9226,Acronicta superans,"(Guenée, 1852)",Splendid Dagger,Noctuoidea,Noctuidae,Acronictinae,,,Acronicta,superans,https://mothphotographersgroup.msstate.edu/species.php?hodges=9226,,"Acronycta superans Guenée, 1852
Acronicta superba Franclemont, 1938",931443
931444.3,,9236,Acronicta morula,"(Grote & Robinson, 1868)",Ochre Dagger,Noctuoidea,Noctuidae,Acronictinae,,,Acronicta,morula,https://mothphotographersgroup.msstate.edu/species.php?hodges=9236,,"Acronycta morula Grote & Robinson, 1868
Acronicta columboides Franclemont, 1938
Acronycta ulmi Harris, 1869",931453
931444.4,,9238,Acronicta lobeliae,"(Guenée, 1852)",Greater Oak Dagger,Noctuoidea,Noctuidae,Acronictinae,,,Acronicta,lobeliae,https://mothphotographersgroup.msstate.edu/species.php?hodges=9238,,"Acronycta lobeliae Guenée, 1852
Acronycta grotei Butler, 1893
Acronycta telum Guenée, 1852",931455
931444.5,,9238.2,Acronicta texana,"Schmidt & Anweiler, 2020",,Noctuoidea,Noctuidae,Acronictinae,,,Acronicta,texana,https://mothphotographersgroup.msstate.edu/species.php?hodges=9238.2,"Acronicta texana Schmidt & Anweiler, 2020, n. sp., MONA Fascicle 25.4: 210.","Acronicta texana Schmidt & Anweiler, 2020",931455.1
931444.6,,9219,Acronicta connecta,"(Grote, 1873)",Connected Dagger,Noctuoidea,Noctuidae,Acronictinae,,,Acronicta,connecta,https://mothphotographersgroup.msstate.edu/species.php?hodges=9219,"Acronicta connecta (Grote, 1873) includes as a synonym, [9220] Acronicta rapidan (Dyar, 1912) in Schmidt & Anweiler (2020), MONA Fascicle 25.4: 215.","Acronycta connecta Grote, 1873
Acronicta albina McDunnough, 1940
Apatela rapidan Dyar, 1912",931436
931448,,9231.1,Acronicta browni,"Mustelin & Leuschner, 2000",,Noctuoidea,Noctuidae,Acronictinae,,,Acronicta,browni,https://mothphotographersgroup.msstate.edu/species.php?hodges=9231.1,"Acronicta browni: New species description. Mustelin & Leuschner, 2000, n. sp.: Proc. San Diego Soc. Nat. Hist., 36: 1-18.","Acronicta browni Mustelin & Leuschner, 2000",931448
931474,,9257,Acronicta impleta,"(Walker, 1856)",Powered Dagger,Noctuoidea,Noctuidae,Acronictinae,,,Acronicta,impleta,https://mothphotographersgroup.msstate.edu/species.php?hodges=9257,,"Acronycta impleta Walker, 1856
Acronycta illita Smith, 1897
[unknown] krautwormi Chermock, 1927
Acronycta luteicoma Grote & Robinson, 1870",931474
931477,,9261,Acronicta impressa,"(Walker, 1856)",Impressive Dagger,Noctuoidea,Noctuidae,Acronictinae,,,Acronicta,impressa,https://mothphotographersgroup.msstate.edu/species.php?hodges=9261,"Acronicta impressa (Walker, 1856) includes as synonyms Acronicta acla [9262] and Acronicta distans [9263].","Acronycta impressa Walker, 1856
Apatela acla Benjamin, 1933
Noctua auricoma of authors not Fabricius, 1787
Apatela distans Grote, 1879
Acronycta emaculata Smith, 1897
Acronycta fasciata Walker, 1856
[unknown] lemmeri Chermock & Chermock, 1940
Acronicta scintillans Franclemont, 1938
Acronicta verrilli Franclemont & Todd, 1983
Acronycta verrillii Grote & Robinson, 1870
Acronycta dolorosa Dyar, 1904",931477
931477.1,,9263.1,Acronicta menyanthidis,"(Esper, [1789])",,Noctuoidea,Noctuidae,Acronictinae,,,Acronicta,menyanthidis,https://mothphotographersgroup.msstate.edu/species.php?hodges=9263.1,"Acronicta menyanthidis (Esper, 1789) is now recognized within the North American fauna north of Mexico, Zootaxa, 3571: 1-25.","Noctua menyanthidis Esper, [1789]
Acronicta fennica de Lattin, 1940
Phalaena Noctua menyanthidis Vieweg, 1790
Acronycta obsoleta Tutt, 1891
Acronycta scotica Tutt, 1888
Acronycta suffusa Tutt, 1891",931477.1
931477.2,,9280,Acronicta insularis,"(Herrich-Schäffer, 1868)",Marsh Dagger,Noctuoidea,Noctuidae,Acronictinae,,,Acronicta,insularis,https://mothphotographersgroup.msstate.edu/species.php?hodges=9280,"Acronicta insularis (Herrich-Schäffer, 1868) includes as a synonym 9280 Simyra henrici, Revista Brasileira de Zoologia, 19: 352.This species was formerly in the genus Simyra, Systematic Entomology. 41: 416-429.","Tapinostola insularis Herrich-Schäffer, 1868
Simyra albovenosa of authors not Goeze, 1781
Leucania evanida Grote, 1873
Ablepharon fumosum Morrison, 1874
Leucania henrici Grote, 1873
Ommatostolidea julitae Benjamin, 1933
Simyra unifacta Dyar, 1912",931493
931477.3,,9280.1,Acronicta dentinosa,"(Freyer, 1839)",,Noctuoidea,Noctuidae,Acronictinae,,,Acronicta,dentinosa,https://mothphotographersgroup.msstate.edu/species.php?hodges=9280.1,"Acronicta dentinosa (Freyer, 1839) was introduced as a bio-control agent of Euphorbia esula in Elko Co., NV in 1994 (Kadrmas & Johnson 1994). Establishment of a breeding population is uncertain (Schmidt & Anweiler 2020).","Simyra dentinosa Freyer, [1838]
Cucullia leucaspis Fischer de Waldheim, 1840
Symira [sic] tendinosa Herrich-Schäffer, 1848
Simyra zeliha Kornosor & Lödl, 1991",931493.1
931477.4,,9259,Acronicta noctivaga,"(Grote, 1864)",Night-Wandering Dagger,Noctuoidea,Noctuidae,Acronictinae,,,Acronicta,noctivaga,https://mothphotographersgroup.msstate.edu/species.php?hodges=9259,,"Acronycta noctivaga Grote, 1864",931476
931477.5,,9258,Acronicta sperata,"(Grote, 1873)",,Noctuoidea,Noctuidae,Acronictinae,,,Acronicta,sperata,https://mothphotographersgroup.msstate.edu/species.php?hodges=9258,,"Acronycta sperata Grote, 1873
Acronycta speratina Smith, 1905",931475
931481,,9267,Acronicta barnesii,"(Smith, 1897)",,Noctuoidea,Noctuidae,Acronictinae,,,Acronicta,barnesii,https://mothphotographersgroup.msstate.edu/species.php?hodges=9267,,"Acronycta barnesii Smith, 1897",931481
