P No,New P No,MONA,Genus_Species,Author with Year,Common Name,Superfamily,Family,Subfamily,Tribe,Subtribe,Genus,Species,MPG URL,Taxonomic Note,Synonymy,P No 2016
51a0996.1,,3142,Pelochrista cataclystiana,"(Walker, 1863)",Solidago Pelochrista,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,cataclystiana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3142,"Pelochrista cataclystiana: Formerly placed in the genus Eucosma, Gilligan et al. (2013), Zootaxa, 3746(2): 301-337.","Paedisca cataclystiana Walker, 1863",620909
51a0997.1,,3143,Pelochrista conspiciendana,"(Heinrich, 1923)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,conspiciendana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3143,"Pelochrista conspiciendana: Formerly placed in the genus Eucosma, Gilligan et al. (2013), Zootaxa, 3746(2): 301-337.","Eucosma conspiciendana Heinrich, 1923",620916
51a0998.1,,3096,Pelochrista grandiflavana,"(Walsingham, 1879)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,grandiflavana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3096,"Pelochrista grandiflavana: Formerly placed in the genus Eucosma, Gilligan et al. (2013), Zootaxa, 3746(2): 301-337.","Paedisca grandiflavana Walsingham, 1879",620952
51a0999.1,,3060,Pelochrista subflavana,"(Walsingham, 1879)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,subflavana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3060,"Pelochrista subflavana: Formerly placed in the genus Eucosma, Gilligan et al. (2013), Zootaxa, 3746(2): 301-337.","Paedisca subflavana Walsingham, 1879",621039
51a1000.1,,3058,Pelochrista consociana,"(Heinrich, 1923)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,consociana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3058,"Pelochrista consociana: Formerly placed in the genus Eucosma, Gilligan et al. (2013), Zootaxa, 3746(2): 301-337.","Eucosma consociana Heinrich, 1923",620915
51a1000.2,,3058.1,Pelochrista murina,"Wright & Gilligan, 2017",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,murina,https://mothphotographersgroup.msstate.edu/species.php?hodges=3058.1,"Pelochrista murina Wright & Gilligan, 2017, n. sp., MONA Fascicle 9.5: 135.","Pelochrista murina Wright & Gilligan, 2017",620915.1
51a1001.1,,3059,Pelochrista irroratana,"(Walsingham, 1879)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,irroratana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3059,"Pelochrista irroratana: Formerly placed in the genus Eucosma, Gilligan et al. (2013), Zootaxa, 3746(2): 301-337.","Paedisca irroratana Walsingham, 1879
Paedisca perdricana Walsingham, 1879",620967
51a1002.1,,3061,Pelochrista handana,"(Kearfott, 1907)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,handana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3061,"Pelochrista handana: Formerly placed in the genus Eucosma, Gilligan et al. (2013), Zootaxa, 3746(2): 301-337.","Eucosma handana Kearfott, 1907
Pelochrista caramitis Heinrich, 1923
Eucosma ceramitis Meyrick, 1912",620956
51a1002.2,,3061.2,Pelochrista aurantiaca,"Wright & Gilligan, 2017",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,aurantiaca,https://mothphotographersgroup.msstate.edu/species.php?hodges=3061.2,"Pelochrista aurantiaca Wright & Gilligan, 2017, n. sp., MONA Fascicle 9.5: 137.","Pelochrista aurantiaca Wright & Gilligan, 2017",620956.1
51a1003.1,,3108,Pelochrista primulana,"(Walsingham, 1879)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,primulana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3108,"Pelochrista primulana: Formerly placed in the genus Eucosma, Gilligan et al. (2013), Zootaxa, 3746(2): 301-337.","Paedisca primulana Walsingham, 1879",621013
51a1004.1,,3107,Pelochrista biplagata,"(Walsingham, 1895)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,biplagata,https://mothphotographersgroup.msstate.edu/species.php?hodges=3107,"Pelochrista biplagata: Formerly placed in the genus Eucosma, Gilligan et al. (2013), Zootaxa, 3746(2): 301-337.","Paedisca biplagata Walsingham, 1895",620901
51a1005.1,,3117,Pelochrista hennei,"(Clarke, 1947)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,hennei,https://mothphotographersgroup.msstate.edu/species.php?hodges=3117,"Pelochrista hennei: Formerly placed in the genus Eucosma, Gilligan et al. (2013), Zootaxa, 3746(2): 301-337.","Eucosma hennei Clarke, 1947",620961
51a1006.1,,3109,Pelochrista hasseanthi,"(Clarke, 1952)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,hasseanthi,https://mothphotographersgroup.msstate.edu/species.php?hodges=3109,"Pelochrista hasseanthi: Formerly placed in the genus Eucosma, Gilligan et al. (2013), Zootaxa, 3746(2): 301-337.","Eucosma hasseanthi Clarke, 1952",620957
51a1007.1,,3116,Pelochrista dorsisignatana,"(Clemens, 1860)",Triangle-backed Pelochrista,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,dorsisignatana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3116,"Pelochrista dorsisignatana: Formerly placed in the genus Eucosma, Gilligan et al. (2013), Zootaxa, 3746(2): 301-337.","Poecilochroma dorsisignatana Clemens, 1860
Paedisca clavana Zeller, 1876
Eucosma diffusana Kearfott, 1905
Carpocapsa distigmana Walker, 1863",620930
51a1007.2,,3116.3,Pelochrista wagneri,"Wright & Gilligan, 2017",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,wagneri,https://mothphotographersgroup.msstate.edu/species.php?hodges=3116.3,"Pelochrista wagneri Wright & Gilligan, 2017, n. sp., MONA Fascicle 9.5: 142.","Pelochrista wagneri Wright & Gilligan, 2017",620930.1
51a1008.1,,3116.1,Pelochrista similiana,"(Clemens, 1860)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,similiana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3116.1,"Pelochrista similiana (Clemens, 1860) is elevated from subsp. of 3116 Eucosma dorsisignatana. This species was formerly placed in the genus Eucosma, Gilligan et al. (2013), Zootaxa, 3746(2): 301-337.","Poecilochroma similiana Clemens, 1860
Eucosma confluana Kearfott, 1905
Eucosma engelana Kearfott, 1908
Poecilochroma similana Fernald, 1882",621034
51a1009.1,,3116.2,Pelochrista oraria,"(Wright, 2011)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,oraria,https://mothphotographersgroup.msstate.edu/species.php?hodges=3116.2,"Pelochrista oraria (Wright, 2011), n. sp. Formerly placed in the genus Eucosma, Gilligan et al. (2013), Zootaxa, 3746(2): 301-337.","Eucosma oraria Wright, 2011",621002
51a1010.1,,3111,Pelochrista dilatana,"(Walsingham, 1895)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,dilatana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3111,"Pelochrista dilatana: Formerly placed in the genus Eucosma, Gilligan et al. (2013), Zootaxa, 3746(2): 301-337.","Paedisca dilatana Walsingham, 1895",620928
51a1010.2,,3111.1,Pelochrista arizonae,"Wright & Gilligan, 2017",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,arizonae,https://mothphotographersgroup.msstate.edu/species.php?hodges=3111.1,"Pelochrista arizonae Wright & Gilligan, 2017, n. sp., MONA Fascicle 9.5: 145.","Pelochrista arizonae Wright & Gilligan, 2017",620928.1
51a1011.1,,3138.1,Pelochrista sierrae,"(Blanchard & Knudson, 1983)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,sierrae,https://mothphotographersgroup.msstate.edu/species.php?hodges=3138.1,"Pelochrista sierrae (Blanchard & Knudson, 1983) n. sp., Proc. Ent. Soc. Wash. 85: 850, was formerly placed in the genus Eucosma, 2015. MONA Fascicle 9.5: 145.","Eucosma sierrae Blanchard & Knudson, 1983",620883
51a1012.1,,3095,Pelochrista shastana,"(Walsingham, 1879)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,shastana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3095,"Pelochrista shastana: Formerly placed in the genus Eucosma, Gilligan et al. (2013), Zootaxa, 3746(2): 301-337.","Paedisca shastana Walsingham, 1879",621033
51a1013.1,,3091.1,Pelochrista notialis,"(Miller, 1985)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,notialis,https://mothphotographersgroup.msstate.edu/species.php?hodges=3091.1,"Pelochrista notialis (Miller, 1985) n. sp., Ann. Ent. Soc. Am. 78: 244, was formerly placed in the genus Eucosma, Gilligan et al. (2013), Zootaxa, 3746(2): 301-337.","Eucosma notialis Miller, 1985
Eucosma matutina of authors not Grote, 1873",620998
51a1014.1,,3143.5,Pelochrista angelana,"(Wright, 2012)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,angelana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3143.5,"Pelochrista angelana: Formerly placed in the genus Eucosma, Gilligan et al. (2013), Zootaxa, 3746(2): 301-337.","Eucosma angelana Wright, 2012",620892
51a1015.1,,3149,Pelochrista argenteana,"(Walsingham, 1895)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,argenteana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3149,"Pelochrista argenteana (Walsingham, 1895) includes as a synonym Pelochrista idahoana (Kearfott, 1907) in Wright (2007).","Paedisca argenteana Walsingham, 1895
Eucosma idahoana Kearfott, 1907",620893
51a1016.1,,3031,Pelochrista serpentana,"(Walsingham, 1895)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,serpentana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3031,"Pelochrista serpentana (Walsingham, 1895), formerly placed in the genus Eucosma, Gilligan et al. (2013), Zootaxa, 3746(2): 301-337, includes as a synonym 3032 Pelochrista ophionana (McDunnough, 1925), MONA Fascicle 9.5: 149.","Paedisca serpentana Walsingham, 1895
Eucosma ophionana McDunnough, 1925",621032
51a1017.1,,3080,Pelochrista lolana,"(Kearfott, 1907)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,lolana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3080,"Pelochrista lolana: Formerly placed in the genus Eucosma, Gilligan et al. (2013), Zootaxa, 3746(2): 301-337.","Eucosma lolana Kearfott, 1907
Eucosma leucomalla Meyrick, 1912",620977
51a1018.1,,3135,Pelochrista hohana,"(Kearfott, 1907)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,hohana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3135,"Pelochrista hohana: Formerly placed in the genus Eucosma, Gilligan et al. (2013), Zootaxa, 3746(2): 301-337.","Eucosma hohana Kearfott, 1907
Eucosma syrtodes Meyrick, 1912",620962
51a1019.1,,3064,Pelochrista maculatana,"(Walsingham, 1879)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,maculatana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3064,"Pelochrista maculatana: Formerly placed in the genus Eucosma, Gilligan et al. (2013), Zootaxa, 3746(2): 301-337.","Paedisca maculatana Walsingham, 1879",620981
51a1020.1,,3081,Pelochrista dodana,"(Kearfott, 1907)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,dodana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3081,"Pelochrista dodana (Kearfott, 1907), formerly placed in the genus Eucosma, Gilligan et al. (2013), Zootaxa, 3746(2): 301-337, includes as a synonym 3082 Pelochrista fofana (Kearfott, 1907), MONA Fascicle 9.5: 152.","Eucosma dodana Kearfott, 1907
Eucosma annulata Meyrick, 1912
Eucosma fofana Kearfott, 1907
Eucosma spilophora Meyrick, 1912",620929
51a1020.2,,3106,Pelochrista bactrana,"(Heinrich, 1923)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,bactrana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3106,"Pelochrista bactrana (Heinrich, 1923), formerly treated as a synonym of P. abstemia (Meyrick, 1932) in Hodges et al. (1983) (Checklist) (preocc. by Kennel, 1901), is rendered the valid name, MONA Fascicle 9.5: 153.","Eucosma bactrana Heinrich, 1923
Eucosma abstemia Meyrick, 1932",620886
51a1021.1,,3131,Pelochrista inquadrana,"(Walsingham, 1884)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,inquadrana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3131,"Pelochrista inquadrana: Formerly placed in the genus Eucosma, Gilligan et al. (2013), Zootaxa, 3746(2): 301-337.","Aphelia inquadrana Walsingham, 1884",620965
51a1022.1,,3008,Pelochrista quinquemaculana,"(Robinson, 1869)",Five-spotted Pelochrista,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,quinquemaculana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3008,"Pelochrista quinquemaculana: Formerly placed in the genus Eucosma, Gilligan et al. (2013), Zootaxa, 3746(2): 301-337.","Conchylis quinquemaculana Robinson, 1869",621015
51a1023.1,,3153,Pelochrista pallidipalpana,"(Kearfott, 1905)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,pallidipalpana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3153,,"Eucosma pallidipalpana Kearfott, 1905",621004
51a1024.1,,3152,Pelochrista fratruelis,"(Heinrich, 1923)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,fratruelis,https://mothphotographersgroup.msstate.edu/species.php?hodges=3152,,"Eucosma fratruelis Heinrich, 1923",620941
51a1024.2,,3152.1,Pelochrista chiricahuae,"Wright & Gilligan, 2017",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,chiricahuae,https://mothphotographersgroup.msstate.edu/species.php?hodges=3152.1,"Pelochrista chiricahuae Wright & Gilligan, 2017, n. sp., MONA Fascicle 9.5: 158.","Pelochrista chiricahuae Wright & Gilligan, 2017",620941.1
51a1025.1,,3170.2,Pelochrista milleri,"Wright, 2007",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,milleri,https://mothphotographersgroup.msstate.edu/species.php?hodges=3170.2,"Pelochrista milleri Wright, 2007 n. sp., J. Lepid. Soc. 61: 84.","Pelochrista milleri Wright, 2007",620989
51a1026.1,,3094,Pelochrista heinrichi,"(McDunnough, 1925)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,heinrichi,https://mothphotographersgroup.msstate.edu/species.php?hodges=3094,"Pelochrista heinrichi: Formerly placed in the genus Eucosma, Gilligan et al. (2013), Zootaxa, 3746(2): 301-337.","Eucosma heinrichi McDunnough, 1925",620960
51a1026.2,,3094.1,Pelochrista opleri,"Wright & Gilligan, 2017",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,opleri,https://mothphotographersgroup.msstate.edu/species.php?hodges=3094.1,"Pelochrista opleri Wright & Gilligan, 2017, n. sp., MONA Fascicle 9.5: 160.","Pelochrista opleri Wright & Gilligan, 2017",620960.1
51a1027.1,,3028,Pelochrista dapsilis,"(Heinrich, 1929)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,dapsilis,https://mothphotographersgroup.msstate.edu/species.php?hodges=3028,"Pelochrista dapsilis: Formerly placed in the genus Eucosma, Gilligan et al. (2013), Zootaxa, 3746(2): 301-337.","Eucosma dapsilis Heinrich, 1929",620924
51a1028.1,,3143.8,Pelochrista rufocostana,"(Wright, 2012)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,rufocostana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3143.8,"Pelochrista rufocostana: Formerly placed in the genus Eucosma, Gilligan et al. (2013), Zootaxa, 3746(2): 301-337.","Eucosma rufocostana Wright, 2012",621024
51a1029.1,,3136,Pelochrista jejunana,"(McDunnough, 1942)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,jejunana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3136,"Pelochrista jejunana: Formerly placed in the genus Eucosma,  Wright & Gilligan, 2015, MONA Fascicle 9.5: 162.","Eucosma jejunana McDunnough, 1942",620881
51a1030.1,,3055,Pelochrista louisana,"(McDunnough, 1944)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,louisana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3055,"Pelochrista louisana: Formerly placed in the genus Eucosma, Gilligan et al. (2013), Zootaxa, 3746(2): 301-337.","Eucosma louisana McDunnough, 1944",620978
51a1031.1,,2962,Pelochrista cinereolineana,"(Heinrich, 1923)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,cinereolineana,https://mothphotographersgroup.msstate.edu/species.php?hodges=2962,"Pelochrista cinereolineana: Formerly placed in the genus Phaneta, Gilligan et al. (2013), Zootaxa, 3746(2): 301-337.","Thiodia cinereolineana Heinrich, 1923",620910
51a1032.1,,3143.6,Pelochrista candida,"(Wright, 2012)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,candida,https://mothphotographersgroup.msstate.edu/species.php?hodges=3143.6,"Pelochrista candida: Formerly placed in the genus Eucosma, Gilligan et al. (2013), Zootaxa, 3746(2): 301-337.","Eucosma candida Wright, 2012",620907
51a1033.1,,3118,Pelochrista graduatana,"(Walsingham, 1879)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,graduatana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3118,"Pelochrista graduatana: Formerly placed in the genus Eucosma, Gilligan et al. (2013), Zootaxa, 3746(2): 301-337.","Paedisca graduatana Walsingham, 1879",620951
51a1034.1,,3156,Pelochrista occipitana,"(Zeller, 1876)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,occipitana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3156,"Pelochrista occipitana (Zeller, 1876) was redescribed and transferred to Eucosma by Wright, 2008, J. Lepid. Soc. 62(4):217 and then reassigned to Pelochrista, MONA Fascicle 9.5: 165.","Paedisca occipitana Zeller, 1876",620882
51a1035.1,,3134,Pelochrista aspidana,"(Walsingham, 1884)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,aspidana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3134,"Pelochrista aspidana (Walsingham, 1884) was formerly placed in the genus Eucosma and later designated as  [Eucosmini-unplaced], Jour. Lepid. Soc., 73(2): 119.","Paedisca aspidana Walsingham, 1884",620875
51a1036.1,,3105,Pelochrista excerptionana,"(Heinrich, 1923)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,excerptionana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3105,"Pelochrista excerptionana (Heinrich, 1923) was formerly placed in the genus Eucosma and later designated as  [Eucosmini-unplaced], Jour. Lepid. Soc., 73(2): 117.","Eucosma excerptionana Heinrich, 1923",620878
51a1065,,3172,Epiblema strenuana,"(Walker, 1863)",Ragweed Borer,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Epiblema,strenuana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3172,,"Grapholita strenuana Walker, 1863
Eucosma antaxia Meyrick, 1920
Grapholita exvagana Walker, 1863
Steganoptycha flavocellana Clemens, 1865
Grapholita subversana Zeller, 1876",621065
51a1065.1,,3172.1,Epiblema minutana,"(Kearfott, 1905)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Epiblema,minutana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3172.1,"Epiblema minutana (Kearfott, 1905), formerly treated as a synonym of 3172 Epiblema strenuana in Hodges et al. (1983) (Checklist), is returned to full species status in Gilligan et al. (2020), Zootaxa, 4729(3): 347-358.","Eucosma minutana Kearfott, 1905",621065.1
51a1068,,3174.1,Epiblema luctuosissima,"Blanchard, 1984",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Epiblema,luctuosissima,https://mothphotographersgroup.msstate.edu/species.php?hodges=3174.1,"Epiblema luctuosissima Blanchard, 1984 is replacement name for Epiblema luctuosana Blanchard, 1979 (preoccupied),  J. Lepid. Soc. 33: 184; J. Lepid. Soc. 38: 245.","Epiblema luctuosissima Blanchard, 1984
Epiblema luctuosana Blanchard, 1979",621068
51a1069n,x,3174.3,Epiblema adusta,"Wright & Gilligan, 2023",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Epiblema,adusta,https://mothphotographersgroup.msstate.edu/species.php?hodges=3174.3,"Epiblema adusta Wright & Gilligan, 2023, n. sp. (new since Pohl & Nanz (eds.) (2023).",,621068.1
