path,unit,bytes,species_slug,shape,detail
speranza-lorguinaria/Speranza lorguinaria-A-V.jpg,object,145539,speranza-lorguinaria,photo-no-row,no row in data/images.csv; speranza-lorguinaria is not in data/species.csv
speranza-marcescaria/Speranza marcescaria-OSAC_0000899797-D.jpg,object,351710,speranza-marcescaria,photo-no-row,no row in data/images.csv; speranza-marcescaria is not in data/species.csv
speranza-marcescaria/Speranza marcescaria-OSAC_0000899797-V.jpg,object,451612,speranza-marcescaria,photo-no-row,no row in data/images.csv; speranza-marcescaria is not in data/species.csv
speranza-marcescaria/Speranza marcescaria-OSAC_0000994743-D.jpg,object,355150,speranza-marcescaria,photo-no-row,no row in data/images.csv; speranza-marcescaria is not in data/species.csv
speranza-marcescaria/Speranza marcescaria-OSAC_0000994743-V.jpg,object,396177,speranza-marcescaria,photo-no-row,no row in data/images.csv; speranza-marcescaria is not in data/species.csv
speranza-umbriferata/Speranza umbriferata-OSAC_0000447653-D.jpg,object,429105,speranza-umbriferata,photo-no-row,no row in data/images.csv; speranza-umbriferata is not in data/species.csv
speranza-umbriferata/Speranza umbriferata-OSAC_0000447653-V.jpg,object,361399,speranza-umbriferata,photo-no-row,no row in data/images.csv; speranza-umbriferata is not in data/species.csv
speranza-umbriferata/Speranza umbriferata-OSAC_0000993195-D.jpg,object,392842,speranza-umbriferata,photo-no-row,no row in data/images.csv; speranza-umbriferata is not in data/species.csv
speranza-umbriferata/Speranza umbriferata-OSAC_0000993195-V.jpg,object,393743,speranza-umbriferata,photo-no-row,no row in data/images.csv; speranza-umbriferata is not in data/species.csv
stamnodes-affiliata/Stamnodes affiliata-OSAC_0001081365-D.jpg,object,355145,stamnodes-affiliata,photo-no-row,no row in data/images.csv; stamnodes-affiliata is not in data/species.csv
stamnodes-affiliata/Stamnodes affiliata-OSAC_0001081365-V.jpg,object,421013,stamnodes-affiliata,photo-no-row,no row in data/images.csv; stamnodes-affiliata is not in data/species.csv
stamnodes-annellata/Stamnodes annellata-OSAC_0001081379-D.jpg,object,369319,stamnodes-annellata,photo-no-row,no row in data/images.csv; stamnodes-annellata is not in data/species.csv
stamnodes-annellata/Stamnodes annellata-OSAC_0001081379-V.jpg,object,396221,stamnodes-annellata,photo-no-row,no row in data/images.csv; stamnodes-annellata is not in data/species.csv
stamnodes-coenonymphata/Stamnodes coenonymphata-OSAC_0000120822-D.jpg,object,343272,stamnodes-coenonymphata,photo-no-row,no row in data/images.csv; stamnodes-coenonymphata is not in data/species.csv
stamnodes-coenonymphata/Stamnodes coenonymphata-OSAC_0000120822-V.jpg,object,391161,stamnodes-coenonymphata,photo-no-row,no row in data/images.csv; stamnodes-coenonymphata is not in data/species.csv
stretchia-plusiiformis/Stretchia plusiiformis-A-D.jpg,object,143328,stretchia-plusiiformis,photo-no-row,no row in data/images.csv; stretchia-plusiiformis is not in data/species.csv
stretchia-plusiiformis/Stretchia plusiiformis-A-V.jpg,object,134848,stretchia-plusiiformis,photo-no-row,no row in data/images.csv; stretchia-plusiiformis is not in data/species.csv
stretchia-plusiiformis/Stretchia plusiiformis-B-D.jpg,object,145432,stretchia-plusiiformis,photo-no-row,no row in data/images.csv; stretchia-plusiiformis is not in data/species.csv
stretchia-plusiiformis/Stretchia plusiiformis-B-V.jpg,object,140688,stretchia-plusiiformis,photo-no-row,no row in data/images.csv; stretchia-plusiiformis is not in data/species.csv
sympistis-chorda/Sympistis chorda-A-D.jpg,object,132843,sympistis-chorda,photo-no-row,no row in data/images.csv; sympistis-chorda is not in data/species.csv
sympistis-chorda/Sympistis chorda-A-V.jpg,object,127819,sympistis-chorda,photo-no-row,no row in data/images.csv; sympistis-chorda is not in data/species.csv
sympistis-melantho/Sympistis melantho-A-D.jpg,object,144986,sympistis-melantho,photo-no-row,no row in data/images.csv; sympistis-melantho is not in data/species.csv
sympistis-melantho/Sympistis melantho-A-V.jpg,object,136277,sympistis-melantho,photo-no-row,no row in data/images.csv; sympistis-melantho is not in data/species.csv
sympistis-nigrita/Sympistis nigrita-A-D.jpg,object,144582,sympistis-nigrita,photo-no-row,no row in data/images.csv; sympistis-nigrita is not in data/species.csv
sympistis-nigrita/Sympistis nigrita-A-V.jpg,object,139742,sympistis-nigrita,photo-no-row,no row in data/images.csv; sympistis-nigrita is not in data/species.csv
sympistis-nigrita/Sympistis nigrita-B-D.jpg,object,144620,sympistis-nigrita,photo-no-row,no row in data/images.csv; sympistis-nigrita is not in data/species.csv
sympistis-nigrita/Sympistis nigrita-B-V.jpg,object,143461,sympistis-nigrita,photo-no-row,no row in data/images.csv; sympistis-nigrita is not in data/species.csv
synchlora-aerata/Synchlora aerata-OSAC_0001081321-D.jpg,object,327818,synchlora-aerata,photo-no-row,no row in data/images.csv; synchlora-aerata is not in data/species.csv
synchlora-aerata/Synchlora aerata-OSAC_0001081321-V.jpg,object,296766,synchlora-aerata,photo-no-row,no row in data/images.csv; synchlora-aerata is not in data/species.csv
synchlora-aerata/Synchlora aerata-OSAC_0001081323-D.jpg,object,347173,synchlora-aerata,photo-no-row,no row in data/images.csv; synchlora-aerata is not in data/species.csv
synchlora-aerata/Synchlora aerata-OSAC_0001081323-V.jpg,object,316490,synchlora-aerata,photo-no-row,no row in data/images.csv; synchlora-aerata is not in data/species.csv
tetracis-cachexiata/Tetracis cachexiata-OSAC_0001081376-D.jpg,object,289911,tetracis-cachexiata,photo-no-row,no row in data/images.csv; tetracis-cachexiata is not in data/species.csv
tetracis-cachexiata/Tetracis cachexiata-OSAC_0001081376-V.jpg,object,299770,tetracis-cachexiata,photo-no-row,no row in data/images.csv; tetracis-cachexiata is not in data/species.csv
tetracis-pailldata/Tetracis pailldata-A-D.jpg,object,88349,tetracis-pailldata,photo-no-row,no row in data/images.csv; tetracis-pailldata is not in data/species.csv
tetracis-pailldata/Tetracis pailldata-A-V.jpg,object,88309,tetracis-pailldata,photo-no-row,no row in data/images.csv; tetracis-pailldata is not in data/species.csv
tetracis-pailldata/Tetracis pailldata-B-D.jpg,object,97490,tetracis-pailldata,photo-no-row,no row in data/images.csv; tetracis-pailldata is not in data/species.csv
tetracis-pailldata/Tetracis pailldata-B-V.jpg,object,95972,tetracis-pailldata,photo-no-row,no row in data/images.csv; tetracis-pailldata is not in data/species.csv
tetracis-pallidata/Tetracis pallidata-OSAC_0001081369-D.jpg,object,353105,tetracis-pallidata,photo-no-row,no row in data/images.csv; tetracis-pallidata is gated and gets no page
tetracis-pallidata/Tetracis pallidata-OSAC_0001081369-V.jpg,object,350089,tetracis-pallidata,photo-no-row,no row in data/images.csv; tetracis-pallidata is gated and gets no page
tetracis-pallidata/Tetracis pallidata-OSAC_0001081374-D.jpg,object,364868,tetracis-pallidata,photo-no-row,no row in data/images.csv; tetracis-pallidata is gated and gets no page
tetracis-pallidata/Tetracis pallidata-OSAC_0001081374-V.jpg,object,369739,tetracis-pallidata,photo-no-row,no row in data/images.csv; tetracis-pallidata is gated and gets no page
tetracis-pallidata/Tetracis pallidata-OSAC_0001081375-D.jpg,object,368295,tetracis-pallidata,photo-no-row,no row in data/images.csv; tetracis-pallidata is gated and gets no page
tetracis-pallidata/Tetracis pallidata-OSAC_0001081375-V.jpg,object,375042,tetracis-pallidata,photo-no-row,no row in data/images.csv; tetracis-pallidata is gated and gets no page
trichodezia-californiata/Trichodezia californiata-OSAC_0001081366-D.jpg,object,377318,trichodezia-californiata,photo-no-row,no row in data/images.csv; trichodezia-californiata is not in data/species.csv
trichodezia-californiata/Trichodezia californiata-OSAC_0001081366-V.jpg,object,369041,trichodezia-californiata,photo-no-row,no row in data/images.csv; trichodezia-californiata is not in data/species.csv
trichodezia-californiata/Trichodezia californiata-OSAC_0001081373-D.jpg,object,331500,trichodezia-californiata,photo-no-row,no row in data/images.csv; trichodezia-californiata is not in data/species.csv
trichodezia-californiata/Trichodezia californiata-OSAC_0001081373-V.jpg,object,332138,trichodezia-californiata,photo-no-row,no row in data/images.csv; trichodezia-californiata is not in data/species.csv
ufeus-hulsti/Ufeus hulsti-A-D.jpg,object,118628,ufeus-hulsti,photo-no-row,no row in data/images.csv; ufeus-hulsti is not in data/species.csv
ufeus-hulsti/Ufeus hulsti-A-V.jpg,object,115213,ufeus-hulsti,photo-no-row,no row in data/images.csv; ufeus-hulsti is not in data/species.csv
xestia-c/Xestia c-nigrum-A-D.jpg,object,126073,xestia-c,photo-no-row,no row in data/images.csv; xestia-c is not in data/species.csv
xestia-c/Xestia c-nigrum-A-v.jpg,object,128523,xestia-c,photo-no-row,no row in data/images.csv; xestia-c is not in data/species.csv
xestia-c/Xestia c-nigrum-B-D.jpg,object,131602,xestia-c,photo-no-row,no row in data/images.csv; xestia-c is not in data/species.csv
xestia-c/Xestia c-nigrum-B-V.jpg,object,132590,xestia-c,photo-no-row,no row in data/images.csv; xestia-c is not in data/species.csv
zanclognatha-lutalba/Zanclognatha lutalba-A-D.jpg,object,132906,zanclognatha-lutalba,photo-no-row,no row in data/images.csv; zanclognatha-lutalba is not in data/species.csv
zanclognatha-lutalba/Zanclognatha lutalba-A-V.jpg,object,136624,zanclognatha-lutalba,photo-no-row,no row in data/images.csv; zanclognatha-lutalba is not in data/species.csv
zanclognatha-lutalba/Zanclognatha lutalba-B-D.jpg,object,166038,zanclognatha-lutalba,photo-no-row,no row in data/images.csv; zanclognatha-lutalba is not in data/species.csv
zanclognatha-lutalba/Zanclognatha lutalba-B-V.jpg,object,156793,zanclognatha-lutalba,photo-no-row,no row in data/images.csv; zanclognatha-lutalba is not in data/species.csv
images/logos/lucid.png,object,3595,,stale-site,not in the current _site-manifest.json
plates/manifest.json,object,16954,,stale-site,not in the current _site-manifest.json
species/alsophila-pometaria/records.parquet,object,381,alsophila-pometaria,stale-site,not in the current _site-manifest.json; alsophila-pometaria is gated and gets no page
species/amphipoea-n sp/index.html,object,2893,amphipoea-n sp,stale-site,not in the current _site-manifest.json; amphipoea-n sp is not in data/species.csv
species/amphipoea-n-sp/records.parquet,object,2668,amphipoea-n-sp,stale-site,not in the current _site-manifest.json; amphipoea-n-sp is gated and gets no page
species/anavitrinella-pampinaria/records.parquet,object,381,anavitrinella-pampinaria,stale-site,not in the current _site-manifest.json; anavitrinella-pampinaria is gated and gets no page
species/antepirrhoe-semiatrata/records.parquet,object,381,antepirrhoe-semiatrata,stale-site,not in the current _site-manifest.json; antepirrhoe-semiatrata is gated and gets no page
species/anticlea-vasiliata/records.parquet,object,2200,anticlea-vasiliata,stale-site,not in the current _site-manifest.json; anticlea-vasiliata is gated and gets no page
species/archiearis-infans/records.parquet,object,381,archiearis-infans,stale-site,not in the current _site-manifest.json; archiearis-infans is gated and gets no page
species/aseptis-sp no 1/index.html,object,2987,aseptis-sp no 1,stale-site,not in the current _site-manifest.json; aseptis-sp no 1 is not in data/species.csv
species/aseptis-sp no 3/index.html,object,2897,aseptis-sp no 3,stale-site,not in the current _site-manifest.json; aseptis-sp no 3 is not in data/species.csv
species/aseptis-sp-no-1/records.parquet,object,2748,aseptis-sp-no-1,stale-site,not in the current _site-manifest.json; aseptis-sp-no-1 is gated and gets no page
species/aseptis-sp-no-3/records.parquet,object,1939,aseptis-sp-no-3,stale-site,not in the current _site-manifest.json; aseptis-sp-no-3 is gated and gets no page
species/autographa-v/index.html,object,41388,autographa-v,stale-site,not in the current _site-manifest.json; autographa-v is not in data/species.csv
species/autographa-v/records.parquet,object,4844,autographa-v,stale-site,not in the current _site-manifest.json; autographa-v is not in data/species.csv
species/biston-betularia/records.parquet,object,381,biston-betularia,stale-site,not in the current _site-manifest.json; biston-betularia is gated and gets no page
species/campaea-perlata/records.parquet,object,381,campaea-perlata,stale-site,not in the current _site-manifest.json; campaea-perlata is gated and gets no page
species/capsula-alameda/index.html,object,84350,capsula-alameda,stale-site,not in the current _site-manifest.json; capsula-alameda is not in data/species.csv
species/capsula-alameda/records.parquet,object,2209,capsula-alameda,stale-site,not in the current _site-manifest.json; capsula-alameda is not in data/species.csv
species/capsula-oblonga/index.html,object,89027,capsula-oblonga,stale-site,not in the current _site-manifest.json; capsula-oblonga is not in data/species.csv
species/capsula-oblonga/records.parquet,object,5151,capsula-oblonga,stale-site,not in the current _site-manifest.json; capsula-oblonga is not in data/species.csv
species/capsula-subflava/index.html,object,127566,capsula-subflava,stale-site,not in the current _site-manifest.json; capsula-subflava is not in data/species.csv
species/capsula-subflava/records.parquet,object,5220,capsula-subflava,stale-site,not in the current _site-manifest.json; capsula-subflava is not in data/species.csv
species/caripeta-aequaliaria/records.parquet,object,381,caripeta-aequaliaria,stale-site,not in the current _site-manifest.json; caripeta-aequaliaria is gated and gets no page
species/caripeta-angustiorata/records.parquet,object,2177,caripeta-angustiorata,stale-site,not in the current _site-manifest.json; caripeta-angustiorata is gated and gets no page
species/caripeta-divisata/index.html,object,4636,caripeta-divisata,stale-site,not in the current _site-manifest.json; caripeta-divisata is gated and gets no page
species/caripeta-divisata/records.parquet,object,381,caripeta-divisata,stale-site,not in the current _site-manifest.json; caripeta-divisata is gated and gets no page
species/catocala-allusa/records.parquet,object,5249,catocala-allusa,stale-site,not in the current _site-manifest.json; catocala-allusa is not in data/species.csv
species/ceratodalia-gueneata/records.parquet,object,381,ceratodalia-gueneata,stale-site,not in the current _site-manifest.json; ceratodalia-gueneata is gated and gets no page
species/cladara-limitaria/index.html,object,3541,cladara-limitaria,stale-site,not in the current _site-manifest.json; cladara-limitaria is gated and gets no page
species/cladara-limitaria/records.parquet,object,2260,cladara-limitaria,stale-site,not in the current _site-manifest.json; cladara-limitaria is gated and gets no page
species/dasyfidonia-avuncularia/index.html,object,5295,dasyfidonia-avuncularia,stale-site,not in the current _site-manifest.json; dasyfidonia-avuncularia is gated and gets no page
species/dasyfidonia-avuncularia/records.parquet,object,381,dasyfidonia-avuncularia,stale-site,not in the current _site-manifest.json; dasyfidonia-avuncularia is gated and gets no page
species/digrammia-burneyata/index.html,object,5037,digrammia-burneyata,stale-site,not in the current _site-manifest.json; digrammia-burneyata is gated and gets no page
species/digrammia-burneyata/records.parquet,object,381,digrammia-burneyata,stale-site,not in the current _site-manifest.json; digrammia-burneyata is gated and gets no page
species/digrammia-californiaria/index.html,object,4352,digrammia-californiaria,stale-site,not in the current _site-manifest.json; digrammia-californiaria is gated and gets no page
species/digrammia-californiaria/records.parquet,object,381,digrammia-californiaria,stale-site,not in the current _site-manifest.json; digrammia-californiaria is gated and gets no page
species/digrammia-cinereola/index.html,object,4125,digrammia-cinereola,stale-site,not in the current _site-manifest.json; digrammia-cinereola is gated and gets no page
species/digrammia-cinereola/records.parquet,object,381,digrammia-cinereola,stale-site,not in the current _site-manifest.json; digrammia-cinereola is gated and gets no page
species/digrammia-curvata/index.html,object,4727,digrammia-curvata,stale-site,not in the current _site-manifest.json; digrammia-curvata is gated and gets no page
species/digrammia-curvata/records.parquet,object,381,digrammia-curvata,stale-site,not in the current _site-manifest.json; digrammia-curvata is gated and gets no page
species/digrammia-decorata/index.html,object,5199,digrammia-decorata,stale-site,not in the current _site-manifest.json; digrammia-decorata is gated and gets no page
species/digrammia-decorata/records.parquet,object,381,digrammia-decorata,stale-site,not in the current _site-manifest.json; digrammia-decorata is gated and gets no page
species/digrammia-delectata/records.parquet,object,381,digrammia-delectata,stale-site,not in the current _site-manifest.json; digrammia-delectata is gated and gets no page
species/digrammia-denticulata/records.parquet,object,381,digrammia-denticulata,stale-site,not in the current _site-manifest.json; digrammia-denticulata is gated and gets no page
species/digrammia-excurvata/index.html,object,5218,digrammia-excurvata,stale-site,not in the current _site-manifest.json; digrammia-excurvata is gated and gets no page
species/digrammia-excurvata/records.parquet,object,381,digrammia-excurvata,stale-site,not in the current _site-manifest.json; digrammia-excurvata is gated and gets no page
species/digrammia-extenuata/index.html,object,4000,digrammia-extenuata,stale-site,not in the current _site-manifest.json; digrammia-extenuata is gated and gets no page
species/digrammia-extenuata/records.parquet,object,381,digrammia-extenuata,stale-site,not in the current _site-manifest.json; digrammia-extenuata is gated and gets no page
species/digrammia-irrorata/index.html,object,4288,digrammia-irrorata,stale-site,not in the current _site-manifest.json; digrammia-irrorata is gated and gets no page
species/digrammia-irrorata/records.parquet,object,381,digrammia-irrorata,stale-site,not in the current _site-manifest.json; digrammia-irrorata is gated and gets no page
species/digrammia-modocata/index.html,object,4898,digrammia-modocata,stale-site,not in the current _site-manifest.json; digrammia-modocata is gated and gets no page
species/digrammia-modocata/records.parquet,object,381,digrammia-modocata,stale-site,not in the current _site-manifest.json; digrammia-modocata is gated and gets no page
species/digrammia-muscariata/index.html,object,5055,digrammia-muscariata,stale-site,not in the current _site-manifest.json; digrammia-muscariata is gated and gets no page
species/digrammia-muscariata/records.parquet,object,381,digrammia-muscariata,stale-site,not in the current _site-manifest.json; digrammia-muscariata is gated and gets no page
species/digrammia-napensis/index.html,object,5063,digrammia-napensis,stale-site,not in the current _site-manifest.json; digrammia-napensis is gated and gets no page
species/digrammia-napensis/records.parquet,object,381,digrammia-napensis,stale-site,not in the current _site-manifest.json; digrammia-napensis is gated and gets no page
species/digrammia-neptaria/index.html,object,5201,digrammia-neptaria,stale-site,not in the current _site-manifest.json; digrammia-neptaria is gated and gets no page
species/digrammia-neptaria/records.parquet,object,381,digrammia-neptaria,stale-site,not in the current _site-manifest.json; digrammia-neptaria is gated and gets no page
species/digrammia-nubiculata/records.parquet,object,381,digrammia-nubiculata,stale-site,not in the current _site-manifest.json; digrammia-nubiculata is gated and gets no page
species/digrammia-rippertaria/index.html,object,5258,digrammia-rippertaria,stale-site,not in the current _site-manifest.json; digrammia-rippertaria is gated and gets no page
species/digrammia-rippertaria/records.parquet,object,381,digrammia-rippertaria,stale-site,not in the current _site-manifest.json; digrammia-rippertaria is gated and gets no page
species/digrammia-sexpunctata/index.html,object,3683,digrammia-sexpunctata,stale-site,not in the current _site-manifest.json; digrammia-sexpunctata is gated and gets no page
species/digrammia-sexpunctata/records.parquet,object,381,digrammia-sexpunctata,stale-site,not in the current _site-manifest.json; digrammia-sexpunctata is gated and gets no page
species/digrammia-subminiata/index.html,object,5236,digrammia-subminiata,stale-site,not in the current _site-manifest.json; digrammia-subminiata is gated and gets no page
species/digrammia-subminiata/records.parquet,object,381,digrammia-subminiata,stale-site,not in the current _site-manifest.json; digrammia-subminiata is gated and gets no page
species/drepanulatrix-carnearia/records.parquet,object,381,drepanulatrix-carnearia,stale-site,not in the current _site-manifest.json; drepanulatrix-carnearia is gated and gets no page
species/drepanulatrix-foeminaria/records.parquet,object,381,drepanulatrix-foeminaria,stale-site,not in the current _site-manifest.json; drepanulatrix-foeminaria is gated and gets no page
species/drepanulatrix-quadraria/records.parquet,object,381,drepanulatrix-quadraria,stale-site,not in the current _site-manifest.json; drepanulatrix-quadraria is gated and gets no page
species/drepanulatrix-secundaria/records.parquet,object,381,drepanulatrix-secundaria,stale-site,not in the current _site-manifest.json; drepanulatrix-secundaria is gated and gets no page
species/drepanulatrix-unicalcararia/records.parquet,object,381,drepanulatrix-unicalcararia,stale-site,not in the current _site-manifest.json; drepanulatrix-unicalcararia is gated and gets no page
species/dysstroma-brunneata/records.parquet,object,2235,dysstroma-brunneata,stale-site,not in the current _site-manifest.json; dysstroma-brunneata is gated and gets no page
species/dysstroma-citrata/records.parquet,object,381,dysstroma-citrata,stale-site,not in the current _site-manifest.json; dysstroma-citrata is gated and gets no page
species/dysstroma-sobria/records.parquet,object,381,dysstroma-sobria,stale-site,not in the current _site-manifest.json; dysstroma-sobria is gated and gets no page
species/dysstroma-truncata/records.parquet,object,381,dysstroma-truncata,stale-site,not in the current _site-manifest.json; dysstroma-truncata is gated and gets no page
species/ecliptopera-silaceata/records.parquet,object,381,ecliptopera-silaceata,stale-site,not in the current _site-manifest.json; ecliptopera-silaceata is gated and gets no page
species/egira-aff curialis/index.html,object,2913,egira-aff curialis,stale-site,not in the current _site-manifest.json; egira-aff curialis is not in data/species.csv
species/egira-aff-curialis/records.parquet,object,381,egira-aff-curialis,stale-site,not in the current _site-manifest.json; egira-aff-curialis is gated and gets no page
species/eilema-bicolor/records.parquet,object,5694,eilema-bicolor,stale-site,not in the current _site-manifest.json; eilema-bicolor is not in data/species.csv
species/enargia-n sp/index.html,object,2879,enargia-n sp,stale-site,not in the current _site-manifest.json; enargia-n sp is not in data/species.csv
species/enargia-n-sp/records.parquet,object,1938,enargia-n-sp,stale-site,not in the current _site-manifest.json; enargia-n-sp is gated and gets no page
species/ennomos-alniaria/records.parquet,object,381,ennomos-alniaria,stale-site,not in the current _site-manifest.json; ennomos-alniaria is gated and gets no page
species/enypia-packardata/records.parquet,object,381,enypia-packardata,stale-site,not in the current _site-manifest.json; enypia-packardata is gated and gets no page
species/enypia-venata/records.parquet,object,381,enypia-venata,stale-site,not in the current _site-manifest.json; enypia-venata is gated and gets no page
species/epelis-truncataria/records.parquet,object,381,epelis-truncataria,stale-site,not in the current _site-manifest.json; epelis-truncataria is gated and gets no page
species/epirrita-pulchraria/records.parquet,object,2317,epirrita-pulchraria,stale-site,not in the current _site-manifest.json; epirrita-pulchraria is gated and gets no page
species/euchlaena-johnsonaria/records.parquet,object,381,euchlaena-johnsonaria,stale-site,not in the current _site-manifest.json; euchlaena-johnsonaria is gated and gets no page
species/euchlaena-madusaria/records.parquet,object,381,euchlaena-madusaria,stale-site,not in the current _site-manifest.json; euchlaena-madusaria is gated and gets no page
species/euchlaena-tigrinaria/records.parquet,object,381,euchlaena-tigrinaria,stale-site,not in the current _site-manifest.json; euchlaena-tigrinaria is gated and gets no page
species/eulithis-destinata/records.parquet,object,381,eulithis-destinata,stale-site,not in the current _site-manifest.json; eulithis-destinata is gated and gets no page
species/eulithis-xylina/records.parquet,object,381,eulithis-xylina,stale-site,not in the current _site-manifest.json; eulithis-xylina is gated and gets no page
species/eumacaria-madopata/records.parquet,object,381,eumacaria-madopata,stale-site,not in the current _site-manifest.json; eumacaria-madopata is gated and gets no page
species/eupithecia-ravocostaliata/index.html,object,3429,eupithecia-ravocostaliata,stale-site,not in the current _site-manifest.json; eupithecia-ravocostaliata is gated and gets no page
species/eupithecia-ravocostaliata/records.parquet,object,2235,eupithecia-ravocostaliata,stale-site,not in the current _site-manifest.json; eupithecia-ravocostaliata is gated and gets no page
species/fernaldella-fimetaria/index.html,object,4329,fernaldella-fimetaria,stale-site,not in the current _site-manifest.json; fernaldella-fimetaria is gated and gets no page
species/fernaldella-fimetaria/records.parquet,object,381,fernaldella-fimetaria,stale-site,not in the current _site-manifest.json; fernaldella-fimetaria is gated and gets no page
species/furcula-furcula/records.parquet,object,7300,furcula-furcula,stale-site,not in the current _site-manifest.json; furcula-furcula is not in data/species.csv
species/gabriola-dyari/records.parquet,object,2342,gabriola-dyari,stale-site,not in the current _site-manifest.json; gabriola-dyari is gated and gets no page
species/heliolonche-n sp/index.html,object,2909,heliolonche-n sp,stale-site,not in the current _site-manifest.json; heliolonche-n sp is not in data/species.csv
species/heliolonche-n-sp/records.parquet,object,2028,heliolonche-n-sp,stale-site,not in the current _site-manifest.json; heliolonche-n-sp is gated and gets no page
species/hemithea-aestivaria/records.parquet,object,2265,hemithea-aestivaria,stale-site,not in the current _site-manifest.json; hemithea-aestivaria is gated and gets no page
species/hesperumia-sulphuraria/records.parquet,object,381,hesperumia-sulphuraria,stale-site,not in the current _site-manifest.json; hesperumia-sulphuraria is gated and gets no page
species/heterocampa-lunata/records.parquet,object,2634,heterocampa-lunata,stale-site,not in the current _site-manifest.json; heterocampa-lunata is not in data/species.csv
species/hydria-undulata/records.parquet,object,381,hydria-undulata,stale-site,not in the current _site-manifest.json; hydria-undulata is gated and gets no page
species/hydriomena-crokeri/records.parquet,object,1983,hydriomena-crokeri,stale-site,not in the current _site-manifest.json; hydriomena-crokeri is gated and gets no page
species/hydriomena-edenata/records.parquet,object,1983,hydriomena-edenata,stale-site,not in the current _site-manifest.json; hydriomena-edenata is gated and gets no page
species/hydriomena-furcata/records.parquet,object,381,hydriomena-furcata,stale-site,not in the current _site-manifest.json; hydriomena-furcata is gated and gets no page
species/hydriomena-perfracta/records.parquet,object,381,hydriomena-perfracta,stale-site,not in the current _site-manifest.json; hydriomena-perfracta is gated and gets no page
species/idaea-dimidiata/records.parquet,object,2240,idaea-dimidiata,stale-site,not in the current _site-manifest.json; idaea-dimidiata is gated and gets no page
species/idia-nr americalis/index.html,object,2913,idia-nr americalis,stale-site,not in the current _site-manifest.json; idia-nr americalis is not in data/species.csv
species/idia-nr-americalis/records.parquet,object,2590,idia-nr-americalis,stale-site,not in the current _site-manifest.json; idia-nr-americalis is gated and gets no page
species/lacinipolia-aff pensilis/index.html,object,2955,lacinipolia-aff pensilis,stale-site,not in the current _site-manifest.json; lacinipolia-aff pensilis is not in data/species.csv
species/lacinipolia-aff-pensilis/records.parquet,object,2150,lacinipolia-aff-pensilis,stale-site,not in the current _site-manifest.json; lacinipolia-aff-pensilis is gated and gets no page
species/leucobrephos-brephoides/records.parquet,object,2198,leucobrephos-brephoides,stale-site,not in the current _site-manifest.json; leucobrephos-brephoides is gated and gets no page
species/lobophora-nivigerata/index.html,object,3562,lobophora-nivigerata,stale-site,not in the current _site-manifest.json; lobophora-nivigerata is gated and gets no page
species/lobophora-nivigerata/records.parquet,object,2329,lobophora-nivigerata,stale-site,not in the current _site-manifest.json; lobophora-nivigerata is gated and gets no page
species/macaria-adonis/records.parquet,object,381,macaria-adonis,stale-site,not in the current _site-manifest.json; macaria-adonis is gated and gets no page
species/macaria-aemulataria/index.html,object,4757,macaria-aemulataria,stale-site,not in the current _site-manifest.json; macaria-aemulataria is gated and gets no page
species/macaria-aemulataria/records.parquet,object,381,macaria-aemulataria,stale-site,not in the current _site-manifest.json; macaria-aemulataria is gated and gets no page
species/macaria-marmorata/index.html,object,4876,macaria-marmorata,stale-site,not in the current _site-manifest.json; macaria-marmorata is not in data/species.csv
species/macaria-marmorata/records.parquet,object,381,macaria-marmorata,stale-site,not in the current _site-manifest.json; macaria-marmorata is not in data/species.csv
species/macaria-notata/records.parquet,object,381,macaria-notata,stale-site,not in the current _site-manifest.json; macaria-notata is gated and gets no page
species/macaria-oweni/index.html,object,4222,macaria-oweni,stale-site,not in the current _site-manifest.json; macaria-oweni is gated and gets no page
species/macaria-oweni/records.parquet,object,381,macaria-oweni,stale-site,not in the current _site-manifest.json; macaria-oweni is gated and gets no page
species/macaria-sexmaculata/index.html,object,5215,macaria-sexmaculata,stale-site,not in the current _site-manifest.json; macaria-sexmaculata is gated and gets no page
species/macaria-sexmaculata/records.parquet,object,381,macaria-sexmaculata,stale-site,not in the current _site-manifest.json; macaria-sexmaculata is gated and gets no page
species/macaria-signaria/index.html,object,4709,macaria-signaria,stale-site,not in the current _site-manifest.json; macaria-signaria is gated and gets no page
species/macaria-signaria/records.parquet,object,381,macaria-signaria,stale-site,not in the current _site-manifest.json; macaria-signaria is gated and gets no page
species/macaria-submarmorata/index.html,object,4184,macaria-submarmorata,stale-site,not in the current _site-manifest.json; macaria-submarmorata is not in data/species.csv
species/macaria-submarmorata/records.parquet,object,381,macaria-submarmorata,stale-site,not in the current _site-manifest.json; macaria-submarmorata is not in data/species.csv
species/macaria-unipunctaria/index.html,object,5046,macaria-unipunctaria,stale-site,not in the current _site-manifest.json; macaria-unipunctaria is not in data/species.csv
species/macaria-unipunctaria/records.parquet,object,381,macaria-unipunctaria,stale-site,not in the current _site-manifest.json; macaria-unipunctaria is not in data/species.csv
species/melanolophia-imitata/records.parquet,object,2310,melanolophia-imitata,stale-site,not in the current _site-manifest.json; melanolophia-imitata is gated and gets no page
species/mesoleuca-gratulata/records.parquet,object,2355,mesoleuca-gratulata,stale-site,not in the current _site-manifest.json; mesoleuca-gratulata is gated and gets no page
