species_slug,filename,photographer,weight,license,view,specimen,navigational,locality,state,latitude,longitude,elevation_ft,year,month,day,collector,subspecies
acronicta-impressa,Acronicta impressa-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,"Little Hoquiam, 2mE; Grapeview Loop Rd.",WA,47.31,-122.9,204,1989,8,26,L. G. Crabo,
acronicta-impressa,Acronicta impressa-B-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,dorsal,B,,"Chumstick Mtn., 2mS",WA,47.62,-120.45,4033,1992,5,30,A. & L. G. Crabo,
acronicta-impressa,Acronicta impressa-B-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,ventral,B,,"Chumstick Mtn., 2mS",WA,47.62,-120.45,4033,1992,5,30,A. & L. G. Crabo,
acronicta-innotata,Acronicta innotata-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Chuckanut Bay,WA,48.69,-122.49,328,1993,7,23,L. G. Crabo,
acronicta-innotata,Acronicta innotata-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Chuckanut Bay,WA,48.69,-122.49,328,1993,7,23,L. G. Crabo,
acronicta-innotata,Acronicta innotata-B-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,dorsal,B,,"Fraser R Cyn between Lytton & Lillooet, Kirby Flat Rd",BC,50.53,-121.71,2000,1999,7,11,LG Crabo,
acronicta-innotata,Acronicta innotata-B-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,ventral,B,,"Fraser R Cyn between Lytton & Lillooet, Kirby Flat Rd",BC,50.53,-121.71,2000,1999,7,11,LG Crabo,
acronicta-insita,Acronicta dactylina-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Leadbetter Point;North Beach Penn.,WA,46.6,-124.05,20,1990,6,29,L. G. Crabo,
acronicta-insita,Acronicta dactylina-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Leadbetter Point;North Beach Penn.,WA,46.6,-124.05,20,1990,6,29,L. G. Crabo,
acronicta-insita,Acronicta dactylina-B-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,dorsal,B,,"Bridgeport SP, W",WA,48,-119.62,1047,1995,5,29,L. & A. Crabo,
acronicta-insita,Acronicta dactylina-B-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,ventral,B,,"Bridgeport SP, W",WA,48,-119.62,1047,1995,5,29,L. & A. Crabo,
acronicta-insita,Acronicta dactylina-C-V.jpg,Merrill A. Peterson,5,CC BY-NC-SA 4.0,ventral,C,,Kirby Flat Rd.,BC,50.53,-121.71,3546,2002,7,12,L. & E. Crabo,
acronicta-insularis,Simyra insularis-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Fallon,NV,39.562,-118.757,3925,2003,8,27,LG Crabo,
acronicta-insularis,Simyra insularis-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Fallon,NV,39.562,-118.757,3925,2003,8,27,LG Crabo,
acronicta-insularis,Simyra insularis-B-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,dorsal,B,,Potholes,WA,46.989,-119.425,1104,2002,6,1,Crabo/Troubridge,
acronicta-insularis,Simyra insularis-B-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,ventral,B,,Potholes,WA,46.989,-119.425,1104,2002,6,1,Crabo/Troubridge,
acronicta-lanceolaria,Acronicta lanceolaria-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Myles Standish State Forest Alden Rd at powerline,MA,41.88,-70.64,179,1985,5,31,L. Crabo,
acronicta-lanceolaria,Acronicta lanceolaria-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Myles Standish State Forest Alden Rd at powerline,MA,41.88,-70.64,179,1985,5,31,L. Crabo,
acronicta-lepusculina,Acronicta lepusculina-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Umtanum Cr. Mouth,WA,46.85,-120.48,1718,1989,7,28,L. G. Crabo,
acronicta-lepusculina,Acronicta lepusculina-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Umtanum Cr. Mouth,WA,46.85,-120.48,1718,1989,7,28,L. G. Crabo,
acronicta-lupini,Acronicta lupini-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Slate Peak,WA,48.74,-120.69,7218,1988,8,7,Lars Crabo,
acronicta-lupini,Acronicta lupini-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Slate Peak,WA,48.74,-120.69,7218,1988,8,7,Lars Crabo,
acronicta-lupini,Acronicta lupini-B-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,dorsal,B,,Chumstick Mt.,WA,47.63,-120.44,4586,2004,6,21,L. & E. Crabo,
acronicta-lupini,Acronicta lupini-B-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,ventral,B,,Chumstick Mt.,WA,47.63,-120.44,4586,2004,6,21,L. & E. Crabo,
acronicta-mansueta,Acronicta parallela-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Chumstick Mt.,WA,47.63,-120.44,4586,2004,6,21,L. & E. Crabo,
acronicta-mansueta,Acronicta parallela-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Chumstick Mt.,WA,47.63,-120.44,4586,2004,6,21,L. & E. Crabo,
acronicta-mansueta,Acronicta parallela-B-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,dorsal,B,,"Fraser R Cyn between Lytton & Lillooet, Kirby Flat Rd",BC,50.53,-121.71,2000,1999,6,19,L&A Crabo,
acronicta-mansueta,Acronicta parallela-B-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,ventral,B,,"Fraser R Cyn between Lytton & Lillooet, Kirby Flat Rd",BC,50.53,-121.71,2000,1999,6,19,L&A Crabo,
acronicta-marmorata,Acronicta marmorata-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,"Turtleback Mt., SW slope",WA,48.646,-122.976,378,1997,6,9,L. G. Crabo,
acronicta-marmorata,Acronicta marmorata-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,"Turtleback Mt., SW slope",WA,48.646,-122.976,378,1997,6,9,L. G. Crabo,
acronicta-marmorata,Acronicta marmorata-B-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,dorsal,B,,Simcoe Butte,WA,45.99,-120.66,3288,2000,7,7,L. & E. Crabo,
acronicta-marmorata,Acronicta marmorata-B-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,ventral,B,,Simcoe Butte,WA,45.99,-120.66,3288,2000,7,7,L. & E. Crabo,
acronicta-oblinita,Acronicta oblinita-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,"Carlisle, 0.8mNNW; Ocean Beach Rd.",WA,47.16,-124.1,89,1990,6,20,L. G. Crabo,
acronicta-oblinita,Acronicta oblinita-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,"Carlisle, 0.8mNNW; Ocean Beach Rd.",WA,47.16,-124.1,89,1990,6,20,L. G. Crabo,
acronicta-perdita,Acronicta perdita-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Monumental Mt.,WA,48.67,-117.18,4617,2004,6,23,L. & E. Crabo,
acronicta-perdita,Acronicta perdita-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Monumental Mt.,WA,48.67,-117.18,4617,2004,6,23,L. & E. Crabo,
acronicta-perdita,Acronicta perdita-B-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,dorsal,B,,"Selma, 8 mi. W",OR,42.303,-123.766,1067,2005,5,10,L. G. Crabo,
acronicta-perdita,Acronicta perdita-B-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,ventral,B,,"Selma, 8 mi. W",OR,42.303,-123.766,1067,2005,5,10,L. G. Crabo,
acronicta-quadrata,Acronicta quadrata-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Peace R at Clayhurst Ferry,BC,56.127,-120.046,1500,1999,7,11,LG Crabo & J Troubridge,
acronicta-quadrata,Acronicta quadrata-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Peace R at Clayhurst Ferry,BC,56.127,-120.046,1500,1999,7,11,LG Crabo & J Troubridge,
acronicta-radcliffei,Acronicta radcliffei-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,"Fraser R Cyn between Lytton & Lillooet, Kirby Flat Rd",BC,50.53,-121.71,2000,1999,7,11,LG Crabo,
acronicta-radcliffei,Acronicta radcliffei-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,"Fraser R Cyn between Lytton & Lillooet, Kirby Flat Rd",BC,50.53,-121.71,2000,1999,7,11,LG Crabo,
acronicta-radcliffei,Acronicta radcliffei-B-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,dorsal,B,,"HJAndrews, ridge nr. Blue Cr.",OR,44.22,-122.24,1747,1990,9,2,L. & A. Crabo,
acronicta-radcliffei,Acronicta radcliffei-B-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,ventral,B,,"HJAndrews, ridge nr. Blue Cr.",OR,44.22,-122.24,1747,1990,9,2,L. & A. Crabo,
acronicta-strigulata,Acronicta strigulata-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Kirby Flats Rd.,BC,50.53,-121.71,3546,1999,6,19,L. & A. Crabo,
acronicta-strigulata,Acronicta strigulata-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Kirby Flats Rd.,BC,50.53,-121.71,3546,1999,6,19,L. & A. Crabo,
acronicta-vulpina,Acronicta vulpina-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Wilson's Mills,ME,44.94,-71.03,1280,1987,5,30,Lars Crabo & Glenn Morrell,
acronicta-vulpina,Acronicta vulpina-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Wilson's Mills,ME,44.94,-71.03,1280,1987,5,30,Lars Crabo & Glenn Morrell,
acronicta-vulpina,Acronicta vulpina-B-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,dorsal,B,,Clinton,BC,51.09,-121.59,,2010,7,9,,
acronicta-vulpina,Acronicta vulpina-B-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,ventral,B,,Clinton,BC,51.09,-121.59,,2010,7,9,,
actebia-balanitis,Actebia balanitis-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Tiger Mdws.,WA,48.668,-117.48,3241,1998,7,17,L. & A. Crabo,
actebia-balanitis,Actebia balanitis-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Tiger Mdws.,WA,48.668,-117.48,3241,1998,7,17,L. & A. Crabo,
actebia-fennica,Actebia fennica-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Perkins Pk.,BC,51.82,-125.02,6415,2005,8,5,L. G. Crabo,
actebia-fennica,Actebia fennica-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Perkins Pk.,BC,51.82,-125.02,6415,2005,8,5,L. G. Crabo,
adelphagrotis-carissima,Adelphagrotis carissima-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Camp Myrtlewood,OR,43,-124.1,544,1960,7,28,J Capizzi,
adelphagrotis-carissima,Adelphagrotis carissima-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Camp Myrtlewood,OR,43,-124.1,544,1960,7,28,J Capizzi,
adelphagrotis-indeterminata,Adelphagrotis indeterminata-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,"WDFW Scatter Creek, S unit",WA,46.827,-123.014,184,1997,8,3,L. G. Crabo,
adelphagrotis-indeterminata,Adelphagrotis indeterminata-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,"WDFW Scatter Creek, S unit",WA,46.827,-123.014,184,1997,8,3,L. G. Crabo,
adelphagrotis-stellaris,Adelphagrotis stellaris-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Kirby Flat Rd.,BC,50.53,-121.71,3546,2002,7,12,L. & E. Crabo,
adelphagrotis-stellaris,Adelphagrotis stellaris-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Kirby Flat Rd.,BC,50.53,-121.71,3546,2002,7,12,L. & E. Crabo,
admetovis-icarus,Admetovis_icarus-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,,,,,,,,,,
admetovis-icarus,Admetovis_icarus-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,,,,,,,,,,
admetovis-oxymorus,Admetovis oxymorus-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Umtanum Cr/Durr Rd,WA,46.88,-120.57,1940,2001,5,24,LG & EK Crabo,
admetovis-oxymorus,Admetovis oxymorus-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Umtanum Cr/Durr Rd,WA,46.88,-120.57,1940,2001,5,24,LG & EK Crabo,
admetovis-similaris,Admetovis similaris-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Umtanum Cr/Durr Rd,WA,46.88,-120.57,1940,2001,5,24,LG & EK Crabo,
admetovis-similaris,Admetovis similaris-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Umtanum Cr/Durr Rd,WA,46.88,-120.57,1940,2001,5,24,LG & EK Crabo,
afotella-cylindrica,Afotella cylindrica-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Meadow Cr.; Sun Lakes SP,WA,47.58,-119.34,1573,1996,7,14,L. & E. Crabo,
agnorisma-bugrai,Agnorisma bugrai-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,"Moses Mdws., S end",WA,48.41,-119.1,3516,1992,8,15,L. G. Crabo,
agnorisma-bugrai,Agnorisma bugrai-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,"Moses Mdws., S end",WA,48.41,-119.1,3516,1992,8,15,L. G. Crabo,
agrius-cingulata,Agrius cingulata-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Guatemala : Suchitepequez 12 km N of Patulul,,14.5397166667,-91.1503833333,3710,2005,6,4,R.S. Zack,
agrius-cingulata,Agrius cingulata-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Guatemala : Suchitepequez 12 km N of Patulul,,14.5397166667,-91.1503833333,3710,2005,6,4,R.S. Zack,
agrius-cingulata,Agrius cingulata-B-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,dorsal,B,,Robson,BC,49.33,-117.69,1398,1938,5,25,HR Foxlee,
agrius-cingulata,Agrius cingulata-B-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,ventral,B,,Robson,BC,49.33,-117.69,1398,1938,5,25,HR Foxlee,
agrochola-pulchella,Agrochola pulchella-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,"W Cascades, Frissell Point, Blue R",OR,44.22,-122.1,4800,1996,9,9,LG & EK Crabo,
agrochola-pulchella,Agrochola pulchella-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,"W Cascades, Frissell Point, Blue R",OR,44.22,-122.1,4800,1996,9,9,LG & EK Crabo,
agrochola-purpurea,Agrochola purpurea-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Yellow Island TNC,WA,48.592,-123.03,10,1995,9,17,L. & A Crabo,
agrochola-purpurea,Agrochola purpurea-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Yellow Island TNC,WA,48.592,-123.03,10,1995,9,17,L. & A Crabo,
agrochola-purpurea,Agrochola purpurea-B-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,dorsal,B,,"Sand Hollow, 9 mi. SW Vale",OR,43.888,-117.362,2383,1997,9,15,Crabo/Troubridge,
agrochola-purpurea,Agrochola purpurea-B-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,ventral,B,,"Sand Hollow, 9 mi. SW Vale",OR,43.888,-117.362,2383,1997,9,15,Crabo/Troubridge,
agrotis-antica,Agrotis antica-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Chewelah Mt.,WA,48.26,-117.56,4594,2004,6,22,L. & E. Crabo,
agrotis-antica,Agrotis antica-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Chewelah Mt.,WA,48.26,-117.56,4594,2004,6,22,L. & E. Crabo,
agrotis-antica,Agrotis antica-B-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,dorsal,B,,Klipchuck C. G.,WA,48.59,-120.51,3073,1995,5,7,L. G. Crabo,
agrotis-antica,Agrotis antica-B-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,ventral,B,,Klipchuck C. G.,WA,48.59,-120.51,3073,1995,5,7,L. G. Crabo,
agrotis-daedalus,Agrotis daedalus-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Coral Pink Sand Dunes,UT,,,,1987,4,23,R Robertson,
agrotis-daedalus,Agrotis daedalus-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Coral Pink Sand Dunes,UT,,,,1987,4,23,R Robertson,
agrotis-gravis,Agrotis gravis-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,"Deception Pass SP, South Beach",WA,48.38,-122.66,23,1995,5,6,L. G. Crabo,
agrotis-gravis,Agrotis gravis-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,"Deception Pass SP, South Beach",WA,48.38,-122.66,23,1995,5,6,L. G. Crabo,
agrotis-gravis,Agrotis gravis-B-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,dorsal,B,,Ocean City S. P.,WA,47.03,-124.16,21,1994,5,20,L. G. Crabo,
agrotis-gravis,Agrotis gravis-B-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,ventral,B,,Ocean City S. P.,WA,47.03,-124.16,21,1994,5,20,L. G. Crabo,
agrotis-gravis,Agrotis gravis-C-D.jpg,Merrill A. Peterson,5,CC BY-NC-SA 4.0,dorsal,C,,Ocean City S. P.,WA,47.03,-124.16,21,1994,5,20,L. G. Crabo,
agrotis-gravis,Agrotis gravis-C-V.jpg,Merrill A. Peterson,6,CC BY-NC-SA 4.0,ventral,C,,Ocean City S. P.,WA,47.03,-124.16,21,1994,5,20,L. G. Crabo,
agrotis-ipsilon,Agrotis ipsilon-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Alkali L.,OR,43,-119.995,4343,2007,9,11,L. G. Crabo,
agrotis-ipsilon,Agrotis ipsilon-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Alkali L.,OR,43,-119.995,4343,2007,9,11,L. G. Crabo,
agrotis-ipsilon,Agrotis ipsilon-B-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,dorsal,B,,Black Cyn.: 0.2 mi. E Woody Cr.,WA,48.04,-120.05,2736,1992,9,17,L. & A. Crabo,
agrotis-ipsilon,Agrotis ipsilon-B-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,ventral,B,,Black Cyn.: 0.2 mi. E Woody Cr.,WA,48.04,-120.05,2736,1992,9,17,L. & A. Crabo,
agrotis-longicornis,Agrotis longicornis-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,"Sixmile L., 1.5mi. S",OR,42.45,-118.86,4776,1994,6,4,Crabo/Troubridge,
agrotis-longicornis,Agrotis longicornis-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,"Sixmile L., 1.5mi. S",OR,42.45,-118.86,4776,1994,6,4,Crabo/Troubridge,
agrotis-obliqua,Agrotis obliqua-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Quartz Mt.,WA,47.074,-121.061,5324,2005,7,7,L. G. Crabo,
agrotis-obliqua,Agrotis obliqua-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Quartz Mt.,WA,47.074,-121.061,5324,2005,7,7,L. G. Crabo,
agrotis-obliqua,Agrotis obliqua-B-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,dorsal,B,,Chewelah Mt.,WA,48.26,-117.56,4594,2004,6,22,L. & E. Crabo,
agrotis-obliqua,Agrotis obliqua-B-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,ventral,B,,Chewelah Mt.,WA,48.26,-117.56,4594,2004,6,22,L. & E. Crabo,
agrotis-orthogonia,Agrotis orthogonia-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Alkali L.,OR,43,-119.995,4343,2007,9,11,L. G. Crabo,
agrotis-orthogonia,Agrotis orthogonia-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Alkali L.,OR,43,-119.995,4343,2007,9,11,L. G. Crabo,
agrotis-orthogonia,Agrotis orthogonia-B-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,dorsal,B,,"Winnemucca, 5.5 mi. N",NV,41.101,-117.701,4400,2001,9,20,Crabo/Troubridge,
agrotis-orthogonia,Agrotis orthogonia-B-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,ventral,B,,"Winnemucca, 5.5 mi. N",NV,41.101,-117.701,4400,2001,9,20,Crabo/Troubridge,
agrotis-ruta,Agrotis ruta-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,"Mt. Hamell, S slope",AB,53.94,-119.18,3489,1994,7,27,Crabo/Troubridge,
agrotis-ruta,Agrotis ruta-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,"Mt. Hamell, S slope",AB,53.94,-119.18,3489,1994,7,27,Crabo/Troubridge,
agrotis-vancouverensis,Agrotis vancouverensis-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Mima Mounds; DNR,WA,46.907,-123.049,246,1998,6,20,L. G. Crabo,
agrotis-vancouverensis,Agrotis vancouverensis-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Mima Mounds; DNR,WA,46.907,-123.049,246,1998,6,20,L. G. Crabo,
agrotis-vancouverensis,Agrotis vancouverensis-B-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,dorsal,B,,"Diablo Dam, N end",WA,48.715,-121.133,1157,2006,5,16,L. G. Crabo,
agrotis-vancouverensis,Agrotis vancouverensis-B-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,ventral,B,,"Diablo Dam, N end",WA,48.715,-121.133,1157,2006,5,16,L. G. Crabo,
agrotis-vancouverensis,Agrotis vancouverensis-C-D.jpg,Merrill A. Peterson,5,CC BY-NC-SA 4.0,dorsal,C,,WA DNR Mima Mounds State Natural Area,WA,46.907,-123.049,240,1998,7,20,LG Crabo,
agrotis-vancouverensis,Agrotis vancouverensis-C-V.jpg,Merrill A. Peterson,6,CC BY-NC-SA 4.0,ventral,C,,WA DNR Mima Mounds State Natural Area,WA,46.907,-123.049,240,1998,7,20,LG Crabo,
agrotis-vancouverensis,Agrotis vancouverensis-D-D.jpg,Merrill A. Peterson,7,CC BY-NC-SA 4.0,dorsal,D,,Leadbetter Point;North Beach Penn.,WA,46.6,-124.04,11,1990,6,29,L. G. Crabo,
agrotis-vancouverensis,Agrotis vancouverensis-D-V.jpg,Merrill A. Peterson,8,CC BY-NC-SA 4.0,ventral,D,,Leadbetter Point;North Beach Penn.,WA,46.6,-124.04,11,1990,6,29,L. G. Crabo,
agrotis-vancouverensis,Agrotis vancouverensis-E-D.jpg,Merrill A. Peterson,9,CC BY-NC-SA 4.0,dorsal,E,,Drake Pk.,OR,42.29,-120.14,7192,1995,8,2,Crabo/Troubridge,
agrotis-vancouverensis,Agrotis vancouverensis-F-D.jpg,Merrill A. Peterson,10,CC BY-NC-SA 4.0,dorsal,F,,Drake Pk.,OR,42.29,-120.14,7192,1995,8,2,Crabo/Troubridge,
agrotis-vancouverensis,Agrotis vancouverensis-F-V.jpg,Merrill A. Peterson,11,CC BY-NC-SA 4.0,ventral,F,,Drake Pk.,OR,42.29,-120.14,7192,1995,8,2,Crabo/Troubridge,
agrotis-venerabilis,Agrotis venerabilis-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,"Frenchglen, P Hill",OR,42.826,-118.939,4865,1997,9,26,Crabo/Troubridge,
agrotis-venerabilis,Agrotis venerabilis-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,"Frenchglen, P Hill",OR,42.826,-118.939,4865,1997,9,26,Crabo/Troubridge,
agrotis-venerabilis,Agrotis venerabilis-B-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,dorsal,B,,Bridgeport S. P.,WA,48,-119.62,1047,1996,9,13,L. G. Crabo,
agrotis-venerabilis,Agrotis venerabilis-B-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,ventral,B,,Bridgeport S. P.,WA,48,-119.62,1047,1996,9,13,L. G. Crabo,
agrotis-vetusta,Agrotis vetusta-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Namorf,OR,43.774,-117.736,2490,2007,9,12,LG Crabo,
agrotis-vetusta,Agrotis vetusta-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Namorf,OR,43.774,-117.736,2490,2007,9,12,LG Crabo,
agrotis-vetusta,Agrotis vetusta-B-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,dorsal,B,,Namorf,OR,43.774,-117.736,2490,2007,9,12,LG Crabo,
agrotis-vetusta,Agrotis vetusta-B-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,ventral,B,,Namorf,OR,43.774,-117.736,2490,2007,9,12,LG Crabo,
alastria-chico,Alastria chico-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,"HJAndrews, ridge nr. Blue Cr.",OR,44.22,-122.24,1747,1991,9,11,L. G. Crabo,
alastria-chico,Alastria chico-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,"HJAndrews, ridge nr. Blue Cr.",OR,44.22,-122.24,1747,1991,9,11,L. G. Crabo,
